Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-230.06055	50.007446	-160.32909	-301.7167	-587.3815	1.4922873	-584.0016	-589.79767	1000.0	1000.0	3999	3.8069525	4.8596745	24.045158	-10.726638	-4.716065	0.44851995	56.81419324874878
2	-339.0804	74.905235	-219.37885	-424.6831	-436.94058	19.574024	-393.46738	-466.87604	1000.0	1000.0	7999	18.13088	13.018111	58.785767	-13.029555	-19.98302	1.4652607	135.43329453468323
3	-434.19635	99.68159	-303.5082	-565.5452	-557.95416	29.771847	-521.61456	-620.21686	1000.0	1000.0	11999	66.95621	22.391077	122.77065	3.3894496	-70.525314	4.5074024	215.39758968353271
4	-494.37488	84.73321	-366.636	-580.7533	-284.28745	167.9982	-28.203094	-553.70416	1000.0	1000.0	15999	105.82418	25.603859	186.37462	45.439842	-109.6358	8.870033	295.7232382297516
5	-174.4368	397.62418	486.77524	-516.6074	316.2029	253.10445	565.8845	-321.9675	1000.0	1000.0	19999	131.7602	40.545162	197.56631	59.310238	-134.06825	8.981706	375.83389711380005
6	514.61475	25.268393	554.8101	491.05606	753.62634	121.57102	923.5552	579.0407	1000.0	1000.0	23999	139.10484	45.7447	199.97308	57.785915	-140.73727	6.481317	454.7204215526581
7	846.19714	258.38977	1265.3118	608.38293	1045.1344	259.67615	1549.0082	448.15808	1000.0	1000.0	27999	143.07716	43.552696	208.44594	56.54574	-144.53146	5.1522465	534.0804827213287
8	1404.5204	241.11836	1697.1215	1095.1465	1660.4893	174.61722	2011.2521	1346.331	1000.0	1000.0	31999	147.39848	43.8263	218.81383	56.165848	-148.82793	5.3322277	614.1001713275909
9	1713.8184	198.16243	1937.6473	1460.466	1864.3767	610.46765	2367.5303	408.02872	1000.0	1000.0	35999	154.28159	47.854168	236.7822	52.432507	-155.78079	6.0324855	694.1231179237366
10	2337.854	213.21062	2554.8115	2115.2043	1697.0885	736.0574	2601.4395	598.18097	1000.0	1000.0	39999	166.61	53.99851	259.1178	48.06972	-168.28593	7.4810114	773.1650245189667
11	2579.7808	90.88936	2691.6243	2468.3457	2684.0881	500.73227	3088.339	1351.6669	1000.0	1000.0	43999	184.2132	60.81847	282.9201	45.223106	-186.05469	8.306043	850.6194584369659
12	2701.4922	480.8647	3109.9697	1892.089	2833.6455	683.98254	3198.1248	804.0032	1000.0	1000.0	47999	202.58562	66.871086	301.14822	44.91398	-204.45607	9.076078	929.2588987350464
13	2911.3965	220.10417	3108.949	2538.19	3152.5999	535.2306	3648.6545	1662.4398	1000.0	1000.0	51999	221.73926	72.2872	325.00366	43.857357	-223.6779	10.606695	1008.09854388237
14	3301.692	251.12892	3500.6213	2881.079	3505.496	220.11546	3855.058	3166.9219	1000.0	1000.0	55999	242.16728	75.53948	352.26712	42.881603	-244.20186	11.9032135	1088.7399628162384
15	3790.1934	114.93424	3925.3237	3621.5442	3515.8777	469.7446	4060.8435	2701.1758	1000.0	1000.0	59999	264.3218	76.301	373.83783	47.304287	-266.472	12.385425	1169.1610145568848
16	3986.1023	87.09801	4094.7468	3857.032	3687.5085	719.0927	4453.536	1720.3923	1000.0	1000.0	63999	286.77145	76.14568	404.91803	68.00534	-288.99237	12.584236	1250.3486154079437
