Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-310.95245	90.4385	-170.08794	-398.1508	-316.83942	83.03799	-147.96713	-372.33078	1000.0	1000.0	3999	3.8520718	3.3667307	21.67147	-5.660982	3.8527966	3.3693779	21.35507	-5.986391	-2.79312	1.7075555	16.90942	-13.437279	-4.833068	0.8673536	97.15233159065247
2	-241.25531	13.135503	-221.377	-255.61844	-175.3002	35.917877	-145.00288	-279.49188	1000.0	1000.0	7999	18.141878	6.989545	46.083942	-3.7459092	18.142984	6.991818	44.69995	-4.0331697	-0.71559685	2.7167652	13.49923	-13.486062	-19.569483	2.4769354	229.34986305236816
3	-273.25418	47.54175	-203.71634	-332.62045	-284.5133	63.554028	-156.49649	-395.35046	1000.0	1000.0	11999	36.72442	8.015428	64.8367	13.345351	36.725395	8.015308	66.16517	13.966773	-0.32758683	3.2036352	19.053997	-14.012499	-38.12632	3.4594395	360.02897119522095
4	135.81458	205.11942	357.4077	-148.70786	22.323345	20.873707	48.504467	-12.353441	1000.0	1000.0	15999	42.023827	9.598126	66.926674	20.891413	42.024055	9.599424	67.06506	20.442263	-2.5443168	1.9283111	14.614919	-13.830334	-42.648243	3.058004	492.10507225990295
5	538.37085	346.85764	881.2175	90.022606	1444.747	388.63626	1627.3469	288.27277	1000.0	1000.0	19999	43.756065	10.541323	79.05485	20.590197	43.75646	10.541938	79.8803	20.252966	-2.5374913	1.8719262	16.231647	-13.063458	-44.368263	2.943684	622.191947221756
6	1118.6772	518.4538	1848.2388	427.45776	2251.1602	68.91542	2337.2214	2146.6887	1000.0	1000.0	23999	49.565216	14.110902	99.316025	21.79842	49.56547	14.112099	96.00574	20.6476	-1.9707676	2.2773418	16.121235	-14.023617	-50.212376	3.780757	751.972713470459
7	2055.2715	269.8882	2391.0903	1690.1959	3001.8374	61.000584	3120.955	2924.7092	1000.0	1000.0	27999	60.14053	20.13559	119.458916	22.242256	60.140316	20.13669	119.90254	21.532476	-1.205446	2.75423	20.063543	-13.147066	-60.835377	5.175963	881.9523267745972
8	2449.1648	219.16154	2737.2266	2139.8147	3165.3977	86.68469	3359.4648	3057.1929	1000.0	1000.0	31999	75.973976	26.80116	142.30563	23.18331	75.9742	26.802172	142.21986	22.687744	-0.39135766	3.1110594	22.517975	-13.914737	-76.70731	6.670788	1010.8902516365051
9	2877.3867	115.443016	3049.6272	2740.2073	3544.6216	103.164345	3730.3044	3399.9126	1000.0	1000.0	35999	93.84582	33.229336	175.28792	24.042952	93.8458	33.230217	172.24867	23.434504	-0.01237603	3.1982598	23.064829	-15.748164	-94.532845	8.119087	1138.792174577713
10	3340.1104	170.08281	3535.923	3067.3933	3741.1191	401.4862	3984.0422	2548.7595	1000.0	1000.0	39999	112.53251	39.45692	193.33487	22.934008	112.53246	39.45767	193.26685	23.74822	0.43723884	3.3581665	23.026037	-13.894271	-113.20578	9.985379	1265.3260135650635
11	3449.3784	77.13681	3563.8687	3347.5576	4087.2168	72.71438	4240.79	3939.4348	1000.0	1000.0	43999	132.17097	45.361546	220.74525	24.57305	132.17075	45.36294	218.42686	23.688288	0.8326276	3.5121534	26.554754	-14.574706	-132.82552	11.814996	1393.159514427185
12	3651.1865	46.237377	3682.1873	3571.2383	4112.0186	116.2827	4314.815	3931.0793	1000.0	1000.0	47999	152.04185	50.50758	244.86656	23.996664	152.0415	50.50896	243.65201	23.21098	1.1266207	3.5944183	31.2671	-15.564094	-152.66856	13.463156	1518.941477060318
13	3603.331	108.56718	3768.4224	3466.8623	3741.8528	1088.5107	4411.8164	588.39417	1000.0	1000.0	51999	170.4243	55.090088	260.38184	23.653334	170.42412	55.09284	259.22437	24.350876	1.3277411	3.639164	25.739035	-11.690178	-171.00046	15.089135	1643.4821166992188
14	3827.586	45.80613	3868.2832	3756.225	4695.5107	89.55619	4809.395	4576.8765	1000.0	1000.0	55999	187.85492	58.328026	279.07336	23.338688	187.85492	58.33046	280.27234	25.398937	1.5105993	3.6946187	27.464264	-12.685176	-188.3691	16.264503	1768.7534682750702
15	4025.2798	167.29077	4208.151	3831.9954	4111.03	93.06718	4281.161	3957.7087	1000.0	1000.0	59999	203.85027	61.297222	293.70337	23.94541	203.84995	61.29984	293.96194	25.437517	1.6757202	3.7741473	29.911	-15.149509	-204.33104	16.801964	1896.1795041561127
16	3905.1558	811.00226	4415.528	2501.3733	4862.929	70.7336	5022.3916	4754.706	1000.0	1000.0	63999	218.4882	64.953964	309.57855	23.51843	218.48808	64.955894	312.6775	19.597132	1.8111569	3.7955828	34.52183	-15.552467	-218.95616	16.826092	2022.635855436325
17	4372.3193	123.97314	4511.0215	4180.1533	5006.292	45.864605	5094.8687	4931.8345	1000.0	1000.0	67999	232.68732	68.49087	321.73315	20.900854	232.6871	68.49206	320.54172	21.743929	1.9589133	3.881368	27.25873	-12.169367	-233.11644	16.971	2149.622462749481
18	4546.6055	49.242825	4622.2944	4485.569	5003.337	47.53227	5088.391	4914.233	1000.0	1000.0	71999	246.87537	71.070526	339.77884	7.514616	246.87552	71.071945	337.96313	12.341034	2.1110518	3.9028156	29.480288	-14.330961	-247.2905	17.677343	2276.923946619034
19	4664.507	55.677185	4710.777	4569.3384	5051.343	423.64264	5304.3936	3805.794	1000.0	1000.0	75999	260.3482	73.58826	355.22992	12.226159	260.3476	73.58989	356.3676	6.7848034	2.2269251	3.9476764	32.06655	-12.553331	-260.71823	18.22272	2412.5241293907166
20	4766.24	73.85705	4845.7783	4682.167	5342.5977	89.8567	5428.42	5118.554	1000.0	1000.0	79999	272.80338	75.43619	367.23154	10.828652	272.80334	75.436874	369.9884	10.597652	2.3314123	3.9636571	29.701204	-12.497677	-273.14612	18.172558	2555.2231101989746
21	4688.0444	386.20084	4981.522	4025.824	5488.93	89.29262	5576.965	5269.118	1000.0	1000.0	83999	284.669	76.73246	377.5841	0.61681163	284.6688	76.734344	376.67368	8.630831	2.4335692	3.9373546	33.862583	-13.814073	-284.9882	18.671505	2704.5687959194183
22	4975.829	47.356354	5036.856	4908.9946	5604.7446	60.987038	5706.5693	5470.1904	1000.0	1000.0	87999	295.11786	78.79837	385.9624	-3.7177203	295.1178	78.799416	387.35147	4.881014	2.6118648	3.9992104	34.435402	-14.162031	-295.40585	19.047619	2854.0276641845703
23	5021.9277	110.47941	5211.321	4940.603	5049.2646	133.05313	5267.9937	4886.6094	1000.0	1000.0	91999	305.76953	80.1165	398.55682	-8.823865	305.76956	80.11833	397.1578	-2.6532822	2.6371381	3.9738004	33.36662	-13.091663	-306.04	18.957182	3004.9581909179688
24	5077.2627	18.013113	5108.1514	5064.8286	5648.921	58.1062	5706.0635	5507.878	1000.0	1000.0	95999	315.5367	81.24819	408.93994	-1.3749788	315.537	81.24928	408.5287	-4.250699	2.7396107	3.9922605	31.115105	-12.303022	-315.77625	19.578047	3155.46591258049
25	5153.731	34.506477	5204.5137	5108.6294	5605.618	80.3349	5762.2983	5502.5386	1000.0	1000.0	99999	324.4883	82.75622	419.47028	-21.150873	324.488	82.758316	416.6719	-10.50359	2.836451	4.0324893	31.86689	-12.418951	-324.71124	19.330492	3306.1946935653687
26	5258.027	66.28361	5335.654	5154.304	5748.0425	42.017017	5803.7095	5676.142	1000.0	1000.0	103999	333.50897	83.39048	424.3757	-13.312699	333.50864	83.39233	425.4493	-1.5169219	2.9409363	4.05085	33.16965	-13.960916	-333.72537	19.358667	3456.559704065323
27	5281.0977	37.280357	5339.502	5248.2056	5748.1904	58.631332	5855.4414	5632.4727	1000.0	1000.0	107999	341.9308	83.90435	433.51547	1.8425021	341.931	83.90441	434.38144	-7.026457	2.8876579	4.0116386	33.736427	-16.343006	-342.1268	18.753098	3607.514051914215
