Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	6.6154323	13.852836	24.326485	-11.377458	25.647655	1.0118092	27.942858	24.354315	1000.0	1000.0	3999	7.4754677	8.096189	50.5255	-9.141862	-8.869095	0.08155537	35.900521755218506
2	-7.0131474	10.786483	8.936907	-20.552593	42.388126	2.491409	46.50729	38.103497	1000.0	1000.0	7999	37.571453	15.406054	97.2288	-9.772732	-39.792587	0.25415406	82.6633505821228
3	0.20460272	15.3373995	24.75963	-15.499048	16.913876	1.4078836	19.19843	14.566108	1000.0	1000.0	11999	66.137344	14.869791	119.220665	13.883424	-67.631485	0.37953064	131.05139207839966
4	8.6674795	11.483395	28.20147	-1.0398993	36.052513	0.76372755	37.153423	34.96005	1000.0	1000.0	15999	67.24944	11.895235	115.12781	30.602556	-67.55141	0.18581146	180.03193616867065
5	29.523607	9.1261635	39.313026	15.450525	17.682495	1.0062567	18.928078	15.211607	1000.0	1000.0	19999	58.899315	8.4277	101.93884	35.365696	-59.20628	0.122072384	228.88970804214478
6	34.02053	2.599847	38.196762	31.130053	32.739433	4.8183846	38.286934	27.068113	1000.0	1000.0	23999	53.82572	8.7376	93.80224	31.38941	-54.184242	0.07320575	278.72816610336304
7	30.632776	2.7228296	34.122208	27.217936	28.952541	1.2836169	30.97594	26.546288	1000.0	1000.0	27999	52.867775	8.15262	106.94763	31.932024	-53.54946	0.10898471	328.94281673431396
8	31.669102	7.8701005	40.328026	21.64622	38.287743	1.5195016	41.04983	36.50843	1000.0	1000.0	31999	56.169746	7.792163	101.90516	29.693348	-56.70768	0.09486762	378.5028462409973
9	39.860703	7.8860517	52.7675	31.683807	26.20509	1.7842172	30.25638	23.786594	1000.0	1000.0	35999	53.374016	8.252335	97.30475	31.28767	-53.690353	0.06739851	428.4989266395569
10	13.627759	17.032522	35.582127	-3.691276	29.227152	3.5982835	34.444996	24.080402	1000.0	1000.0	39999	49.404644	8.9332	95.9483	33.857143	-49.70723	0.06926526	479.12853598594666
11	19.957535	1.2990596	21.30151	18.144163	27.444736	2.7837913	32.7614	23.9862	1000.0	1000.0	43999	48.54821	12.478396	95.851555	29.918964	-49.014675	0.09469931	529.9693145751953
12	21.008007	7.822411	28.894053	12.011082	17.926088	1.1190453	19.896185	16.497488	1000.0	1000.0	47999	46.05789	13.516713	96.50664	26.346691	-46.307762	0.06994721	581.4602475166321
13	36.4162	22.458649	68.05523	11.003166	22.756836	0.8309331	23.887276	21.195347	1000.0	1000.0	51999	43.810116	13.6729555	127.3678	23.109562	-44.144367	0.11174391	632.9692118167877
14	8.328947	5.971834	16.992065	0.37288713	16.57758	1.1361775	18.370886	14.862477	1000.0	1000.0	55999	42.6835	14.915756	124.160645	20.665203	-42.971992	0.080596134	684.6738293170929
15	33.526108	12.416515	51.764225	16.883184	24.427738	14.8329	33.3938	-6.8767767	1000.0	1000.0	59999	40.290634	14.219322	98.1564	18.755424	-40.548943	0.067348614	737.5476098060608
16	24.662258	13.847754	47.3435	10.26124	22.447226	3.0981884	26.34804	17.112104	1000.0	1000.0	63999	38.784206	14.0808735	92.656006	16.335543	-39.044384	0.06157654	791.6226103305817
17	29.865763	5.424164	36.25241	22.100557	41.33857	3.1408455	50.370766	39.038643	1000.0	1000.0	67999	37.602924	14.403193	90.33199	14.832045	-37.86564	0.057712503	849.6056654453278
18	35.197258	5.876945	41.455402	25.607832	34.104893	10.463311	46.038662	23.128433	1000.0	1000.0	71999	36.25392	14.231794	93.22386	12.940771	-36.505627	0.05032614	912.0656535625458
19	26.450912	8.18404	36.5047	13.803811	59.898792	0.81885046	61.216377	58.617302	1000.0	1000.0	75999	34.453552	13.4832115	85.59052	11.376979	-34.65591	0.041824672	974.3617360591888
20	38.203484	4.029276	43.35067	32.126358	34.7032	0.57021767	35.77868	33.74992	1000.0	1000.0	79999	32.00293	12.306863	75.66517	10.152962	-32.20038	0.03816999	1038.696438074112
21	36.041264	3.6189075	41.11705	31.070408	36.40697	3.442845	39.70427	29.35273	1000.0	1000.0	83999	29.927147	11.215437	73.98241	10.090309	-30.115082	0.034579393	1103.5755298137665
22	43.276222	4.34848	50.33667	38.461834	47.582794	0.86123973	48.378056	46.175953	1000.0	1000.0	87999	27.78244	10.694121	70.87877	9.123938	-27.942892	0.030107867	1171.097886800766
23	45.77912	4.263044	52.409107	40.974514	39.924538	1.1502577	41.556717	38.248035	1000.0	1000.0	91999	25.381227	10.176797	66.99284	8.257631	-25.511478	0.026242858	1239.2835352420807
24	44.72505	4.1569724	48.660862	38.76494	42.7306	0.9282561	43.958424	41.051052	1000.0	1000.0	95999	23.123262	9.845483	63.573524	7.5439363	-23.254148	0.025132092	1308.9380896091461
25	43.92002	3.4585505	49.152267	39.45182	41.087852	1.9690884	43.73974	38.06974	1000.0	1000.0	99999	21.437025	9.623114	62.457455	7.154213	-21.573936	0.0237187	1381.0618875026703
26	40.206882	6.9250183	45.827606	28.523577	44.567013	1.1754367	46.494305	42.9219	1000.0	1000.0	103999	19.849154	9.406973	58.23207	6.3581243	-19.971739	0.022388622	1454.7655205726624
27	49.128265	1.3353467	50.346798	47.002583	48.065887	1.092827	49.84534	46.266087	1000.0	1000.0	107999	18.474022	9.339018	57.20118	6.243244	-18.59555	0.022909828	1529.0568525791168
28	50.830692	5.1324654	57.801346	45.33344	41.629784	1.7496146	45.7351	40.033447	1000.0	1000.0	111999	17.21136	9.36788	55.127514	6.028277	-17.322495	0.023211677	1605.114643573761
29	48.470108	3.089183	53.23041	44.86602	41.706947	3.039726	46.609627	36.4912	1000.0	1000.0	115999	16.088562	9.478243	54.364014	5.8605385	-16.198841	0.022438267	1682.0996141433716
30	52.104332	2.1264675	55.66037	50.367744	42.879784	2.075838	46.91804	39.52696	1000.0	1000.0	119999	15.279287	9.6161375	53.98833	5.7300506	-15.388799	0.021627184	1760.7330667972565
31	41.67062	1.6973888	43.798435	39.242336	41.360126	1.4292796	43.21735	38.84715	1000.0	1000.0	123999	14.448367	9.591453	52.17006	5.2559896	-14.552965	0.020137273	1840.39329123497
32	47.8239	2.8470237	50.498547	43.320107	41.990013	2.2306492	44.811363	36.765984	1000.0	1000.0	127999	13.726851	9.520726	50.36936	4.840884	-13.827068	0.018894503	1921.0439376831055
33	45.254005	2.6380777	49.454323	42.4805	52.168335	2.429301	56.71166	48.396366	1000.0	1000.0	131999	13.107733	9.523936	50.24064	4.3767767	-13.206058	0.020090513	2002.33198928833
34	47.094574	2.6950946	51.5313	44.67475	37.136223	2.1603224	40.10478	34.244904	1000.0	1000.0	135999	12.47419	9.490694	49.854305	3.901878	-12.566499	0.019860549	2083.8637709617615
35	39.607216	5.736776	44.68941	29.997889	35.17181	2.6617565	41.77321	31.723993	1000.0	1000.0	139999	12.075594	9.503614	48.06504	3.2687688	-12.170088	0.019608911	2166.02818274498
36	45.374283	5.896018	54.19042	39.941082	46.288464	2.9809508	51.003277	42.15867	1000.0	1000.0	143999	11.62825	9.531363	47.67363	3.0850904	-11.711588	0.019608326	2248.1736850738525
