Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	9.049401	6.8732066	16.856651	-1.4721017	24.120794	0.75931275	25.739904	23.168163	1000.0	1000.0	3999	5.29656	4.4469156	27.946238	-3.203455	5.2963824	4.446826	28.331745	-3.2333233	0.19322158	1.4969227	6.2730722	-9.793025	-6.2535977	0.14359014	91.3838620185852
2	-1.238741	4.6601477	5.371355	-7.7264504	23.869383	1.1116233	25.794788	22.151667	1000.0	1000.0	7999	28.456747	13.327589	77.98659	4.614791	28.45662	13.327162	77.769226	4.3966956	1.0749359	1.6927714	14.336877	-10.824523	-30.311117	0.5478837	216.60420560836792
3	2.5005322	16.986252	26.94776	-20.819036	25.528963	1.1777147	27.279266	23.101816	1000.0	1000.0	11999	62.448223	24.315794	179.47769	14.1519985	62.448013	24.316063	178.70413	13.977299	1.2846512	1.6782664	7.706936	-10.244528	-64.50469	0.7846735	341.88723063468933
4	20.88906	9.226756	27.328615	5.032556	32.295128	3.3464613	38.025124	28.523598	1000.0	1000.0	15999	92.30327	22.410093	187.43773	26.829605	92.30317	22.410643	188.20181	26.916676	0.3686106	1.6199987	6.8504844	-9.570917	-93.4528	0.6523856	468.8199989795685
5	33.216457	2.165457	35.43036	29.741049	18.00005	0.9187103	19.96438	17.052004	1000.0	1000.0	19999	94.48191	15.848889	175.76556	44.6126	94.48191	15.849227	176.15735	44.683197	-0.4991248	1.2105032	8.997167	-9.947212	-94.878586	0.3353813	595.195760011673
6	22.470102	4.250361	29.439041	18.738405	23.207266	0.8200761	24.21034	21.727129	1000.0	1000.0	23999	86.89418	12.419363	150.62692	51.268135	86.89413	12.419593	149.8419	51.996956	-0.6372606	1.1361592	6.960419	-9.959753	-87.20086	0.23095617	721.7122859954834
7	21.958061	5.977964	28.955542	12.940899	23.46915	0.94538516	25.159954	22.340406	1000.0	1000.0	27999	78.89161	9.478519	128.80533	53.380787	78.8916	9.478524	128.75826	53.20234	-0.54923385	1.2065377	7.6874743	-8.859066	-79.28561	0.2291587	849.8193113803864
8	22.230606	5.8230615	29.66424	14.140639	15.354947	1.082311	16.981014	14.041933	1000.0	1000.0	31999	73.58638	10.58413	184.22217	48.25515	73.58634	10.583662	184.19556	47.43148	-0.6476877	1.2082242	7.596053	-9.211891	-73.990295	0.2921697	977.756872177124
9	19.395658	8.87879	30.736319	6.338152	22.093773	0.96146584	23.892754	20.451698	1000.0	1000.0	35999	74.04846	20.864454	183.15834	48.07824	74.04844	20.864376	182.68571	47.94376	-0.63984823	1.2081187	6.294485	-9.038531	-74.44555	0.2809877	1103.9090821743011
10	10.827374	2.8601618	13.860043	6.854377	30.90947	1.0621986	32.80099	28.870708	1000.0	1000.0	39999	73.14536	24.18381	187.93272	43.40026	73.14527	24.183926	188.61514	43.45674	-0.79199916	1.0565332	6.01012	-9.043929	-73.45545	0.25149208	1230.667643070221
