Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	1.7760825	5.59721	21.466898	-10.406273	-8.757024	1.3167986	-6.31177	-10.632014	20.367348	67.2	3999	13.549613	11.446227	51.12783	-14.029342	-17.066334	1.3971236	49.11702632904053
2	1.6615216	5.666259	24.068314	-11.1474905	906.4749	8.047243	921.8711	897.1598	21.005262	1000.0	7999	95.01662	45.030403	203.57059	-68.62167	-107.54309	36.85694	122.33775234222412
3	1.5623736	22.920118	261.05737	-16.749018	-0.77896917	1.6413429	1.4196626	-4.3888907	24.28485	41.9	11999	221.8244	69.18576	377.80777	-123.16461	-242.32178	198.38206	188.81050515174866
4	2.7865863	96.59147	578.40643	-85.9212	63.88082	111.477486	264.16577	-28.629917	89.809525	137.1	15999	345.51974	92.60244	517.80994	-153.82414	-369.54343	390.426	256.25000762939453
5	20.553715	80.691025	412.16324	-54.373318	168.11969	81.44123	302.93622	57.203293	95.431816	151.9	19999	401.13037	108.79472	649.171	-181.03633	-422.4272	403.42242	323.8403160572052
6	59.11438	93.30215	258.16623	-44.988194	-13.663881	7.9545107	-1.690377	-27.78857	164.04167	69.2	23999	462.12656	130.01378	738.75903	-178.61879	-485.18906	513.76355	390.4073510169983
7	30.045893	92.32045	261.35526	-86.00795	168.58846	69.204254	293.63837	11.225062	109.4054	96.9	27999	514.4917	147.5111	921.13367	-247.86972	-536.8421	624.00525	457.24419379234314
8	101.2605	76.761	254.9805	-9.892201	88.26606	106.15483	283.689	-85.26422	126.5	114.3	31999	565.6406	165.05893	979.8921	-321.8155	-587.6705	808.01245	524.100323677063
9	96.034546	109.64803	270.53732	-137.3936	120.5546	107.78672	298.68842	-20.929531	140.07143	183.4	35999	606.2339	173.27274	984.68933	-702.2715	-627.58124	917.4335	590.8275365829468
10	83.899895	89.20317	229.15321	-145.08347	107.00071	103.16689	261.80075	13.049131	118.94118	95.0	39999	637.61426	178.41354	1060.7526	-641.5723	-659.1449	1021.3429	656.8932912349701
11	55.14554	94.82569	288.24847	-73.61027	126.16725	26.93486	167.3478	84.41286	131.31035	99.4	43999	661.8414	186.34676	1027.5653	-295.75964	-682.7621	1068.5887	723.7899987697601
12	22.84387	69.931404	246.22676	-102.43465	36.223824	50.475334	101.22594	-64.76998	106.333336	109.1	47999	669.168	194.29883	1022.50665	-429.0587	-689.1655	1038.7367	790.5745964050293
13	55.095104	121.682304	426.27734	-149.50558	19.754988	67.69883	195.10156	-58.45954	135.23334	130.9	51999	663.3507	206.54184	1026.0302	-358.62827	-682.2135	997.3731	858.7122540473938
14	70.409485	104.908646	342.19513	-69.325195	11.381298	19.90618	65.07247	-10.158659	114.74286	66.0	55999	657.86945	211.98584	1014.36194	-320.34656	-676.06134	927.4199	926.9492321014404
15	127.94661	119.46672	479.34973	-47.96971	50.546513	82.81347	234.26695	-103.37876	150.61539	132.4	59999	645.6323	212.38498	978.50745	-388.9647	-662.4151	859.9546	995.7002000808716
16	113.204865	105.32456	390.38046	-99.034935	130.49559	57.933987	241.00531	24.731636	134.13333	141.6	63999	626.33386	209.8135	953.42255	-425.388	-642.13226	796.867	1065.0041317939758
17	150.34236	97.70605	322.3319	6.6922536	135.4739	76.49192	280.031	36.043007	143.88889	116.1	67999	606.4462	205.09605	1024.5721	-400.53885	-621.2063	728.3767	1136.7468304634094
18	123.589424	94.38566	351.93213	-23.969929	178.75418	104.382355	320.75458	-5.8346324	141.93103	138.9	71999	586.47034	199.32057	1004.389	-452.01218	-600.6226	677.0995	1212.7779879570007
19	205.04701	92.801216	377.0794	62.145943	181.80804	118.24934	451.7315	13.4381485	196.36842	129.5	75999	563.94226	194.66791	969.2374	-314.3767	-577.0192	595.0921	1292.5546503067017
20	233.72298	131.24883	694.4649	103.738884	220.50224	76.151634	327.22754	41.26326	204.09525	137.2	79999	539.265	189.08276	908.82153	-442.68182	-551.42487	541.7519	1375.1051831245422
21	121.20012	135.45387	471.53732	-48.69446	258.93826	80.51035	457.9518	172.94783	152.6	163.6	83999	516.6888	184.42508	849.8953	-361.83786	-528.32324	495.47763	1459.4781594276428
22	188.93503	120.457146	432.6039	6.3298764	244.92032	142.86288	579.3549	36.38547	150.17857	164.8	87999	492.5678	178.7245	801.39185	-375.2091	-503.05307	459.31265	1543.988151550293
23	138.69966	99.997345	404.9499	7.136443	97.18642	115.352905	364.3016	-7.3623877	139.60715	147.6	91999	468.5469	169.76334	757.95984	-487.40854	-478.41974	424.4328	1628.731411933899
