Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-2.0285587	9.466804	8.707641	-16.381512	15.071248	6.8919063	24.48381	4.024816	1000.0	1000.0	3999	6.3263335	6.580528	34.05692	-7.223622	-7.61289	0.054999758	58.10286998748779
2	-6.5236874	7.310406	2.1003745	-14.69322	36.934532	2.1749384	39.86064	32.783485	1000.0	1000.0	7999	33.56843	16.116987	91.517944	-7.3499994	-36.05867	0.23308899	133.77070236206055
3	-0.9800968	15.334255	15.794203	-25.419624	-6.1096897	8.039554	6.7401056	-14.72702	1000.0	1000.0	11999	81.64884	23.357933	148.77223	11.975012	-84.63089	0.52724624	210.10801076889038
4	-14.491426	5.5931735	-6.5298085	-21.302143	-16.170078	2.4244518	-13.0937	-21.247787	1000.0	1000.0	15999	92.73809	14.938396	140.64441	46.520596	-92.98412	0.39149818	287.2642459869385
5	15.515057	6.5673757	25.880985	8.98365	47.40035	1.2941444	48.9475	44.4219	1000.0	1000.0	19999	75.43822	12.914608	129.26573	42.881096	-75.62715	0.2022576	365.81161093711853
6	6.8238287	11.0858	20.87045	-6.5442057	-42.279865	1.0785985	-40.541424	-43.520298	1000.0	1000.0	23999	70.57941	8.946513	107.65456	42.13805	-71.48958	0.16193564	445.2813894748688
7	-1.628892	16.548996	17.475975	-22.568474	-2.1056058	1.9569019	1.2397238	-5.160941	1000.0	1000.0	27999	75.62937	7.451555	106.89269	46.38426	-76.57551	0.17690808	524.4444198608398
8	8.13418	8.888305	19.66794	-1.7973006	23.252577	1.2308692	24.77358	20.167343	1000.0	1000.0	31999	77.54092	8.749423	138.56888	50.10908	-78.38607	0.20208414	602.0631527900696
9	15.934975	7.0832205	22.372404	4.0009828	17.169296	3.54979	22.814236	9.721962	1000.0	1000.0	35999	78.60063	10.999305	132.2447	53.13765	-79.250626	0.15679015	680.7819139957428
10	17.403708	3.7744727	22.982725	13.303455	-1.612827	5.993802	8.105598	-8.785709	1000.0	1000.0	39999	73.76266	10.706614	126.24485	49.736996	-74.25281	0.13683672	759.3666038513184
11	36.364174	8.334631	49.726883	27.433998	23.32517	9.295848	32.10159	7.7954316	1000.0	1000.0	43999	69.64509	11.782897	125.69011	42.456417	-70.10425	0.11912114	839.0440492630005
12	28.75283	6.3438997	34.53953	18.061964	19.107328	0.56393766	19.930046	17.848892	1000.0	1000.0	47999	62.69691	11.692176	119.03147	38.35896	-63.026703	0.08795491	917.9643540382385
13	15.326988	30.01936	33.56826	-36.656647	20.476643	23.230293	46.723133	-11.299133	1000.0	1000.0	51999	56.75215	12.827808	110.83527	35.601746	-57.083607	0.06901441	997.9117040634155
14	51.1565	13.186608	64.78622	30.72193	31.954426	1.3244619	34.341583	30.497368	1000.0	1000.0	55999	52.3033	12.362039	99.58735	32.00327	-52.672913	0.08337562	1078.6250638961792
