Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	2.09592	6.515698	31.945026	-12.510531	71.98295	12.750557	97.573586	57.169956	21.11111	185.5	3999	4.801719	5.1212025	28.590683	-4.988663	4.8015738	5.119465	28.871275	-5.8804073	-7.857515	0.67809075	35.916271924972534
2	2.112366	5.976128	41.228016	-10.94836	71.84045	10.734806	92.12994	56.702393	20.548717	186.0	7999	33.50199	15.94316	84.41026	-25.167356	33.50178	15.952632	83.93858	-26.63025	-41.577915	10.486609	83.56023740768433
3	0.51814276	15.825257	99.61971	-85.98211	-22.7471	20.188137	1.9275633	-65.07491	34.298244	95.6	11999	77.10941	26.346909	172.00102	-38.179367	77.110115	26.362867	170.13054	-46.597626	-89.244865	44.416744	131.2775263786316
4	73.90232	89.722496	400.04663	-43.905968	123.46184	12.723824	158.64157	112.02408	87.45652	68.3	15999	99.35503	26.855326	183.12701	-58.72108	99.35428	26.832508	183.14659	-89.245705	-107.46666	71.91328	179.1163351535797
5	158.34021	72.77724	342.6125	14.675101	108.677444	85.621765	268.69794	16.840185	114.8	175.3	19999	106.91186	28.3388	184.65547	-73.53971	106.91244	28.320187	180.71762	-69.126976	-114.126144	69.06088	228.46301984786987
6	65.89529	144.94238	666.2038	-32.75949	71.40466	131.46812	375.08417	-110.104	175.91304	284.0	23999	107.39446	28.833567	192.23357	-78.21625	107.39392	28.823444	196.35254	-65.266624	-113.59969	60.17473	277.878244638443
7	209.63295	106.7489	379.9192	-29.038555	223.89246	109.08747	374.1245	-5.7283335	150.15384	143.2	27999	105.42364	29.956818	186.58334	-67.71729	105.4243	29.9549	187.47054	-87.33498	-111.23267	60.7806	326.55301117897034
8	242.97679	122.3194	488.61105	-18.930222	230.6908	141.06898	442.25476	22.889702	174.43478	131.3	31999	104.83533	31.187351	183.17873	-82.854	104.83493	31.188303	185.94005	-74.79236	-110.364044	58.179375	375.19749760627747
9	194.16353	76.95985	391.7114	-2.990827	185.73575	75.40298	384.2044	98.172134	129.87097	97.3	35999	105.21746	31.163258	197.7758	-110.5702	105.21716	31.157324	197.70436	-115.0303	-110.695595	62.34638	424.49269914627075
10	190.99908	78.041115	442.9982	33.671204	172.62407	34.673916	234.95618	127.64995	119.14706	93.4	39999	106.1127	30.30492	204.44666	-84.02055	106.1121	30.301426	202.53534	-88.6198	-111.14342	60.248665	473.282279253006
