Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	18.3225	15.564893	102.397	5.0254188	82.20354	0.49445966	83.24207	81.64177	21.524324	44.0	3999	10.2387085	7.5639734	55.927635	-13.039771	10.238076	7.566881	55.633823	-13.224895	-0.084819265	2.0255668	12.292477	-11.321915	-11.518356	1.6693846	77.79225277900696
2	17.974575	18.331656	139.95522	5.373897	194.85756	1.2187614	196.79991	192.57445	21.75	87.7	7999	54.091835	30.337667	180.93098	-77.8723	54.092514	30.335146	183.29242	-73.108025	2.9477804	2.8575654	21.16476	-14.858169	-60.98556	32.139843	184.36113357543945
3	53.903973	81.5787	295.87778	4.488449	210.95499	1.9031405	214.69252	207.9931	36.145454	98.4	11999	180.59512	63.415844	334.80972	-92.88455	180.59563	63.41596	323.97202	-89.62296	4.778769	3.26354	31.982515	-12.688114	-197.36317	252.08948	291.5740602016449
4	155.82527	117.59042	375.88528	11.536484	1031.0491	0.4289837	1031.7578	1030.3766	111.0	1000.0	15999	235.45016	66.983505	383.41107	-185.59767	235.45506	66.97455	386.37372	-208.14319	4.005272	4.013583	69.54719	-13.086514	-247.5634	343.26645	405.72216415405273
5	352.45737	376.6823	1039.7062	21.523748	427.57144	430.46844	955.14795	51.408978	357.08334	460.0	19999	250.14136	59.747837	380.9567	-108.508644	250.14818	59.722176	382.20157	-132.88922	3.1925974	3.715288	60.175316	-11.866552	-259.08636	327.6995	514.6318964958191
6	277.62067	133.12787	797.65704	29.699352	205.56467	1.7477618	208.03433	202.12012	149.5	103.3	23999	247.43513	56.644108	362.02942	-113.80084	247.43732	56.61704	352.11182	-99.20819	3.1701424	3.4119663	47.069653	-12.238042	-255.15256	287.55347	621.6455812454224
7	264.22702	67.664375	379.78543	77.241684	316.8655	3.3510888	321.01752	310.582	150.11539	149.2	27999	239.63026	62.791542	334.27682	-132.15018	239.62904	62.799118	328.1487	-111.861786	2.364603	3.310699	54.357964	-10.593336	-245.36343	216.65569	729.3119525909424
8	273.0694	30.610926	352.73865	226.36006	298.74716	4.506346	304.49185	292.2009	129.2258	146.3	31999	220.12378	64.80298	306.6449	-201.51315	220.1189	64.80597	310.04782	-228.33661	2.454328	3.286592	39.874912	-13.73071	-224.90483	152.07443	836.1606185436249
9	291.19342	26.371693	353.82742	249.71133	328.6675	6.709205	342.30835	320.5887	136.82759	154.5	35999	207.84622	72.53658	306.2386	-228.0724	207.84262	72.52194	305.9755	-344.51242	2.3207958	2.9340892	50.34246	-12.629587	-212.09235	122.05275	943.6571280956268
10	258.29437	141.12366	473.9248	24.319088	339.93732	54.37672	385.16287	236.59012	148.33333	185.4	39999	195.75322	74.808464	312.16327	-203.5025	195.75018	74.78593	307.64716	-209.54555	2.1682265	2.9544106	49.230003	-13.892393	-199.40991	104.4103	1051.0381910800934
