Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-215.48784	88.47337	-117.872215	-352.1925	-578.69934	22.304485	-533.68427	-616.11975	1000.0	1000.0	3999	0.89460784	1.7422438	11.519662	-6.058911	0.8950024	1.7408384	11.523625	-5.876732	-1.821055	0.38511613	42.457815647125244
2	-267.77994	39.451084	-215.85258	-325.0671	-567.0613	49.348957	-469.2806	-632.0418	1000.0	1000.0	7999	5.3065906	4.1718607	26.223557	-6.38898	5.3059244	4.171021	26.352678	-5.9977894	-6.9204707	1.1056798	97.7180757522583
3	-390.3637	50.405586	-317.0066	-444.81006	-470.61206	47.990417	-383.4857	-537.512	1000.0	1000.0	11999	14.294085	10.05012	63.373325	-8.845924	14.293375	10.050303	61.86591	-10.489604	-16.882832	2.7350423	153.55701279640198
4	47.885376	565.1485	694.2615	-565.4291	60.58095	399.93082	642.30664	-553.51495	1000.0	1000.0	15999	18.203554	17.472933	62.520332	-13.059738	18.203335	17.473343	60.630203	-12.925549	-19.790789	3.4264762	209.3510227203369
5	411.33328	711.05994	1476.8356	-273.34454	1079.6257	560.0095	1666.8458	-177.52815	1000.0	1000.0	19999	18.57933	21.040867	72.13642	-17.841724	18.57859	21.041344	72.375656	-17.229015	-19.434101	3.1703486	265.26454615592957
6	567.3672	718.8947	1760.8741	-61.97513	1396.8657	892.75055	2987.4033	398.28183	1000.0	1000.0	23999	21.591858	26.239609	90.34775	-21.704947	21.591206	26.240309	88.5217	-22.626343	-22.81818	4.028537	321.47533226013184
7	1077.8865	601.75104	1950.9578	303.8264	2226.9148	351.0282	2598.9355	1243.3792	1000.0	1000.0	27999	24.304998	33.171738	116.43104	-24.657387	24.30391	33.172573	116.10489	-23.70851	-25.790783	5.7074175	376.85894083976746
8	2531.883	355.89706	2910.8542	1949.1482	1632.6244	1015.11066	3232.5215	402.55176	1000.0	1000.0	31999	33.891956	42.59664	138.41849	-27.429935	33.890205	42.59731	137.9981	-26.662004	-35.46178	7.98783	432.62829422950745
9	799.3931	364.7177	1240.9044	283.61368	2465.5686	563.9541	3115.004	1284.507	1000.0	1000.0	35999	42.70617	50.793827	158.87192	-28.139603	42.704796	50.793697	161.79848	-29.570587	-44.273277	10.962397	488.84569001197815
10	2977.078	887.4239	3597.3535	1444.4016	3573.7766	927.0531	4177.1206	881.73444	1000.0	1000.0	39999	51.019665	59.09198	179.02995	-29.463446	51.01826	59.092033	178.6722	-31.943329	-52.971478	13.5277195	544.8359975814819
