Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-248.72562	49.603817	-185.7754	-312.51227	-85.49708	5.4618955	-77.56079	-94.53838	1000.0	1000.0	3999	4.178304	2.7160165	18.38744	-1.9814678	4.178154	2.7166612	17.93293	-1.9742812	-3.3723862	1.2966177	6.6263857	-11.136614	-5.0285487	0.5647128	65.42422652244568
2	-274.87436	119.839584	-142.42941	-469.52173	-398.82635	110.96368	-199.44981	-523.7178	1000.0	1000.0	7999	14.783763	5.4698606	40.412735	-0.39727318	14.783559	5.4690413	41.273895	-0.67416394	-1.6375897	2.4055533	13.189095	-14.928318	-15.954841	1.8620602	153.20727610588074
3	-222.2514	105.04674	-44.17431	-316.33954	-17.290937	25.992586	52.636375	-40.892982	1000.0	1000.0	11999	30.995953	8.30789	58.869198	11.082661	30.99522	8.305811	57.877872	9.785745	-0.78628165	2.9218738	18.710526	-14.500855	-32.30923	3.3222675	241.3213152885437
4	316.4945	213.22348	605.10974	30.920065	1094.3843	28.335886	1145.746	1051.4971	1000.0	1000.0	15999	37.64839	10.065768	65.47433	15.726166	37.648254	10.063352	65.56231	15.523368	-2.441625	1.949194	11.346949	-13.638176	-38.28893	3.0163467	329.4265880584717
5	700.4144	392.8258	1140.4845	290.22354	2053.241	93.8362	2181.5837	1881.7291	1000.0	1000.0	19999	42.252056	11.959714	78.61371	17.6017	42.251884	11.958259	78.97559	17.717102	-2.4290657	1.9090657	11.147776	-13.966881	-42.839725	2.7990866	418.1882553100586
6	1971.7229	158.14597	2132.3762	1726.0426	2925.731	64.7881	3010.7625	2786.0012	1000.0	1000.0	23999	51.000275	17.307587	108.7815	18.952545	51.00072	17.305756	107.5042	18.950508	-1.5523211	2.5600238	20.387472	-14.0079975	-51.685734	4.008939	507.34493136405945
7	2508.6785	68.427895	2603.6643	2415.652	3184.3557	88.423225	3374.5767	3059.431	1000.0	1000.0	27999	67.51329	24.892687	139.7385	20.064726	67.51325	24.891516	139.90019	20.116623	-0.5738042	3.0396445	23.895332	-12.928991	-68.25774	6.229219	595.4375319480896
8	2924.4316	181.75105	3123.2114	2640.011	4061.0845	139.90509	4282.893	3802.281	1000.0	1000.0	31999	86.95921	32.03037	167.40637	21.258677	86.95951	32.030224	165.93118	21.796515	-0.004290636	3.24805	23.153332	-13.58532	-87.660225	7.8583684	684.5547478199005
9	3428.4866	212.33484	3638.6663	3094.249	4083.9531	114.08081	4267.63	3854.0999	1000.0	1000.0	35999	107.87324	39.473618	199.69699	19.819654	107.87338	39.47326	199.87082	21.759602	0.4350983	3.4400673	27.693295	-13.830982	-108.52121	9.26391	773.3778624534607
10	3787.5183	64.009315	3881.2307	3712.0703	3857.477	915.19006	4428.775	1129.7908	1000.0	1000.0	39999	130.13852	47.243565	227.75064	18.386173	130.13832	47.243805	226.53456	20.51151	0.940039	3.6124034	26.721468	-13.562981	-130.79784	11.13009	862.6380980014801
11	4104.6978	203.38776	4430.826	3913.3794	4389.028	182.34122	4749.474	4189.543	1000.0	1000.0	43999	153.31584	54.415146	258.27982	19.291027	153.3158	54.41416	259.1495	19.678616	1.3573606	3.7559836	30.882782	-17.825516	-153.95724	13.538842	950.6539309024811
12	4309.488	88.4163	4412.6973	4172.35	4806.5117	105.10626	4923.1587	4573.4478	1000.0	1000.0	47999	176.5478	60.482162	282.4501	18.139364	176.54791	60.481865	282.47452	18.521236	1.7082009	3.8701491	28.36454	-14.181171	-177.14328	15.784045	1039.1673443317413
13	4081.704	786.45905	4677.6973	2728.2083	4968.2725	171.50996	5186.3076	4725.47	1000.0	1000.0	51999	196.83334	66.90866	305.29733	12.907358	196.83327	66.90866	306.11084	13.353028	1.9769567	3.979061	43.05238	-13.301701	-197.38661	17.658316	1127.79061794281
14	4598.505	110.93029	4788.077	4519.2046	5222.401	122.90607	5489.5576	5003.0537	1000.0	1000.0	55999	216.67458	71.50905	320.9192	14.578109	216.67482	71.50875	321.2067	11.378103	2.193509	4.0467415	29.850042	-12.248751	-217.14908	18.92772	1217.91792178154
15	4752.67	53.19221	4827.586	4678.466	5297.716	98.24375	5453.378	5158.9546	1000.0	1000.0	59999	234.97424	74.59232	340.10397	10.275214	234.97456	74.59302	340.19366	9.090676	2.3366187	4.0808606	34.378727	-13.646427	-235.37636	18.779312	1308.8256618976593
16	4954.2324	98.8086	5112.233	4853.6562	5440.0317	124.29891	5604.165	5236.2427	1000.0	1000.0	63999	251.35703	77.25584	357.44418	10.927532	251.35715	77.25597	359.6981	8.540078	2.450372	4.077388	36.79867	-12.471206	-251.68454	18.055555	1398.9166905879974
