Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-242.80266	85.58898	-115.16046	-355.29276	-593.4683	0.8606825	-592.10754	-594.9778	1000.0	1000.0	3999	0.40410206	1.8817278	10.2538	-10.97738	0.40379807	1.879065	10.10044	-10.224504	-1.1238892	0.3963528	59.19374895095825
2	-295.3127	83.16926	-168.85052	-397.7146	-525.00146	27.131706	-480.2195	-561.27136	1000.0	1000.0	7999	2.4562597	4.495544	63.621532	-11.580985	2.4563391	4.4938455	66.05302	-11.996189	-3.885745	1.3305674	140.0275046825409
3	-420.38422	93.03217	-269.43875	-519.2651	-660.3163	15.298418	-629.1596	-683.8924	1000.0	1000.0	11999	9.454948	8.22746	64.29424	-10.857064	9.453653	8.229183	62.337048	-9.761519	-11.418714	2.904453	222.7359094619751
4	-173.3545	343.85248	257.33246	-592.169	555.65393	163.81728	777.6167	141.57037	1000.0	1000.0	15999	10.755911	12.587134	48.630478	-15.25419	10.755756	12.588185	49.66346	-20.24403	-12.286579	2.6366606	303.47250628471375
5	809.3589	264.3088	1232.9398	582.0442	1441.8855	87.614944	1564.9509	1312.0802	1000.0	1000.0	19999	14.469998	13.895606	48.687878	-17.266172	14.46961	13.897028	50.43396	-19.272741	-15.820646	2.4034674	384.28950810432434
6	1253.1035	444.39215	1913.0969	659.706	1704.5524	811.4911	2350.2112	74.515884	1000.0	1000.0	23999	20.033344	16.277647	72.91629	-15.871987	20.033066	16.2783	71.68792	-17.049189	-21.363113	3.0497227	466.551949262619
7	2011.7351	724.5837	2536.8853	762.41516	1466.5358	916.8051	2407.3037	-250.76117	1000.0	1000.0	27999	28.39403	22.372673	92.07707	-17.615372	28.393223	22.372917	92.82607	-16.17656	-29.97334	4.634244	546.6304564476013
8	2451.0215	1071.5945	3242.9531	617.18304	2481.3801	1343.0013	3575.5112	-55.861824	1000.0	1000.0	31999	40.22335	30.822054	120.775246	-20.64131	40.22334	30.822104	121.12175	-21.701452	-42.02789	6.8647275	628.3804874420166
9	3352.8733	156.19818	3531.2644	3158.6226	2536.5413	1122.8152	3482.3408	510.7717	1000.0	1000.0	35999	55.23285	40.320282	145.1064	-25.572517	55.23258	40.32023	145.47336	-25.342812	-57.36056	9.461512	709.4106998443604
10	3524.7183	125.37565	3653.9219	3343.4202	3509.9395	1179.8438	4455.909	90.06114	1000.0	1000.0	39999	73.09686	48.578903	175.08975	-32.395542	73.09641	48.57864	170.68872	-31.484734	-75.395065	12.078455	791.2633011341095
11	3725.0068	116.07152	3858.3113	3545.769	3769.6294	72.594536	3912.975	3648.607	1000.0	1000.0	43999	91.49589	55.20074	198.68771	-35.721027	91.49575	55.200592	196.68344	-32.977436	-93.95968	13.897875	871.2693164348602
12	3765.559	230.70107	4140.3677	3519.5657	3471.2876	751.8395	3854.926	1233.0834	1000.0	1000.0	47999	109.13084	60.62332	215.34161	-39.19365	109.13012	60.62307	216.04819	-34.887478	-111.61862	16.094542	950.0937488079071
13	3831.8457	59.322372	3891.7693	3759.2144	4210.744	138.35832	4381.425	3960.2598	1000.0	1000.0	51999	126.29391	65.00292	233.87791	-41.09183	126.29354	65.00296	235.49437	-38.193634	-128.83253	18.242556	1028.975477695465
14	4149.827	152.63481	4386.2056	3959.636	4169.704	141.56438	4403.699	3903.483	1000.0	1000.0	55999	142.43608	68.59405	259.6589	-41.19526	142.43547	68.59481	259.6985	-41.910515	-144.87032	20.435814	1109.6255886554718
15	4200.0923	201.27194	4526.434	4000.3225	4346.389	191.639	4633.577	3951.8174	1000.0	1000.0	59999	158.1095	71.83827	278.10126	-44.68364	158.10905	71.83785	276.34573	-44.87858	-160.30663	21.884762	1189.7496721744537
16	4259.6367	292.4442	4574.068	3822.6846	4375.1353	252.05156	4696.897	3821.6528	1000.0	1000.0	63999	172.89902	74.55059	290.7494	-47.2627	172.89862	74.550835	291.10794	-48.905666	-175.24176	23.966364	1270.6983680725098
17	4416.3584	169.54265	4624.6753	4246.0796	4707.072	199.3485	4897.5337	4276.412	1000.0	1000.0	67999	187.24104	76.80489	309.72165	-45.221977	187.241	76.805824	307.83957	-44.981323	-189.98175	25.57243	1351.1663267612457
18	4609.2827	101.78231	4765.6333	4480.3853	4815.446	154.52032	5057.054	4521.3857	1000.0	1000.0	71999	200.56534	78.688965	321.51724	-40.541428	200.56476	78.689606	322.0187	-42.594257	-203.0243	26.802744	1431.6177108287811
19	4019.1714	1093.6578	4780.9307	2139.34	4736.3203	108.623276	4938.6836	4596.815	1000.0	1000.0	75999	212.75838	81.41539	330.5703	-45.115517	212.7577	81.416595	329.46393	-42.50455	-215.24467	29.398132	1512.3750295639038
20	4687.5664	155.30875	4901.048	4481.8726	5068.006	127.52901	5288.288	4908.107	1000.0	1000.0	79999	224.10088	84.97097	339.33298	-64.921715	224.10039	84.971924	340.89255	-61.21767	-226.39789	30.305105	1594.5595471858978
21	3968.6455	1429.0068	4881.3423	1499.1002	4820.118	260.58218	5173.222	4174.32	1000.0	1000.0	83999	234.5984	88.345764	354.86545	-182.46115	234.59773	88.34683	353.98166	-205.12558	-237.06107	31.826046	1677.4915583133698
22	4804.136	154.64648	5025.595	4657.0005	5107.248	151.86642	5336.4546	4818.883	1000.0	1000.0	87999	243.88724	92.81163	372.72083	-182.955	243.88599	92.81397	369.569	-172.92352	-246.28984	33.584946	1759.7978992462158
23	5108.1055	45.87122	5173.1284	5046.15	5316.6924	185.78107	5605.9883	4915.563	1000.0	1000.0	91999	254.61174	94.35632	380.97412	-144.88637	254.61116	94.3585	378.99164	-146.70561	-257.0941	34.686543	1843.171326637268
24	4637.7764	741.23126	5110.28	3355.0295	5352.1553	1032.9453	5834.385	2265.5059	1000.0	1000.0	95999	263.70517	97.13548	393.54742	-117.3674	263.7053	97.13673	392.20358	-109.79707	-266.26862	35.578484	1926.8609292507172
25	5310.6187	172.35284	5525.297	5080.6187	5419.9966	156.86667	5676.597	5175.02	1000.0	1000.0	99999	273.1017	99.26477	399.12976	-104.011856	273.0998	99.26878	400.80377	-98.063255	-275.258	36.775303	2010.9130818843842
26	4335.376	2100.6296	5612.711	697.6309	3928.0671	1911.3229	5979.2456	576.58307	1000.0	1000.0	103999	280.23102	103.883514	414.58545	-94.41492	280.22964	103.886986	412.78052	-79.903244	-282.56912	39.183243	2095.3683772087097
27	4619.627	974.5176	5710.582	3409.322	5789.5244	122.29123	6019.074	5610.2505	1000.0	1000.0	107999	288.88156	107.30565	429.5989	-94.47737	288.8808	107.30876	428.47617	-82.66248	-291.72864	41.412468	2179.797034263611
28	5312.26	969.55774	6023.605	3640.9297	5925.207	136.03993	6213.521	5693.036	1000.0	1000.0	111999	296.6002	111.76008	435.76013	-95.13701	296.5998	111.76223	439.3946	-105.886986	-298.88556	45.250626	2264.5738837718964
29	4967.992	1586.5974	5896.302	2219.9663	5396.0127	1630.5574	6656.4644	2029.8921	1000.0	1000.0	115999	304.51736	115.84799	452.04074	-89.50308	304.5171	115.85025	450.3108	-87.9493	-307.19125	47.797672	2349.030580997467
30	5735.2285	134.11191	5930.9165	5552.095	4785.8345	2126.528	6285.6885	135.24197	1000.0	1000.0	119999	312.88943	118.50585	460.96036	-85.7725	312.8886	118.50688	459.16403	-89.06737	-315.68857	48.523594	2432.377581357956
31	5563.4663	764.8873	6117.8696	4246.625	4443.64	2125.163	6024.5205	283.97925	1000.0	1000.0	123999	321.2835	120.735634	468.13892	-106.328026	321.28406	120.735016	465.8932	-119.24546	-324.14694	50.131046	2518.1458702087402
