Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	1.4149209	5.03766	20.46658	-9.928308	-8.161836	0.95178	-6.8414087	-10.057883	19.722773	67.2	3999	10.750569	8.198214	43.833103	-12.328406	-13.119897	1.3702447	49.50881385803223
2	2.250521	5.838107	22.956778	-8.198342	-8.5625515	1.321695	-6.3960776	-10.83585	20.984293	67.2	7999	37.26378	18.77131	156.3686	-73.48447	-41.419205	16.861965	116.09441089630127
3	9.75556	38.743572	261.01825	-10.067755	136.34737	29.329613	185.93352	101.35379	31.888	90.4	11999	115.83611	51.626537	324.45938	-113.23428	-129.44225	84.91112	182.3905897140503
4	20.969114	66.87121	288.68143	-55.29885	140.00371	120.311714	273.98376	-94.94401	61.49206	146.9	15999	277.82324	79.80234	558.8595	-264.00876	-300.6838	336.7753	248.701908826828
5	49.2071	104.57926	383.85983	-52.395504	-36.596012	29.985928	-2.7485511	-92.854355	93.023254	105.7	19999	437.90912	113.21725	804.0099	-237.22635	-465.48114	675.4276	315.11557841300964
6	11.48999	72.19689	238.53915	-143.70187	195.88481	26.480726	236.46272	149.09392	77.26415	138.9	23999	572.71155	144.15535	1125.4631	-1054.8109	-602.466	1232.1932	381.0703902244568
7	109.97817	110.34651	298.05704	-186.0674	22.720182	47.91265	116.520744	-69.44782	139.34483	106.0	27999	697.1377	172.9546	1211.0066	-628.42395	-729.32477	1536.0988	446.8518817424774
8	62.452057	82.29319	280.5876	-64.74971	13.992357	61.25701	187.87437	-38.334244	122.40625	122.2	31999	812.5719	196.6905	1394.0032	-412.37897	-846.8543	1974.6848	513.4898257255554
9	-8.8296175	75.845375	246.65236	-190.72064	31.457449	180.16628	562.1141	-110.90304	126.53125	208.0	35999	914.25	226.43428	1585.3728	-431.50406	-950.2138	2250.599	579.2736866474152
10	114.91533	131.3898	351.25253	-82.38989	240.22195	178.28606	591.3143	-19.991976	171.17392	154.7	39999	1001.9461	254.78877	1785.1327	-561.9515	-1037.8456	2623.5037	646.0100347995758
11	136.36768	116.13369	378.10272	-52.834873	38.716156	59.19465	174.62843	-2.1548183	134.56667	100.6	43999	1083.2677	276.45306	1876.1189	-594.7146	-1119.1354	2926.3262	712.0970768928528
12	34.89228	100.07424	257.76804	-156.92146	169.75519	122.08308	453.02057	31.962458	182.86363	213.7	47999	1136.7063	284.1249	1844.675	-945.86206	-1172.0409	3062.8088	778.9366612434387
13	193.95963	120.08298	588.7536	-11.646829	109.05653	112.6354	202.61351	-163.31847	154.53847	131.1	51999	1173.1912	295.8078	1923.6758	-740.3852	-1207.3745	3087.0693	846.3919522762299
14	107.89058	121.35357	451.87323	-108.873314	-6.9435835	13.802231	24.279615	-35.27863	142.07143	70.5	55999	1206.4043	300.75635	1961.2853	-954.9302	-1240.5043	3017.7998	914.3942203521729
15	2.3491285	68.30818	192.1914	-171.69576	148.64417	115.01843	384.66776	10.457291	171.17392	146.7	59999	1229.9296	306.4482	1960.4747	-827.6975	-1263.191	3273.1584	982.3260176181793
16	104.5751	158.74236	678.101	-70.85482	124.73668	110.817215	286.00037	-91.479385	194.95238	174.4	63999	1238.0392	310.99103	1989.2655	-911.716	-1269.5537	3206.8079	1051.5718953609467
17	125.38619	99.48627	302.54428	-79.56925	92.08387	121.00401	233.83977	-149.52379	199.94737	223.4	67999	1241.7242	319.80704	2001.5114	-2499.7666	-1272.8807	3365.14	1123.1125004291534
18	170.68004	247.45772	843.1584	-74.36886	228.59724	143.82457	534.36835	8.243689	222.05263	185.5	71999	1255.4814	322.71155	1986.094	-2134.4473	-1286.7252	3263.4346	1198.5375175476074
19	169.64946	136.63297	440.48398	-114.36564	162.69496	207.61159	679.4606	6.83556	166.16667	113.1	75999	1284.5603	325.38474	2348.0166	-1448.4622	-1316.5074	3263.095	1277.531555891037
20	194.79285	146.88026	752.5508	8.760764	133.25363	133.80763	432.04193	2.709631	123.53125	111.5	79999	1311.181	332.86176	2393.236	-1116.6819	-1343.4083	3490.793	1357.0235059261322
21	129.97466	130.26512	463.29498	-93.15394	236.38126	123.52414	524.7939	105.95177	125.34375	165.4	83999	1325.3479	333.75607	2635.7717	-821.13574	-1356.4423	3522.2607	1438.5311121940613
22	26.749891	115.29101	330.8028	-141.56416	-11.127308	75.33994	66.83243	-217.50307	215.0	137.0	87999	1322.6064	327.58594	2594.057	-990.5167	-1353.266	3752.3232	1520.2355511188507
23	78.54597	103.52208	354.33994	-74.703606	108.53422	119.45551	401.61383	6.8331056	151.22223	134.4	91999	1327.1445	326.392	2454.063	-1140.8029	-1356.1096	3562.7898	1602.4251925945282
24	20.603983	62.175262	223.75266	-150.4189	-10.668464	31.276476	4.8885484	-104.217766	97.5	43.0	95999	1311.7465	327.82394	2398.6355	-1199.4519	-1340.0543	3775.824	1681.9735913276672
25	221.935	167.55347	602.2482	1.9977016	128.43729	95.13569	268.46463	16.62856	166.69565	120.6	99999	1298.3346	332.0158	2335.0615	-981.8287	-1325.4457	3792.171	1757.2897882461548
26	205.33376	117.91734	456.2647	10.859444	209.81741	88.03023	374.16824	38.132526	146.14815	143.1	103999	1275.3408	328.86154	2298.827	-1151.3022	-1301.4752	3586.5771	1831.4762678146362
27	125.76194	97.31938	332.69666	-52.40514	126.57982	208.39734	640.4889	-57.748745	126.78788	123.8	107999	1245.2483	316.15918	2212.5688	-1136.818	-1270.0654	3355.8088	1905.9219770431519
28	119.671486	120.43157	602.4194	-59.75134	91.386536	103.65921	314.41473	-75.33914	139.33333	119.7	111999	1214.2306	315.26096	2058.0325	-1023.9032	-1239.4183	3198.7314	1980.3047349452972
