Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	6.296386	3.6359608	10.300967	0.558274	1000.0	0.17234066	0.1188218	0.51183075	-0.20196469	4000	5.4836273e-09	11.311371	-0.014323622	-4.718189	0.918941	0.018554585	0.2645	4.0	3.902482748031616
1	9.961303	4.096448	14.947666	4.01541	1000.0	-0.178039	1.3163435	5.288718	-4.2055416	8000	-5.00679e-09	4.8781557	-0.006806416	-2.3999522	0.91853344	0.017285613	0.237	4.0	8.721678733825684
2	7.8233337	6.288428	14.402183	-2.0107863	1000.0	1.0508157	2.628962	8.035202	-6.2527537	12000	1.1920929e-09	15.905928	-0.005517782	-8.393114	0.9175093	0.019561484	0.25975	6.0	12.936915159225464
3	5.9356604	2.66958	10.498295	3.8189127	1000.0	0.096844785	2.4930465	7.7288146	-5.919584	16000	3.5762787e-10	9.680669	-0.009783266	-3.0035448	0.9158096	0.0063578677	0.05675	79.0	18.770827293395996
4	12.349969	4.656699	19.320156	6.976294	1000.0	-0.39160553	1.5006301	7.387347	-5.372324	20000	-3.8146974e-09	5.1685877	-0.009092512	-2.9161348	0.8948666	0.0034111224	0.0365	79.0	24.665952444076538
5	20.449596	6.356593	26.149324	9.766224	1000.0	0.40389296	2.0192301	9.978842	-1.470908	24000	2.384186e-10	4.0454955	-0.00852951	-2.3666134	0.8819446	0.0025212998	0.0455	79.0	30.474313974380493
6	18.917648	2.3747945	22.596138	16.254068	1000.0	0.7170226	3.2629936	14.734228	-1.0841095	28000	-2.3841857e-09	0.9539938	-0.0054806634	-0.31840098	0.8717902	0.015507378	0.17675	15.0	34.78943729400635
7	22.186607	2.7445228	26.512249	19.050728	1000.0	0.04473465	3.0261066	14.099736	-2.8784108	32000	8.34465e-09	1.6330194	-0.01102753	-0.6732587	0.8669369	0.0074678287	0.095	79.0	40.7101194858551
8	25.8337	1.7484976	27.90442	23.783052	1000.0	-0.12812702	3.1389701	16.606504	-2.5384107	36000	-2.5689602e-08	1.520706	-0.013470895	-0.8714693	0.84589744	0.0047353944	0.11175	79.0	47.08940505981445
9	29.722927	5.369515	37.316486	22.942272	1000.0	0.6628014	3.407223	18.587408	-4.0435214	40000	-1.4305114e-08	1.3821404	-0.0037533133	-0.6317864	0.82534766	0.018344177	0.2335	4.0	51.75864338874817
10	28.945808	3.7238913	31.802649	22.645533	1000.0	1.3433955	3.4781954	19.997606	-2.2045667	44000	-7.629395e-09	0.93923277	-0.011813251	-0.3191949	0.82470924	0.0067658285	0.06475	79.0	58.313995122909546
11	33.441753	2.286156	36.894863	30.591959	1000.0	0.8020334	3.313031	18.349232	-1.7697984	48000	-5.00679e-09	1.058689	-0.013775087	-0.6020589	0.8179036	0.009639597	0.099	79.0	64.33536529541016
12	34.091858	2.261858	36.362225	30.34131	1000.0	1.7434388	3.2672617	20.866962	-1.4506963	52000	-1.2397766e-08	0.41034687	-0.012987745	-0.16700703	0.8063184	0.00808445	0.06625	79.0	70.37956142425537
13	35.209084	2.0269318	38.674236	33.761154	1000.0	1.225511	3.073893	20.979517	-0.42961556	56000	-5.00679e-09	0.3779779	-0.0028033406	-0.19091757	0.7869562	0.017009871	0.241	4.0	75.10971474647522
14	38.606953	1.5797169	39.893818	35.901646	1000.0	1.6211665	3.1907423	22.5436	-0.40654084	60000	-1.1444092e-08	0.27728704	-0.011969418	-0.068238005	0.78615856	0.0013249314	0.041	79.0	80.88469195365906
15	35.963753	0.5175484	36.635994	35.425076	1000.0	1.7074366	3.4444127	23.735258	-0.4496287	64000	9.536744e-10	0.33596322	-0.010048351	-0.05765134	0.765678	0.006916662	0.06225	79.0	86.85586166381836
16	38.329025	2.718032	42.184822	35.303013	1000.0	1.6338708	3.412913	23.423567	-0.2308235	68000	-4.708767e-09	0.26454192	-0.010436607	-0.04914543	0.74914104	0.0062096957	0.0665	79.0	92.99532556533813
17	37.892467	1.7561797	40.63887	35.847347	1000.0	1.526373	3.5946262	23.722609	-0.34397656	72000	-2.3841857e-09	0.25804627	-0.009998257	-0.06610596	0.7282155	0.005331456	0.03475	79.0	98.49478077888489
18	38.138836	1.4402891	39.690434	35.837982	1000.0	1.3633384	3.6229045	23.976664	-1.0974708	76000	1.9073487e-09	0.21457414	-0.010501106	-0.10779085	0.71763575	0.0029996114	0.041	79.0	104.93496751785278
19	39.083397	0.63135636	39.864708	38.122906	1000.0	1.8580368	3.5548036	24.28668	-0.90288895	80000	1.7642975e-08	0.26715714	-0.009576107	-0.064647585	0.7205579	0.0059153643	0.0505	79.0	110.78525948524475
20	40.554966	1.1085314	42.16802	39.305912	1000.0	1.8428829	3.3924937	24.161737	-0.2044182	84000	-6.3180923e-09	0.1988619	-0.002573992	-0.03571123	0.7019779	0.017142303	0.21875	3.0	115.14083528518677
21	38.477425	0.99369955	39.60576	36.982414	1000.0	1.7125908	3.6008158	24.880087	-0.10517231	88000	-5.3644182e-09	0.16868946	-0.011214963	-0.029372886	0.70179427	0.008856348	0.07	79.0	120.99805426597595
22	39.57004	0.7652331	40.26057	38.278053	1000.0	1.4928843	3.3626997	24.88094	-1.3570849	92000	-6.556511e-09	0.28586426	-0.0115007935	-0.1366893	0.69787633	0.007957066	0.07025	79.0	126.84864711761475
23	38.81749	1.2279605	40.288063	37.165653	1000.0	1.6539578	3.3819094	24.805796	-0.38774735	96000	-3.5762786e-09	0.17553376	-0.010024256	-0.059027597	0.70459443	0.006485043	0.05525	79.0	132.832204580307
24	38.29607	1.2088097	39.654194	36.873127	1000.0	1.6063906	3.4138396	24.594706	0.042637914	100000	-1.9073487e-09	0.099912725	-0.010187766	-0.029394433	0.6962018	0.00438346	0.0505	79.0	138.72305870056152
25	39.178165	1.5241925	41.401596	37.10868	1000.0	1.5540437	3.5067675	25.025705	-0.86028904	104000	-9.179115e-09	0.15439978	-0.011747382	-0.034758136	0.6798844	0.006506941	0.06325	79.0	144.2765679359436
26	39.799557	2.2765267	43.364803	37.330063	1000.0	1.6762593	3.4070814	25.032785	-0.8507338	108000	4.2915342e-09	0.22587888	-0.013264628	-0.058646396	0.6632622	0.00957253	0.0655	79.0	150.53457713127136
27	39.34726	2.1029642	42.09864	36.279453	1000.0	1.6629889	3.4929616	25.27149	-0.6880057	112000	4.053116e-09	0.10980792	-0.011708302	-0.032182895	0.65270257	0.006980182	0.052	79.0	157.4735791683197
28	39.87492	1.5430869	42.08934	37.950912	1000.0	1.7723615	3.4289143	25.007626	-1.1274261	116000	-8.3446505e-10	0.26487145	-0.0124635305	-0.08670327	0.6398115	0.0082364045	0.067	79.0	162.87706637382507
29	39.512913	0.6162015	40.27462	38.566727	1000.0	1.4320486	3.573945	24.940222	-1.1927843	120000	-1.7166137e-08	0.16976973	-0.009947457	-0.07167701	0.62064105	0.008670927	0.05425	79.0	168.68807768821716
30	40.784027	0.8322458	41.775436	39.6179	1000.0	1.7495301	3.4681466	25.70439	-0.3396965	124000	1.45435335e-08	0.078497805	-0.012479355	-0.015830256	0.60064703	0.004775408	0.049	79.0	174.6463599205017
31	42.5421	0.34797242	42.96463	42.00313	1000.0	1.6747872	3.259207	25.391973	-0.43802935	128000	-1.6212464e-08	0.10680808	-0.008394221	-0.029768974	0.58335173	0.005848325	0.04525	79.0	180.60809540748596
32	42.493446	1.2160563	44.448067	41.159683	1000.0	1.8592716	3.3267791	25.903385	0.069670886	132000	-5.9604643e-10	0.059191313	0.0014040137	-0.007835902	0.5684015	0.02104393	0.28975	2.0	184.91070222854614
33	41.88485	1.9888965	44.54794	39.234085	1000.0	1.7862452	3.288428	25.636631	0.057412893	136000	1.3828277e-08	0.10661925	-0.010095711	-0.026544362	0.5684233	0.0036720934	0.07375	79.0	190.97017288208008
34	41.497093	2.0300431	43.8925	38.606174	1000.0	2.0219061	3.4277315	25.963564	0.09545104	140000	8.8214875e-09	0.2482587	-0.013625062	-0.12660281	0.5512397	0.0072590495	0.07075	79.0	196.91906356811523
35	43.895798	2.4412756	46.88612	40.610703	1000.0	1.7068005	3.2790263	25.760386	-1.0160315	144000	-1.8119811e-08	0.22953667	-0.008162692	-0.126241	0.5390215	0.0026094134	0.057	79.0	203.03231596946716
36	43.169086	1.1212704	44.404804	41.571743	1000.0	1.9750755	3.3347728	26.111961	-0.39339042	148000	-1.07288365e-08	0.09363295	-0.01505504	-0.023057267	0.522312	0.0063679013	0.0795	79.0	208.88830089569092
37	45.76459	0.2190145	46.04559	45.509182	1000.0	1.9421299	3.2352567	26.000175	0.09687002	152000	-1.192093e-10	0.07528995	-0.009241629	-0.030353077	0.5003758	0.0032809905	0.0465	79.0	214.83279609680176
38	44.30028	0.4262024	44.931324	43.757923	1000.0	2.1046922	3.3849683	26.689653	-0.059586078	156000	1.4185906e-08	0.07808154	-0.012070876	-0.019573443	0.49214107	0.0051531154	0.0755	79.0	220.79806280136108
39	46.887016	1.0668498	48.69886	46.008648	1000.0	2.1213832	3.3294537	26.331951	0.36103848	160000	2.1219254e-08	0.11254449	-0.013119911	-0.05355859	0.46804738	0.007999921	0.0715	79.0	226.724214553833
40	47.66862	1.8097187	50.39248	45.74813	1000.0	2.3321414	3.2278178	26.46204	0.47474867	164000	-1.4066696e-08	0.10444034	-0.002198691	-0.014465049	0.4578981	0.01611369	0.186	2.0	231.17388820648193
41	48.761627	1.5618659	51.156956	46.8536	1000.0	2.3426344	3.3153102	26.419477	0.19029546	168000	-8.3446505e-10	0.12498432	-0.012563101	-0.059753835	0.457573	0.0059121484	0.07625	79.0	236.90219616889954
42	50.32881	1.0823588	52.154995	49.325935	1000.0	2.4835732	3.2859035	26.79307	0.0963922	172000	2.6464463e-08	0.11883914	-0.013012988	-0.026269801	0.44751433	0.0067759953	0.0735	79.0	242.92613887786865
43	53.76012	2.0004787	57.04138	52.064724	1000.0	2.5382729	3.2988853	26.93783	0.2907038	176000	2.384186e-10	0.13550164	-0.0012158367	-0.07803586	0.42742494	0.015273466	0.1675	2.0	247.4807643890381
44	54.746857	1.0900848	56.097294	53.06546	1000.0	3.0493736	3.277468	27.767452	0.8613024	180000	-1.2397766e-08	0.13661343	-0.013866669	-0.020883933	0.42718375	0.007187332	0.07325	79.0	253.45914840698242
45	55.368153	3.3156009	60.72288	52.244274	1000.0	2.8612883	3.4324186	27.045172	0.02118799	184000	1.9073487e-09	0.15222651	-0.015768507	-0.052201644	0.40794146	0.005351447	0.088	79.0	259.09027338027954
46	54.559723	1.0773709	56.08172	53.5012	1000.0	3.1265156	3.3037496	27.44316	0.4195006	188000	4.2915342e-09	0.12729736	-0.0132755665	-0.045871362	0.39638418	0.010378087	0.06475	79.0	265.11590933799744
47	59.313354	1.6728139	61.90408	57.495228	1000.0	3.0481293	3.268694	26.904963	0.6075188	192000	1.525879e-08	0.27810216	-0.014320009	-0.19431213	0.3751922	0.0069232145	0.07975	79.0	271.0619568824768
48	60.045288	2.1672075	63.687195	57.981037	1000.0	3.4678743	3.2530186	27.590233	0.6271819	196000	5.00679e-09	0.12811495	-0.012997503	-0.01849094	0.3476452	0.010872223	0.08725	79.0	276.9203233718872
49	59.2045	7.100934	68.381714	50.357567	1000.0	3.9863653	3.4336467	27.626131	1.5806036	200000	-2.5749207e-08	1.0312351	-0.01967035	-0.7439154	0.33268562	0.01221162	0.0945	79.0	282.81958746910095
50	65.77077	2.1289146	69.16979	63.575275	1000.0	3.9758139	3.0154264	25.389286	0.6760317	204000	-2.220273e-09	0.3437732	-0.01511335	-0.21292534	0.31825525	0.00886192	0.096	79.0	289.8694965839386
51	67.301575	1.7066709	69.04637	65.43842	1000.0	4.146174	3.2196708	28.356674	1.1279845	208000	-2.4795533e-08	0.15646347	-0.016621511	-0.04366766	0.29217944	0.011371554	0.1025	79.0	295.8518271446228
52	69.313644	1.8328424	70.88842	66.26141	1000.0	4.218582	3.1807938	28.412857	1.0032063	212000	-2.4318695e-08	0.1342685	-0.015524308	-0.03627248	0.27331346	0.009568908	0.08625	79.0	302.40570187568665
53	71.09039	0.696125	71.869415	70.30857	1000.0	4.497785	3.2502472	28.727192	1.5109576	216000	-1.0251999e-08	0.10526062	-0.015854824	-0.028479233	0.27363408	0.007912613	0.09525	79.0	308.56578040122986
54	73.636406	0.42891097	73.96519	72.90107	1000.0	4.707253	3.1373975	28.79501	1.8286492	220000	-1.0490417e-08	0.1676169	-0.015627313	-0.08783133	0.2542513	0.008575847	0.09125	79.0	314.6516740322113
55	74.57025	3.4715936	77.848305	68.87354	1000.0	4.989757	3.113337	28.139582	1.9163725	224000	2.360344e-08	0.23994192	-0.012926577	-0.07318638	0.24138185	0.008248331	0.08075	79.0	320.36420345306396
56	76.42785	3.7952766	81.66752	71.214584	1000.0	5.165137	2.9278114	28.453493	2.3562672	228000	2.0861625e-08	0.21796809	-0.014355507	-0.041884005	0.23362698	0.004118746	0.08525	79.0	326.433390378952
57	79.01955	2.9803352	82.545105	76.03668	1000.0	5.3821654	2.9768083	29.08057	2.8810127	232000	1.5735626e-08	0.19261764	-0.016632186	-0.04346013	0.21259865	0.0081623485	0.09725	79.0	332.39520812034607
58	85.3943	2.2630036	87.961685	82.09565	1000.0	5.9050508	2.9340367	28.636974	3.807661	236000	-2.2411346e-08	0.31389508	-0.015643945	-0.22144319	0.18813278	0.0045805345	0.09	79.0	338.7495746612549
59	88.38846	1.5838455	91.08567	87.04069	1000.0	6.3444834	2.8309426	28.553904	4.0892987	240000	-8.225441e-09	0.14573437	-0.0044116	-0.06283119	0.15801457	0.015577526	0.1945	2.0	343.0460298061371
60	85.77832	6.36019	93.57983	76.649445	1000.0	6.682442	2.906435	28.973734	4.104967	244000	-2.3841857e-09	0.43824732	-0.0015923	-0.20984079	0.15756969	0.018391982	0.248	4.0	347.3753786087036
61	94.601555	2.3373682	96.97556	90.78583	1000.0	6.9925265	2.6303422	27.72124	4.428759	248000	4.2915342e-09	0.28373492	-0.015391624	-0.16144153	0.15654406	0.0044867583	0.068	79.0	353.4430537223816
62	94.25039	2.2619784	97.161644	90.821846	1000.0	7.28216	2.7081995	29.36998	5.1715045	252000	2.002716e-08	0.13547254	0.0029773922	-0.03190545	0.13387196	0.02186526	0.27025	2.0	358.43473839759827
63	97.747574	2.5811074	101.23821	94.83377	1000.0	7.634803	2.7331526	29.254416	5.6952586	256000	1.859665e-08	0.10038549	-0.015498688	-0.019685052	0.1335108	0.008544671	0.09275	79.0	364.5937993526459
64	97.62187	2.4030066	99.954666	93.59457	1000.0	7.6629443	2.689851	29.1425	5.5655403	260000	3.0994416e-09	0.12725598	-0.014548502	-0.032590225	0.1155406	0.009786372	0.0855	79.0	370.2939977645874
65	101.63698	1.592064	103.21668	99.644394	1000.0	7.9220724	2.7585845	29.550663	5.970809	264000	-1.6510487e-08	0.16187492	-0.014311405	-0.059019692	0.08851315	0.0072606537	0.1015	79.0	376.4672038555145
66	102.7168	4.5336	109.669716	97.02688	1000.0	8.321077	2.768097	29.715046	6.3580804	268000	7.1525574e-10	0.10625466	-0.016949106	-0.031429812	0.07062733	0.0107765235	0.09675	79.0	382.51484203338623
67	62.376686	50.36685	108.81462	-14.304757	1000.0	7.107992	3.4719536	29.503149	0.75570226	272000	1.3828277e-08	13.267993	-0.019860044	-11.712754	0.040502228	0.009425805	0.06525	79.0	388.753888130188
68	101.920395	1.8216226	104.67669	99.55725	1000.0	8.369716	2.2494452	25.350565	5.9290166	276000	9.059906e-09	0.8761011	-0.012012531	-0.73756504	0.032314774	0.0062759533	0.0735	79.0	394.89655590057373
