Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-244.33276	44.16147	-174.16881	-294.91376	-593.9337	2.201145	-590.0008	-596.5433	1000.0	1000.0	3999	3.5201182	3.533595	30.193981	-6.0880036	-4.501078	0.3085685	56.773767709732056
2	-317.56827	83.06406	-181.4532	-396.7813	-520.891	92.600296	-391.14883	-682.62665	1000.0	1000.0	7999	32.134483	19.498672	101.10298	-5.9948907	-35.654125	1.825668	133.59868049621582
3	-337.36838	90.398476	-243.4158	-486.65146	-160.07341	117.42276	64.8496	-365.09335	1000.0	1000.0	11999	98.61517	26.24568	163.63577	29.40593	-102.85486	6.101153	211.04601383209229
4	-480.42413	185.15723	-175.88939	-654.7865	-400.14792	49.756107	-297.94305	-489.95532	1000.0	1000.0	15999	135.90698	17.26094	182.2241	76.40872	-138.58337	7.9028487	289.93080377578735
5	-60.34953	237.00343	225.63301	-426.82495	-106.99585	384.23383	496.53436	-742.2618	1000.0	1000.0	19999	137.91853	21.777569	200.2663	89.022934	-139.39256	6.6737657	368.44200801849365
6	350.43964	561.79565	905.8611	-578.31934	311.24615	664.785	1016.7314	-729.78827	1000.0	1000.0	23999	134.57863	20.630255	192.61794	88.35026	-135.8144	5.1113677	447.52965092658997
7	481.91733	577.4938	1018.67084	-445.08438	241.77957	335.78873	609.8496	-466.89948	1000.0	1000.0	27999	131.37555	21.166193	179.98177	76.47434	-132.49037	4.3868766	526.5838677883148
8	763.9243	683.91534	1362.0519	-305.8424	83.26746	384.85703	1054.8556	-387.24814	1000.0	1000.0	31999	128.79	28.344807	195.13432	63.285328	-130.05272	5.080835	605.4702999591827
9	1065.6543	686.6758	1946.8127	292.91135	884.6489	922.7456	1966.6654	-247.08774	1000.0	1000.0	35999	131.309	37.608345	208.35641	56.6758	-132.74872	5.9471745	685.3944749832153
10	1047.7365	951.9805	2009.2205	84.9957	1852.7614	659.54584	2358.3628	126.01226	1000.0	1000.0	39999	140.52702	46.595936	227.41011	48.7043	-142.04413	6.6704364	762.9580118656158
11	1131.2134	1043.9734	2193.2827	-102.83899	2357.8855	106.34502	2578.681	2209.674	1000.0	1000.0	43999	146.00455	57.41375	244.26244	39.697525	-147.52321	7.0979533	840.2771883010864
12	1807.7432	335.85388	2287.7449	1443.354	2017.4994	605.4519	2532.9958	702.40076	1000.0	1000.0	47999	157.01958	66.7704	264.74435	36.460693	-158.56006	8.35572	917.88618516922
13	1604.9814	852.99506	2393.4487	328.6074	2172.1912	709.2291	2667.1594	199.47157	1000.0	1000.0	51999	168.8041	73.84269	280.8456	28.284061	-170.43222	9.947281	995.5791730880737
14	2358.1016	168.4178	2607.293	2167.4243	1949.7067	885.1035	2773.036	-322.40326	1000.0	1000.0	55999	182.9534	79.04088	305.3563	26.647715	-184.6613	11.367367	1074.7807075977325
15	2468.1423	197.84534	2641.7976	2132.5105	2341.292	473.2851	2784.944	1375.5697	1000.0	1000.0	59999	199.39491	80.52215	323.9244	30.888142	-201.26346	12.378668	1153.7063777446747
16	1794.0791	1042.3263	2846.2803	317.609	2057.0244	903.64166	2965.053	212.59879	1000.0	1000.0	63999	216.70152	78.24284	338.12088	44.79293	-218.67719	13.067154	1233.9014310836792
17	2931.1643	198.88817	3171.2864	2622.2996	3385.7534	362.50516	3967.617	2824.8918	1000.0	1000.0	67999	233.85306	75.38395	359.37457	67.870995	-235.90446	13.667602	1316.480159521103
18	3371.0474	268.14346	3584.3538	2911.143	2674.5645	1134.526	3635.463	443.86185	1000.0	1000.0	71999	251.46024	72.808014	378.3799	83.61367	-253.56297	14.125575	1404.6903984546661
19	2375.334	1796.8827	3853.5051	-691.3482	3503.9192	200.1243	3727.846	3032.6199	1000.0	1000.0	75999	269.7267	70.66161	397.7223	113.54544	-271.93304	15.236701	1495.2483685016632
20	3107.4473	404.17026	3603.1013	2539.367	3743.4097	466.46594	4258.397	2709.9458	1000.0	1000.0	79999	285.23358	71.224335	414.82556	119.9889	-287.44254	16.490816	1587.6631059646606
21	3793.7637	245.17172	4107.9185	3426.277	3875.3374	529.0345	4524.5903	2870.6375	1000.0	1000.0	83999	301.29105	74.17391	444.834	129.5158	-303.4552	16.956884	1680.2248883247375
22	3989.857	212.07373	4254.4585	3663.032	3708.7456	1356.8024	4731.8726	-287.4667	1000.0	1000.0	87999	317.16724	79.20543	463.39764	133.19333	-319.39612	18.28961	1772.592939376831
23	4128.277	265.7928	4391.9663	3684.6733	4431.63	206.2538	4701.6055	3937.6223	1000.0	1000.0	91999	334.95386	81.09722	486.51422	143.81009	-337.364	19.574001	1866.6552577018738
24	4191.826	421.64664	4670.0073	3541.1804	4324.134	542.5552	5032.3193	3027.753	1000.0	1000.0	95999	353.57596	81.93123	510.74326	170.33243	-356.0454	20.84812	1959.6205832958221
25	4685.1797	129.37686	4812.7886	4469.048	3913.8472	1161.1692	5015.1885	1794.1486	1000.0	1000.0	99999	371.8655	82.833374	542.68787	181.80368	-374.3368	22.339983	2053.795709848404
26	3127.2505	2216.4272	4656.042	-701.98315	4453.7705	769.6983	5283.975	2923.1924	1000.0	1000.0	103999	386.67422	87.83333	555.9452	156.01436	-389.11768	23.748726	2148.011395215988
27	4554.5435	596.07324	5410.4805	3731.7942	5072.7466	376.00037	5570.263	4518.341	1000.0	1000.0	107999	401.4553	91.416664	572.21545	151.3232	-404.02283	25.80556	2242.4428083896637
28	4554.02	401.83496	5030.7295	3917.1663	5373.029	268.25427	5738.018	4886.22	1000.0	1000.0	111999	418.19867	92.050835	593.1009	156.60742	-420.79245	27.19182	2336.5083804130554
29	5116.9814	100.79676	5236.6216	4977.1655	4046.7212	2041.5813	5642.6396	-596.784	1000.0	1000.0	115999	433.62173	94.75323	613.808	140.78087	-436.2197	28.10747	2431.436172246933
30	5172.876	123.32061	5351.422	5020.2583	4790.7627	1793.0253	5796.363	-547.20734	1000.0	1000.0	119999	449.24188	98.14576	628.1054	152.01189	-451.88147	29.085308	2526.519624233246
31	5109.37	113.80553	5214.7036	4917.1836	5679.18	269.25452	6166.948	5182.8696	1000.0	1000.0	123999	464.40964	99.667404	640.22217	163.73112	-467.11636	29.806875	2622.689869403839
32	5378.6514	230.38873	5759.4033	5144.2085	5274.5684	164.49785	5503.848	5073.932	1000.0	1000.0	127999	478.53415	100.9469	651.69745	172.84737	-481.2004	31.080671	2719.031337738037
33	5700.3086	241.24156	5935.0776	5299.5615	5824.028	226.53746	6216.8516	5419.3003	1000.0	1000.0	131999	492.37823	101.96151	665.394	194.25465	-495.11176	30.50641	2815.653259754181
34	5133.0225	435.35092	5601.773	4438.671	5552.313	347.24945	5977.5703	4854.7173	1000.0	1000.0	135999	506.33115	102.885796	688.09314	201.05025	-509.11203	32.20183	2912.388559103012
35	5512.296	404.6585	5986.156	5097.0635	5185.9873	1530.1646	6144.3027	1119.982	1000.0	1000.0	139999	519.0044	105.11362	712.017	213.76234	-521.72205	33.529507	3008.6581132411957
36	5318.9595	405.0426	5631.4033	4623.5664	5932.145	284.8582	6316.988	5404.126	1000.0	1000.0	143999	529.8904	108.27206	720.4218	218.59454	-532.6406	34.55236	3104.608382701874
37	5787.2197	276.87167	6138.6465	5389.2446	6167.329	263.84192	6523.6094	5526.1987	1000.0	1000.0	147999	542.19006	110.93202	731.7322	219.10106	-544.98364	34.76998	3200.967923641205
38	5927.7197	183.92479	6167.139	5652.305	6393.816	180.94534	6662.689	6109.4966	1000.0	1000.0	151999	553.8977	111.149956	740.1058	233.4112	-556.6906	34.006138	3297.1022691726685
39	5469.493	362.25842	5981.1885	5001.894	6250.9873	378.7922	6674.6694	5370.1553	1000.0	1000.0	155999	564.4592	110.94985	749.03845	223.32603	-567.2189	34.55586	3394.318135499954
40	6038.8457	345.27982	6315.7505	5454.1855	6317.84	289.38858	6680.0396	5811.7393	1000.0	1000.0	159999	573.1133	112.46539	753.00275	234.70848	-575.81165	35.96343	3490.3782749176025
