Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-45.383766	70.75294	10.007681	-364.12643	-431.20087	730.6278	-30.66054	-1893.973	124.78125	154.7	3999	8.55303	9.803376	63.46137	-8.663934	-11.497259	1.0386857	43.35235953330994
2	-70.20667	116.30229	13.151207	-321.58896	-431.25885	861.48895	-29.655184	-3003.9082	233.41176	148.9	7999	161.23972	107.203705	514.4356	-119.28178	-183.86974	53.700607	99.07234239578247
3	-161.22731	510.03836	36.053215	-2614.6902	-58.961315	31.363237	-24.542551	-130.33125	128.59259	21.8	11999	942.4438	346.84085	1759.7045	-478.44058	-1017.3539	1266.7898	154.0380539894104
4	-526.3731	971.3761	-23.062927	-2681.2441	-151.98152	218.1056	-25.725351	-790.55145	197.34782	49.0	15999	1745.9082	193.15605	2148.6948	-739.2768	-1796.3575	2593.6787	210.0062918663025
5	-239.2603	581.43555	-26.446402	-2665.5767	-980.5454	1282.723	-32.635235	-2960.529	91.08108	335.0	19999	1872.5393	176.32487	2247.7788	-1001.9831	-1899.8848	4426.869	270.25521421432495
6	-641.5531	1048.2783	-34.204605	-2748.6926	-385.88135	853.901	-49.854557	-2944.7026	241.63158	127.9	23999	1733.9396	169.36522	2062.7134	-1000.96094	-1754.8368	2809.3516	327.7539596557617
7	-363.25827	778.0189	-28.202354	-2648.3367	-384.74585	850.8145	-23.71454	-2925.6973	140.0	131.1	27999	1574.9775	162.23717	1903.9059	-1055.4154	-1593.063	3043.7515	384.10407042503357
8	-379.52393	755.9376	-28.31105	-2637.4155	-111.85687	47.660713	-35.97002	-208.62294	144.42308	38.7	31999	1430.8088	154.28047	1732.5038	-1027.1531	-1447.8943	2409.8901	440.2935712337494
9	-380.6464	805.6118	-20.495152	-2601.3057	-664.19934	1097.1277	-45.924618	-2866.0164	149.08	235.8	35999	1295.855	142.07704	1578.6573	-847.1626	-1310.0482	1856.8671	498.45732522010803
10	-434.1623	832.5326	-26.493988	-2603.9797	-643.8611	1123.989	-33.557198	-2942.9158	164.0	225.1	39999	1147.9423	125.0743	1422.0413	-788.19696	-1159.7533	1381.5342	557.1148602962494
11	-290.89886	663.1192	-22.34999	-2622.654	-347.65872	798.6021	-21.692165	-2739.168	111.690475	127.9	43999	1003.79895	113.2142	1222.9417	-604.73944	-1014.0164	1150.4817	614.0650844573975
