Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	1.7931169	4.989117	18.85813	-11.472437	1011.4738	11.773382	1030.2402	992.3228	20.802084	1000.0	3999	19.592598	19.29415	88.80171	-27.052452	-25.51284	4.0584073	57.013816356658936
2	2.2887604	6.4042726	25.69158	-8.412928	109.18888	91.577415	377.7559	51.41411	20.561855	199.1	7999	134.28645	56.85865	329.046	-152.33316	-152.2362	91.3885	125.136967420578
3	7.9101205	22.476532	153.0797	-6.4425087	178.04425	378.0937	935.27673	-23.062864	29.533981	306.5	11999	754.314	377.3795	1744.9397	-608.35156	-856.06085	3193.3472	196.88419580459595
4	114.22882	367.1038	1062.4297	-49.12422	930.1134	44.8935	1058.7742	895.6423	219.66667	1000.0	15999	1245.5063	322.769	1948.2727	-673.2167	-1308.4961	4340.564	270.7466068267822
5	565.1679	414.1834	941.3729	-71.241806	211.52844	382.69565	910.69135	-87.42851	719.5	435.7	19999	1140.6694	289.391	1750.6212	-662.6865	-1179.832	2842.476	342.35208678245544
6	710.9179	412.45117	952.93945	-3.452329	942.41327	6.546787	953.20465	929.91797	792.75	1000.0	23999	947.9071	239.06216	1520.8193	-740.52106	-970.84937	1703.3633	418.26641750335693
7	75.8708	273.36578	958.083	-40.176403	-17.49674	0.3981084	-17.124226	-18.596735	121.4	21.7	27999	835.6454	198.80936	1334.9138	-965.07306	-865.9833	1639.7284	486.97138476371765
8	-3.8287024	76.413246	522.8577	-43.89517	-8.261558	0.7973425	-6.995258	-9.621627	76.71154	34.0	31999	1094.6642	235.75653	1625.266	-1161.2733	-1143.8214	2591.384	555.8519904613495
9	-7.576332	130.98965	522.6682	-402.51093	-110.529526	109.28291	167.44725	-238.8274	104.567566	231.5	35999	1246.8667	233.36966	1846.8507	-788.1633	-1287.6422	3578.7947	625.729462146759
10	-8.741841	75.33527	299.26953	-125.64042	-39.36625	31.947073	1.086726	-93.62899	171.375	201.6	39999	1231.7346	239.81853	1825.5463	-1074.4955	-1263.926	3485.0671	696.5908563137054
11	1.2138886	87.667534	212.74863	-204.53276	13.907994	139.65355	245.9431	-211.95761	207.6842	322.9	43999	1168.2839	239.0932	1733.866	-832.7984	-1196.0623	2898.1948	767.3342261314392
12	-42.415054	146.51767	247.94226	-385.68542	-57.398083	176.16768	285.3627	-253.57202	186.2381	337.7	47999	1070.2921	232.74944	1582.7961	-1119.297	-1093.3556	2344.5435	838.1874730587006
13	3.2622485	59.32316	341.10608	-112.99959	31.764505	98.7781	156.5906	-154.66135	56.17808	254.4	51999	1052.3286	231.19434	1896.1713	-1229.3011	-1083.3405	2563.1726	909.2639603614807
14	139.68011	134.3382	388.71735	-56.731968	84.56538	115.427376	280.3165	-110.65086	194.57143	144.9	55999	1109.8643	228.29094	1909.3342	-835.8136	-1137.6178	2687.2366	980.0148119926453
15	-15.826793	169.09969	300.39273	-476.32407	-18.61232	141.78499	134.57312	-265.97333	190.33333	253.7	59999	1089.1663	239.43195	1793.5533	-657.4197	-1114.0563	2411.0388	1052.9048748016357
16	81.27798	124.46169	376.64014	-121.98906	-26.673168	51.742664	59.58073	-106.81652	144.92592	281.0	63999	1059.4219	235.85988	1680.242	-602.3648	-1084.1123	2265.8606	1125.5568251609802
17	-7.470036	73.35309	199.04706	-103.20947	-5.5258875	136.91623	396.901	-118.19953	117.76471	146.8	67999	1053.4451	241.66968	1605.0659	-619.06995	-1077.7622	2291.58	1201.3169515132904
18	-18.313688	68.97197	189.8318	-129.0167	-12.260888	17.9185	13.817722	-49.565235	145.21428	64.6	71999	1033.0546	248.09413	1557.1449	-752.7747	-1056.4503	2167.2683	1278.6906266212463
19	2.5125833	59.715496	164.65944	-156.1311	6.6861258	125.460785	228.03717	-133.92029	100.111115	160.7	75999	1017.7119	255.02835	1492.3705	-1032.9297	-1040.2415	2268.4302	1359.4604270458221
20	39.675194	106.01759	239.98691	-191.94246	-7.1864944	75.787346	153.95566	-101.52802	160.37038	245.8	79999	987.2052	257.08987	1481.7991	-825.2579	-1007.74927	2030.8395	1442.6045956611633
21	32.306946	101.819496	196.79509	-187.01512	21.625021	100.38357	201.41885	-141.96724	176.77272	257.2	83999	941.5597	257.73218	1396.5316	-543.90656	-961.085	1751.1719	1526.92578291893
22	-23.981556	95.92223	165.52272	-293.3196	35.710228	142.983	353.41013	-154.2573	160.96153	232.6	87999	901.0839	258.9711	1295.83	-610.9212	-919.144	1591.5809	1611.3704521656036
23	2.6455173	89.4675	245.1522	-167.9179	67.11239	123.31559	403.08203	-95.94095	127.129036	188.4	91999	859.1404	263.12454	1456.9066	-832.01715	-876.50024	1380.4813	1696.2633316516876
24	75.417755	168.30215	499.8251	-160.59503	141.33936	86.92959	299.8343	6.0871706	185.13637	130.8	95999	816.8264	264.72195	1376.853	-558.2405	-833.035	1209.9532	1781.4671702384949
25	87.21581	167.22923	358.6012	-411.9217	76.54986	112.00846	241.70404	-89.87502	163.13637	232.6	99999	771.9476	261.9188	1317.2751	-546.15826	-787.0012	1097.4734	1866.6268620491028
26	200.43048	162.72243	550.9292	-147.04686	67.94866	106.261604	312.628	-51.95625	253.17647	156.5	103999	725.2901	257.06296	1261.1427	-487.59457	-739.203	975.0523	1951.5635271072388
27	73.49168	92.67344	241.56392	-161.82376	-1.6671951	107.75546	184.39862	-138.58733	195.21053	284.5	107999	683.5006	248.14551	1181.9186	-560.1144	-696.2881	862.09973	2037.8712854385376
28	37.5793	99.10536	261.49796	-186.26123	131.77118	102.94521	307.80585	7.0134435	134.67741	123.9	111999	644.60254	234.14664	1094.2828	-562.7243	-656.8666	774.6182	2123.7801780700684
29	100.314575	145.2784	440.9738	-48.801003	79.29934	96.78465	248.94928	-31.54846	408.0	155.1	115999	603.5481	221.23047	996.5642	-477.83078	-614.4785	686.2595	2208.7432231903076
30	42.396763	160.19443	299.5623	-393.52823	32.924393	89.865555	174.13216	-146.6428	197.85	193.2	119999	561.1406	206.9627	930.1522	-554.4186	-570.767	555.4064	2292.746943473816
