Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-3.5796962	12.759718	10.37969	-23.150574	33.471424	8.684695	43.00933	22.722797	1000.0	1000.0	3999	6.13682	5.597781	37.356834	-4.13564	6.136651	5.5981917	37.31621	-3.8727007	0.3367569	1.5604639	5.773756	-13.362631	-7.25178	0.19470033	93.24126839637756
2	-3.0347388	9.322391	10.279999	-15.366669	31.715378	2.7571497	36.221725	27.821873	1000.0	1000.0	7999	26.36874	9.780965	66.296745	4.642615	26.36835	9.781706	67.1425	4.80412	0.88746357	1.6654588	8.027006	-10.364134	-27.806034	0.4890357	217.63465332984924
3	-4.977873	12.447712	8.637982	-23.590574	14.508379	15.25462	29.999321	-6.8989263	1000.0	1000.0	11999	44.903477	10.214201	76.67845	14.903094	44.90322	10.214904	76.47019	14.148702	0.41001648	1.5953453	7.038025	-9.754592	-45.894184	0.4894782	343.40067291259766
4	22.175468	18.121754	47.362144	4.5874095	52.918385	1.0786206	55.396114	51.35834	1000.0	1000.0	15999	49.44006	7.024085	76.57821	20.976978	49.44001	7.0244784	76.111824	20.998535	-0.5889918	1.1882292	5.270252	-10.399404	-49.824436	0.26117554	470.06259965896606
5	25.64822	5.9340787	30.342398	15.697763	41.604733	2.5743487	46.330063	37.68636	1000.0	1000.0	19999	48.1157	6.1100073	75.09656	24.930052	48.115623	6.110572	74.49302	24.661701	-0.51760095	1.1790193	4.6895766	-11.760991	-48.49771	0.19048306	595.8430173397064
6	31.253973	2.092364	34.681736	29.43367	37.31607	0.5761316	38.502533	36.588806	1000.0	1000.0	23999	45.914436	6.485665	72.72345	26.732742	45.91443	6.485799	72.78353	26.569769	-0.6334627	1.1087401	3.723376	-10.3447895	-46.27036	0.12721363	721.0897748470306
7	30.384758	3.5795891	34.985638	26.311045	39.21949	1.9712927	42.112736	36.47708	1000.0	1000.0	27999	43.22122	7.188072	68.657166	25.581799	43.22117	7.188157	68.55397	25.55786	-0.79895884	0.99240154	3.7016125	-8.474515	-43.530712	0.09664564	849.1332755088806
8	31.246666	2.3045826	33.330757	27.468079	36.340103	1.2154503	38.641514	34.064163	1000.0	1000.0	31999	40.39942	7.536156	66.84435	24.531742	40.399395	7.5362515	66.517815	24.698353	-0.9009705	0.90951943	3.4469035	-9.699814	-40.688038	0.07734459	976.173805475235
9	29.492043	3.6400046	34.205936	24.235373	39.895256	1.596846	43.90878	38.097168	1000.0	1000.0	35999	38.02224	7.7680006	65.91835	24.07708	38.022247	7.7680993	65.86877	23.937435	-0.9562725	0.86377037	3.3565412	-8.847744	-38.302658	0.06663283	1104.3740921020508
10	31.262535	2.6743424	33.86397	27.38572	41.46833	1.7384716	43.724762	38.785725	1000.0	1000.0	39999	36.116634	7.8598156	65.98157	23.931974	36.116596	7.8599052	66.25068	23.859072	-0.98797244	0.8353961	3.1697369	-8.543102	-36.390358	0.058981888	1230.8798348903656
11	30.641338	1.2753543	32.413788	28.868776	40.317192	0.7291901	41.05819	38.27529	1000.0	1000.0	43999	34.60905	7.88839	66.34143	23.143312	34.609024	7.888387	65.93399	22.968851	-1.0096207	0.81628656	3.1283906	-10.566705	-34.88164	0.054349616	1358.4713201522827
12	31.099394	1.0694882	32.654213	29.667696	36.91382	6.058058	41.560318	25.067211	1000.0	1000.0	47999	33.39079	7.8613763	65.60446	22.759214	33.390823	7.861462	65.52548	22.396912	-1.0347178	0.7934573	3.203674	-8.506592	-33.655083	0.051966257	1485.9433314800262
13	29.908457	1.3195003	32.081482	28.523699	39.211807	1.326004	41.30284	37.68617	1000.0	1000.0	51999	32.385857	7.7908235	65.58471	21.799242	32.38585	7.7908134	65.47842	21.54551	-1.0651054	0.7561343	2.906384	-8.940327	-32.647568	0.04702945	1613.8684215545654
14	30.946442	0.90008885	31.781515	29.626684	35.417778	7.2480006	40.449768	20.240475	1000.0	1000.0	55999	31.543173	7.650641	64.473206	21.4273	31.543173	7.6506486	65.02308	21.754322	-1.0832076	0.7379444	2.8815632	-7.2096887	-31.801224	0.04306311	1742.1078343391418
15	29.454914	0.85767365	30.77887	28.586975	34.557884	6.2379637	38.983482	22.040493	1000.0	1000.0	59999	30.887072	7.5163064	64.75514	21.456638	30.887066	7.5163045	64.77169	21.550655	-1.0892214	0.7337086	2.9186535	-10.380475	-31.149029	0.042429697	1873.0093166828156
