Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-279.3114	102.94019	-169.43881	-446.88644	-505.8589	1.689966	-503.70007	-509.368	1000.0	1000.0	3999	0.39931318	1.6196805	8.816547	-8.131727	0.3989275	1.6205095	8.844731	-8.58365	-1.1136503	0.29779148	62.433088541030884
2	-369.32904	50.228424	-316.2896	-426.83337	-581.59546	250.31401	-303.606	-1018.07495	1000.0	1000.0	7999	2.303859	3.5041058	21.579422	-11.09193	2.3043242	3.5040407	21.387083	-11.358148	-3.671043	1.1440637	148.1300036907196
3	-441.7012	306.46094	-185.71457	-958.02155	-235.88261	29.256147	-198.23529	-282.42636	1000.0	1000.0	11999	11.436704	6.091953	44.09951	-13.724212	11.437331	6.093263	45.404762	-17.162083	-13.850019	3.0722265	233.96033573150635
4	-26.693817	369.6559	342.87567	-546.095	45.33779	540.92773	1502.9398	-610.58923	1000.0	1000.0	15999	16.274012	8.179641	62.09445	-13.0461	16.27345	8.180795	61.787754	-13.866539	-18.031952	4.6102605	320.3007438182831
5	-143.21646	260.71118	306.26965	-321.84882	1329.5491	590.8174	1707.9237	-400.26877	1000.0	1000.0	19999	18.08142	14.075795	68.38828	-14.693801	18.081383	14.077858	68.52676	-14.826207	-20.030422	4.2755213	405.70418071746826
6	1196.168	792.98596	1733.067	-174.35587	1680.1023	88.448204	1816.018	1560.2542	1000.0	1000.0	23999	21.269918	21.019775	75.76613	-17.747522	21.269573	21.020884	76.17102	-17.748306	-23.328323	4.689759	492.24903988838196
7	1880.898	139.65648	2085.0376	1690.561	2078.7524	572.63324	2461.9055	390.23578	1000.0	1000.0	27999	32.072144	26.239832	88.2978	-18.800669	32.071293	26.240433	88.86058	-19.552122	-34.16675	5.261749	577.7730107307434
8	2249.957	430.6867	2684.2732	1567.419	2770.2822	201.0193	3105.443	2463.1387	1000.0	1000.0	31999	43.60507	30.298536	114.70919	-18.330078	43.60457	30.299679	114.90224	-17.93664	-45.576694	6.073538	663.812108039856
9	2540.633	281.92862	2856.286	2086.4395	3002.9575	645.4201	3479.3374	1107.6945	1000.0	1000.0	35999	56.056637	35.590122	135.54956	-17.120752	56.05555	35.591347	134.47969	-16.558388	-58.080082	7.855505	749.2622210979462
10	2965.8655	209.2875	3173.8354	2638.7285	3307.4058	155.42627	3548.422	3037.5295	1000.0	1000.0	39999	68.90865	40.823666	151.30981	-17.73458	68.90762	40.8253	154.37975	-17.856855	-70.82266	9.929685	831.1338005065918
11	3387.5874	82.8778	3478.397	3276.7715	3514.9448	131.28587	3817.2297	3321.6377	1000.0	1000.0	43999	83.453	46.421944	170.70486	-18.081808	83.45166	46.424103	171.2757	-17.638567	-85.687325	11.653311	910.3938300609589
12	3604.847	161.27194	3870.0486	3434.4175	3660.3625	129.02019	3830.7722	3468.1748	1000.0	1000.0	47999	99.22715	51.393303	197.01862	-18.353376	99.2264	51.394833	197.48141	-18.57078	-101.41767	13.901099	990.913941860199
13	3751.2932	145.93407	3905.6516	3554.2666	4093.8972	121.92282	4268.653	3942.1277	1000.0	1000.0	51999	114.98963	56.329594	220.07167	-17.419231	114.98935	56.332108	218.86884	-17.66634	-117.20467	15.75322	1070.358857870102
14	4081.9192	158.5805	4271.458	3919.6643	4397.548	246.40044	4714.324	3978.2148	1000.0	1000.0	55999	130.99397	60.635918	235.45316	-20.31999	130.99397	60.638466	234.19704	-19.378471	-133.38579	17.850456	1149.8793754577637
15	4126.5835	174.10454	4349.999	3862.614	4383.798	198.21086	4605.534	3968.8813	1000.0	1000.0	59999	147.00365	64.57718	251.90211	-20.459183	147.00319	64.581024	253.01656	-20.772547	-149.46837	19.00013	1230.9354231357574
16	4319.694	49.783924	4385.6284	4246.231	4233.6357	1112.8367	4715.1245	909.7251	1000.0	1000.0	63999	162.71667	68.00694	268.5708	-18.238745	162.7167	68.01079	268.77005	-17.66273	-165.26328	21.204868	1310.9700345993042
17	4494.451	121.30753	4600.71	4288.5967	4775.4995	159.69244	4919.533	4400.8135	1000.0	1000.0	67999	178.38885	70.39418	288.86932	-16.494888	178.38863	70.397194	292.39807	-15.43751	-180.95094	22.145761	1390.9331669807434
18	4765.3506	65.66168	4876.145	4704.463	5008.0127	133.93924	5204.541	4683.499	1000.0	1000.0	71999	193.82704	72.60541	319.84015	-12.904844	193.82742	72.60813	319.8653	-11.031935	-196.6259	22.955328	1471.2570934295654
19	4894.6875	183.3609	5135.8237	4671.1353	4394.695	1249.4337	5171.149	1271.9379	1000.0	1000.0	75999	208.95943	74.74675	331.70505	-6.163233	208.95908	74.74898	332.22763	-7.594777	-211.63896	23.742458	1552.7533354759216
20	4830.7085	142.26942	5014.7803	4631.792	4577.968	935.9317	5261.244	1832.6746	1000.0	1000.0	79999	223.62563	76.73271	346.3135	-1.9595182	223.62569	76.736374	345.98172	-0.48786736	-226.26328	24.730204	1634.557962179184
21	4842.507	273.18414	5255.372	4510.514	5070.6367	117.85715	5311.587	4911.711	1000.0	1000.0	83999	237.31032	78.50034	359.95755	2.2616348	237.31024	78.50326	360.1872	2.7986932	-240.12807	26.106237	1717.0109152793884
