Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	2.4739366	3.9670353	8.166291	-2.8885202	26.904099	6.3047786	45.73827	24.107761	1000.0	1000.0	3999	6.2846003	5.5489874	31.480083	-2.9547575	6.2844276	5.549071	31.97731	-3.01672	0.39229012	1.5410292	5.866183	-10.466736	-7.4148097	0.1596168	92.10856676101685
2	-0.6346619	5.1782837	6.890432	-7.645265	23.343616	1.1248294	25.42264	21.837448	1000.0	1000.0	7999	28.876425	10.7559805	73.852036	6.100624	28.876413	10.756171	73.49065	6.240905	1.0702394	1.5988398	6.422514	-11.568051	-30.55988	0.40850213	215.2248032093048
3	15.369223	8.5476055	26.276554	2.295448	18.643847	0.69189775	20.072382	17.613409	1000.0	1000.0	11999	53.639484	16.194582	132.77844	23.834385	53.63948	16.194872	132.24803	23.5711	0.71667427	1.588692	6.538703	-13.093515	-54.875626	0.52189904	338.74909687042236
4	17.498083	5.1316376	24.554201	10.053302	28.358728	2.6160798	35.73461	26.15546	1000.0	1000.0	15999	69.534485	19.771044	154.4609	28.3566	69.53459	19.7707	154.77318	28.513103	-0.07912077	1.4169079	5.6183515	-11.779127	-70.17016	0.364527	464.504497051239
5	30.525684	5.535326	36.19266	21.424286	32.91912	1.2991434	35.05153	30.894987	1000.0	1000.0	19999	73.71781	18.597118	157.31729	28.053738	73.717804	18.59702	157.3769	27.869072	-0.2826335	1.3326733	6.673883	-8.957693	-74.23002	0.38049296	589.494482755661
6	39.620716	2.2319949	42.179382	36.392715	42.17153	1.325815	44.44396	40.375458	1000.0	1000.0	23999	70.23865	15.318068	140.21848	31.08701	70.238686	15.31794	140.16458	31.016739	-0.61785096	1.1252869	7.4487295	-9.087877	-70.594345	0.22914319	716.1966273784637
7	26.009237	2.8179393	29.442327	21.604319	37.34808	0.6911292	38.275898	36.100754	1000.0	1000.0	27999	64.95458	11.739918	124.76967	31.002832	64.95461	11.739764	124.009964	30.635084	-0.7389511	1.0677797	5.2227845	-8.779062	-65.262695	0.17121768	843.1671986579895
8	25.851374	4.9397492	31.765978	19.301025	39.327553	2.4486055	44.27793	35.637928	1000.0	1000.0	31999	59.6981	8.996194	106.278366	29.12854	59.69811	8.99606	106.01322	28.836212	-0.811041	0.99017113	4.7607784	-8.579436	-59.990513	0.1242231	969.2660193443298
9	32.115532	1.1441022	33.1826	30.287512	33.020977	1.0028744	34.685154	31.156057	1000.0	1000.0	35999	54.400784	7.3814545	91.048454	27.44835	54.4008	7.381222	90.64376	27.501692	-0.92088914	0.8899169	5.051035	-8.30596	-54.675255	0.09697145	1096.4580256938934
10	31.850693	2.0488544	34.07459	28.556444	33.44047	1.173371	35.16208	31.91246	1000.0	1000.0	39999	49.66272	6.688929	78.829636	26.353989	49.66276	6.688748	78.89123	26.349201	-0.9943005	0.82457066	4.0276694	-7.885108	-49.92116	0.07859561	1223.7321503162384
