Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-1.0419415	4.6150236	3.5284195	-8.748283	25.391203	1.9056021	30.90972	23.684622	1000.0	1000.0	3999	6.8469462	6.8105936	52.89578	-5.6397395	-8.251726	0.09158483	57.21905183792114
2	-4.962772	7.662854	5.713927	-15.264907	10.198118	8.786842	26.261044	-3.217366	1000.0	1000.0	7999	42.68069	16.574213	113.27539	8.094136	-45.802372	0.349088	133.47453427314758
3	-4.620244	10.014718	6.22989	-20.871439	19.301105	9.252405	30.865402	-1.1277888	1000.0	1000.0	11999	102.55019	19.398514	155.6211	42.938618	-106.02872	0.58877146	210.8276116847992
4	20.318802	12.218577	35.31236	4.5255466	17.97484	1.7572833	20.186764	14.107936	1000.0	1000.0	15999	118.04827	14.433171	170.74512	76.04868	-119.11952	0.39690557	289.13787293434143
5	-19.07748	3.6776807	-15.1709385	-24.845863	-17.853025	3.0938876	-11.5104265	-21.145609	1000.0	1000.0	19999	123.20303	17.305529	193.01068	75.24502	-124.36539	0.23772763	368.25605869293213
6	1.3987489	20.7876	29.635252	-21.938866	13.9779005	8.60939	25.991865	2.804139	1000.0	1000.0	23999	118.48501	15.641505	166.62164	74.47754	-119.087456	0.14092495	446.6012885570526
7	8.183991	9.616589	24.785467	1.8445159	15.056172	9.645726	25.959389	-0.95426166	1000.0	1000.0	27999	112.7374	15.660488	146.50726	69.13198	-113.410934	0.11159485	525.0936625003815
8	-1.2965956	19.643305	25.554205	-21.81533	-19.454336	3.913967	-13.160386	-24.490091	1000.0	1000.0	31999	96.9203	16.323889	139.92207	60.03115	-97.23348	0.11448802	605.2381982803345
9	-24.07364	2.1272967	-20.551142	-25.994581	-21.392998	3.4118435	-14.589462	-27.203684	1000.0	1000.0	35999	88.02633	15.865118	126.49557	62.419113	-88.28272	0.06841692	684.7821044921875
10	-20.086346	2.6439595	-17.302122	-23.842556	-20.700745	4.0013447	-12.4226885	-25.14654	1000.0	1000.0	39999	74.44656	18.702486	118.76838	43.666237	-74.46303	0.048174553	764.5046103000641
11	-19.869623	4.0351443	-13.236123	-24.007542	-18.624199	3.4425707	-13.111379	-22.839045	1000.0	1000.0	43999	61.47847	19.852682	116.8251	32.484844	-61.4955	0.038514927	845.3067264556885
12	-21.61285	2.3594189	-19.171019	-24.671762	-20.665167	3.1131456	-14.817565	-23.920094	1000.0	1000.0	47999	49.88874	19.40676	105.179634	18.046387	-49.796055	0.036181793	926.3065478801727
13	-20.001986	4.216332	-13.283625	-24.349638	-19.527102	3.9525373	-13.734978	-26.115244	1000.0	1000.0	51999	40.09622	18.891739	94.92906	10.890566	-40.05551	0.026609058	1008.7241177558899
14	-15.540083	1.2198179	-14.396296	-17.558437	-19.990284	3.9119878	-13.5056715	-26.607355	1000.0	1000.0	55999	31.099098	16.180088	83.40109	2.8774886	-30.970932	0.020662995	1091.029601573944
15	-19.066372	2.890125	-15.522344	-22.639414	-19.35294	4.9584513	-12.290624	-24.92921	1000.0	1000.0	59999	24.178858	15.085342	66.53456	-2.7126567	-24.109554	0.017759815	1173.7781188488007
16	-20.133482	2.7093823	-16.070156	-23.137192	-20.080002	4.055621	-15.382892	-25.914576	1000.0	1000.0	63999	18.375027	13.213131	58.312588	-7.1645856	-18.293598	0.014890158	1258.4684400558472
17	-19.80775	4.1051893	-12.80311	-23.278107	-18.31561	4.235649	-12.174509	-24.533747	1000.0	1000.0	67999	13.697875	12.2201805	48.622665	-13.049149	-13.605047	0.0131495455	1349.1021656990051
18	-18.526867	3.8031104	-12.884335	-22.532125	-20.386623	3.703187	-14.252658	-25.089584	1000.0	1000.0	71999	10.24215	11.911608	39.948856	-15.91553	-10.212965	0.012033089	1443.052724123001
19	-19.066088	5.768466	-11.969585	-25.972853	-18.378296	3.6227381	-12.615789	-22.843615	1000.0	1000.0	75999	7.65969	11.698535	39.31531	-17.72257	-7.6027107	0.010408252	1540.2324042320251
20	-14.674978	0.6209215	-14.261403	-15.74741	-19.097471	4.4014797	-12.380715	-26.386896	1000.0	1000.0	79999	5.5351763	10.922384	31.663477	-19.627594	-5.4899845	0.010661047	1639.1907262802124
21	-22.521778	4.0187116	-16.652761	-26.707766	-21.478588	2.5416381	-16.931793	-25.872837	1000.0	1000.0	83999	4.155171	11.16484	35.515305	-22.499006	-4.1490507	0.013369093	1740.6922016143799
22	-15.602796	3.058783	-13.162531	-20.84946	-19.90984	3.868992	-14.291598	-26.859047	1000.0	1000.0	87999	3.0251884	12.248854	41.9565	-28.87027	-2.9819577	0.017034873	1844.742905139923
23	-19.182064	3.6151228	-14.939067	-23.130707	-17.77001	4.469822	-12.341476	-25.20609	1000.0	1000.0	91999	1.5793222	12.028451	39.874996	-36.293106	-1.5521748	0.021548187	1951.8934936523438
24	-16.795471	4.178077	-12.635363	-23.67299	-18.781729	4.064573	-12.492859	-24.87725	1000.0	1000.0	95999	1.1916636	11.89455	44.61261	-36.40877	-1.1825664	0.018335925	2061.9013164043427
25	-19.065687	4.637794	-12.000495	-23.324223	-19.603006	3.2382922	-14.820874	-23.718401	1000.0	1000.0	99999	0.3913791	11.9748535	44.74782	-29.947332	-0.31135565	0.0129066	2175.495983362198
26	-16.128323	2.331948	-12.956315	-19.53684	-18.252802	3.450062	-13.280056	-22.761513	1000.0	1000.0	103999	-0.9553099	10.823079	32.909378	-30.091099	0.9973744	0.011260296	2293.455068588257
27	-18.335081	4.128343	-13.480643	-23.728195	-19.750761	3.2382395	-13.582764	-25.563799	1000.0	1000.0	107999	-0.9662122	9.963221	33.198723	-29.977913	0.9757098	0.009435062	2412.753841638565
28	-21.021763	3.104814	-18.250937	-26.112411	-17.78081	4.2761054	-12.705104	-24.750633	1000.0	1000.0	111999	-1.2323046	11.201313	43.524048	-30.304893	1.2783358	0.013152893	2532.4681479930878
29	-16.580406	2.6554291	-13.087277	-19.785885	-19.223303	4.0610447	-13.001092	-25.670012	1000.0	1000.0	115999	-1.9896841	9.204964	29.201992	-36.946205	2.0364707	0.013528511	2653.4353075027466
30	-20.274326	2.4004068	-16.844408	-22.960611	-19.65682	3.6481256	-12.317293	-24.216019	1000.0	1000.0	119999	-1.774885	9.090941	30.707045	-34.674088	1.7911431	0.014006016	2775.1072857379913
31	-18.55315	1.7526569	-15.851218	-20.350008	-18.84085	3.5608604	-13.232645	-24.842192	1000.0	1000.0	123999	-2.1423748	9.086899	29.292343	-30.455717	2.1715596	0.013958738	2896.302616596222
32	-19.537146	3.2277825	-15.020428	-22.8754	-21.391766	4.418135	-12.508417	-26.237976	1000.0	1000.0	127999	-1.9099747	8.851182	36.1409	-32.325703	1.8808289	0.020709373	3018.4787271022797
33	-21.086176	2.6456883	-17.240355	-24.049929	-19.293272	3.881059	-13.029469	-25.398687	1000.0	1000.0	131999	-1.9752343	9.9066105	39.21043	-36.019203	2.016747	0.026529752	3140.6788642406464
34	-17.928038	4.337509	-12.769488	-24.790058	-18.965572	2.7040339	-14.991146	-24.055193	1000.0	1000.0	135999	-1.9966975	8.892712	31.768764	-47.08851	2.0461733	0.021898186	3265.2350792884827
35	-18.27028	3.2089305	-14.911568	-22.362144	-20.890875	3.545934	-14.646061	-25.839924	1000.0	1000.0	139999	-2.3376617	9.520786	32.874382	-47.22531	2.367037	0.016807677	3389.8232805728912
36	-20.39798	3.4207697	-16.048342	-24.429283	-18.883512	4.8639646	-12.333013	-25.78674	1000.0	1000.0	143999	-2.336694	9.462014	35.107334	-52.763325	2.33904	0.016534336	3515.7722775936127
37	-20.318039	2.7904983	-16.652124	-23.86391	-18.946589	3.4758868	-14.403214	-24.561167	1000.0	1000.0	147999	-2.318728	9.112411	34.883343	-33.78567	2.3377633	0.014869978	3641.443452835083
38	-20.669031	3.5123494	-15.72127	-24.83717	-18.678326	3.6466851	-12.5617285	-25.952574	1000.0	1000.0	151999	-1.5775149	11.196433	60.263508	-47.974255	1.541156	0.019313015	3768.6228008270264
39	-20.781189	4.1279116	-14.373621	-25.903936	-17.225224	3.1905468	-12.994939	-25.08918	1000.0	1000.0	155999	-1.2574883	12.745584	63.83228	-40.223618	1.3012917	0.018323878	3896.1688437461853
40	-16.480162	1.4761244	-15.023727	-18.926254	-18.793205	4.2658052	-13.422751	-24.186117	1000.0	1000.0	159999	-2.097312	10.037995	47.331123	-37.257774	2.16135	0.016999412	4023.593637228012
41	-16.42588	3.0602965	-13.491252	-21.502333	-19.770681	4.383534	-12.146128	-24.98489	1000.0	1000.0	163999	-2.0213811	8.685554	39.23375	-37.278454	1.9798398	0.020525608	4151.806575536728
42	-20.255127	4.610434	-12.572635	-24.65315	-23.16225	2.8534672	-17.38388	-25.893166	1000.0	1000.0	167999	-2.3367257	8.32963	38.56202	-38.48467	2.3841538	0.019662166	4280.7228281497955
43	-19.22942	4.489674	-13.983158	-23.900452	-18.219913	3.4586735	-13.422942	-25.053253	1000.0	1000.0	171999	-1.8051944	9.134957	43.15372	-36.217026	1.8001827	0.013226096	4410.297085762024
44	-23.96666	2.995462	-18.875797	-26.144886	-19.947933	3.8477356	-15.134782	-24.990309	1000.0	1000.0	175999	-2.03412	9.209465	43.678856	-32.34554	2.0809011	0.010653882	4539.800767421722
45	-18.840498	2.915146	-15.521139	-23.306585	-19.414343	4.6538663	-11.692643	-26.6951	1000.0	1000.0	179999	-2.505718	7.129727	23.436317	-32.003708	2.546199	0.0079772035	4669.4689354896545
46	-18.19436	4.844257	-11.288811	-24.988731	-16.838488	3.9558496	-12.362981	-23.258726	1000.0	1000.0	183999	-3.0038276	7.571589	16.448538	-37.227726	3.0440962	0.008638719	4799.15339922905
47	-14.923254	2.3929427	-11.428824	-17.574097	-17.971783	4.118964	-12.261827	-26.689383	1000.0	1000.0	187999	-2.9146852	7.350796	13.504446	-35.64725	2.9203207	0.0071030483	4929.816233873367
48	-19.851461	3.8591828	-15.274717	-25.814568	-20.933641	3.8475862	-13.91591	-26.007917	1000.0	1000.0	191999	-2.770021	6.739351	13.188434	-31.157179	2.80088	0.008424253	5061.471821069717
49	-16.634642	2.9611623	-14.804422	-21.761679	-19.875696	4.217639	-12.64211	-25.669664	1000.0	1000.0	195999	-2.822472	6.9371934	12.512301	-35.153767	2.8508685	0.008524775	5193.861175537109
50	-16.749573	3.2155805	-12.501966	-19.997684	-19.862652	3.22227	-15.994168	-25.673895	1000.0	1000.0	199999	-2.6134427	6.9893737	20.53145	-32.814037	2.6013932	0.013296762	5325.797346353531
51	-21.530289	3.3653047	-16.85231	-26.33746	-18.418835	3.5309503	-13.918034	-23.977108	1000.0	1000.0	203999	-2.3342977	7.5770607	26.291183	-35.2279	2.3402677	0.014657631	5457.997834682465
52	-21.889313	2.0308132	-18.683086	-24.17568	-18.180561	3.4717336	-14.206506	-24.88762	1000.0	1000.0	207999	-1.9926567	7.270704	29.65377	-47.73741	2.0077598	0.01594249	5590.546476125717
53	-16.49113	2.974223	-12.517343	-20.49756	-20.596064	3.7835915	-15.197317	-26.363176	1000.0	1000.0	211999	-1.9956447	7.592806	32.133556	-42.84209	1.9970329	0.012241289	5723.714257717133
54	-18.97589	5.2302384	-11.379669	-25.017427	-18.202126	4.003783	-13.554371	-24.47454	1000.0	1000.0	215999	-2.0395145	7.048087	31.38646	-38.33832	2.0665472	0.0096174665	5856.60192990303
55	-20.982412	3.6265485	-14.836995	-24.17351	-18.43739	3.3982923	-13.275899	-23.75052	1000.0	1000.0	219999	-2.219663	6.7298985	23.097076	-33.872074	2.2554073	0.008539593	5991.128626823425
56	-20.247375	2.0091996	-17.09969	-22.543957	-20.591858	2.600411	-16.320185	-24.240797	1000.0	1000.0	223999	-2.5350773	7.141941	22.692118	-35.94133	2.5432775	0.0080859875	6124.975722312927
