Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	2.5333977	6.152724	31.649727	-7.127662	83.35633	3.7981875	91.1741	77.037155	21.148148	90.1	3999	3.6479466	3.4304998	16.109879	-4.525452	3.6471963	3.4309814	16.197517	-3.7714999	-5.5398164	0.4558148	59.66530108451843
2	2.056903	5.982601	31.002378	-9.942001	-8.099136	1.2903644	-6.0850883	-10.431727	20.62371	67.3	7999	18.936522	8.914192	61.471024	-18.40515	18.935596	8.910408	63.132935	-15.042157	-23.774597	3.8950016	139.67982482910156
3	10.646182	61.052914	554.9826	-11.507169	3.921693	1.2957655	6.96708	2.317399	32.217743	21.8	11999	58.34066	22.349419	153.35504	-32.581043	58.34147	22.347128	151.83258	-31.977169	-69.268005	36.63783	220.08378887176514
4	51.7583	104.240456	359.9467	-78.18754	177.69011	89.2779	265.77005	56.477375	96.82927	120.4	15999	87.5945	24.154696	184.94748	-50.432693	87.5935	24.176601	182.46227	-56.81827	-94.664665	79.65238	302.7733778953552
5	133.20493	98.47151	335.47556	-49.984688	226.95903	43.812878	307.59082	146.47023	100.0	127.4	19999	92.79168	24.246353	183.61502	-57.653255	92.79522	24.260553	179.55974	-61.03565	-98.701744	79.38578	383.845281124115
6	224.66924	105.127144	453.9159	17.100306	128.37914	79.50412	241.81754	26.056643	156.08333	181.9	23999	96.60092	25.776623	161.40219	-64.77469	96.60268	25.790838	161.50322	-63.078217	-102.43192	73.35666	467.2249505519867
7	191.33058	107.04775	453.9765	-4.6228065	200.8926	229.30998	827.15027	-15.934791	176.88	247.1	27999	98.75401	26.075314	155.64265	-59.929752	98.75339	26.101377	155.00691	-75.359024	-104.291245	59.64417	550.438672542572
8	246.5304	183.1537	792.8545	-21.543081	189.54604	115.09818	319.59232	-57.181675	170.65218	168.1	31999	98.81819	25.879719	161.49525	-64.94222	98.81855	25.894648	156.54419	-60.084785	-103.65867	55.422993	633.3799529075623
9	219.66681	94.07867	374.36203	20.451132	256.94165	22.449213	286.01575	220.60977	153.0	139.9	35999	99.14396	26.243668	162.03131	-55.65072	99.14443	26.252417	162.23027	-62.99328	-103.60885	53.143017	714.2503280639648
10	295.31323	93.65259	487.96805	181.43689	235.87271	218.20609	622.7433	-35.453857	187.61905	208.8	39999	100.0054	26.86531	165.7049	-58.418465	100.00468	26.873358	166.7059	-57.085674	-104.40129	50.880436	796.5497841835022
11	198.15936	119.34209	442.88568	-16.623293	206.90532	150.45811	519.36914	-12.246973	193.5238	193.6	43999	101.01704	27.456852	160.83589	-85.586685	101.01707	27.47048	160.73976	-96.47775	-105.120636	49.719543	878.0866086483002
12	226.35129	156.113	645.70087	1.9643428	269.79004	108.26035	442.17096	90.12686	176.60869	197.3	47999	100.77645	28.467102	164.76378	-79.42277	100.77664	28.473759	164.17627	-82.407555	-104.670296	54.0212	959.2007391452789
13	294.6212	92.5394	481.81165	126.4167	178.48979	78.784485	335.01328	95.5124	173.0	180.7	51999	100.0841	29.721582	162.29384	-62.623734	100.08546	29.73092	165.18997	-78.02312	-103.9612	55.690266	1042.0959525108337
14	269.45462	122.79684	509.6989	93.84252	279.28864	77.54418	387.88242	177.1801	163.32	125.2	55999	99.99741	30.627146	156.78218	-84.67485	100.00015	30.62679	161.38316	-96.62473	-103.84742	54.247757	1124.184482574463
15	300.42398	122.76158	625.3048	109.32039	366.5456	135.82285	567.1759	213.39503	167.79167	181.4	59999	99.91858	31.598911	172.6651	-77.80249	99.91862	31.608515	169.6484	-74.99621	-103.66786	56.949417	1207.9215240478516
16	282.8848	183.25691	656.12537	87.911964	158.59457	216.25153	782.436	-1.2957782	221.52942	187.2	63999	99.78898	31.720263	169.56978	-63.26124	99.78918	31.728495	167.89677	-54.842697	-103.52318	57.345158	1291.0094192028046
17	219.49905	291.8531	896.3329	-19.483229	121.12669	41.98583	149.98642	16.439629	261.9375	124.3	67999	99.03646	31.672709	159.67117	-114.852905	99.03624	31.68537	162.78578	-112.85551	-102.63043	56.873913	1373.6513741016388
18	323.2243	160.60973	595.5107	58.21553	345.973	178.50156	647.6	72.787865	195.1	243.4	71999	97.33573	32.687	161.92877	-102.608345	97.33575	32.69957	162.38605	-112.531006	-100.76026	59.469936	1460.260082244873
19	375.13208	217.01309	816.40875	63.858925	345.83768	119.48199	570.7747	225.27226	217.8421	181.1	75999	95.439	33.70119	160.15169	-92.24985	95.43959	33.714935	163.0214	-100.26779	-98.877846	59.294216	1547.336810350418
20	367.4789	105.203354	669.2835	217.77058	482.51025	168.51031	723.7213	213.13481	177.22728	234.2	79999	94.08814	34.14708	160.50604	-96.05873	94.08745	34.16206	163.52715	-84.3696	-97.333466	56.996117	1637.913328409195
21	345.7802	116.40858	659.77466	189.75882	398.76877	118.80136	561.21985	259.40567	154.11539	160.8	83999	92.6781	33.91977	161.19519	-91.68868	92.67754	33.934525	161.19536	-88.50415	-95.87336	52.435898	1728.391125679016
22	368.26328	152.09319	632.9776	36.198105	210.93709	182.19228	510.43683	-29.389599	213.89473	211.8	87999	91.64128	33.713367	153.83905	-90.49639	91.64235	33.720844	158.21167	-94.65518	-94.66324	47.659615	1819.0849487781525
23	363.49207	138.2859	580.3765	14.473096	448.45645	172.16318	870.2557	282.24103	200.3	183.0	91999	90.90344	33.588547	160.06857	-99.857635	90.90554	33.591045	164.20456	-97.30772	-93.91007	47.419014	1909.9992299079895
24	320.56558	128.0301	733.8436	156.93692	420.14542	101.08322	504.45343	171.96133	150.84616	200.6	95999	91.04644	33.981945	162.90558	-102.99853	91.04858	33.985798	170.33272	-91.622284	-94.10958	46.674126	2001.5136353969574
25	332.76224	78.990906	483.3255	188.94414	410.55035	70.55844	527.6908	291.09265	156.73077	193.2	99999	91.8157	34.662888	165.38841	-82.64816	91.81738	34.66761	171.80428	-81.423065	-94.730576	44.987843	2093.5610184669495
26	301.14996	86.35787	545.0507	174.22206	229.93188	31.916676	290.96686	184.91736	152.26923	133.3	103999	92.59828	35.56329	167.60686	-79.93572	92.59991	35.566067	172.32492	-81.286476	-95.321045	43.663986	2184.9101960659027
27	312.57773	94.98199	608.14703	166.49745	269.03995	59.067024	402.14426	198.618	151.11111	137.5	107999	93.99628	36.51399	171.77147	-91.714386	93.99755	36.515766	170.58157	-81.02099	-96.88038	43.093266	2276.4758853912354
28	340.8138	122.42475	673.97974	188.88951	430.9081	124.89065	708.30865	308.74228	162.54167	207.1	111999	95.15133	37.387104	172.17793	-91.08037	95.15312	37.38929	171.34204	-88.459274	-98.00234	42.787712	2368.127072095871
29	427.0113	139.06816	716.7476	232.94696	332.03217	82.296425	521.5924	234.27505	200.2	163.7	115999	96.05571	38.02737	175.8834	-86.40601	96.05695	38.03327	174.9274	-82.74987	-98.85601	40.90458	2460.91344499588
30	406.69852	137.98706	724.65643	177.45879	341.67514	120.12317	548.7723	193.51178	191.14285	178.0	119999	96.73656	38.385826	173.95204	-77.55552	96.73753	38.38982	174.84615	-78.44681	-99.37776	39.805897	2553.8886892795563
31	371.28275	112.48998	825.60913	203.27403	418.65137	46.535286	475.17328	312.47403	156.15384	153.2	123999	97.00017	38.519394	178.12482	-91.09672	97.00102	38.5235	175.37985	-108.693275	-99.62696	37.879616	2645.126655817032
32	394.13654	87.756226	669.50183	259.5035	463.06534	66.2241	586.56104	367.96265	168.73914	181.1	127999	97.5426	38.494907	174.13708	-93.447945	97.54361	38.498585	183.57695	-72.84264	-99.97296	35.78811	2734.816403865814
33	481.88654	121.25076	874.62775	319.96707	534.6902	255.85097	1156.5222	310.33054	197.7	208.1	131999	98.02214	38.13059	172.36395	-78.909256	98.02272	38.13222	185.82285	-83.90117	-100.41738	35.488808	2825.215767621994
34	525.1852	176.96132	963.86566	271.88522	579.62415	184.66525	995.0054	300.85233	207.6	257.8	135999	98.8937	37.376926	171.79683	-89.59192	98.89307	37.383495	174.65366	-71.61482	-101.33371	34.71956	2916.973159790039
