Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	16.974598	12.58398	88.94777	5.565622	38.66145	0.7855176	40.258175	36.96714	21.271276	22.0	3999	9.621597	7.357435	45.000885	-9.750442	-11.053401	0.9155558	28.27840805053711
2	19.293144	18.939333	163.71938	4.333042	39.152245	1.0522419	40.381878	37.016422	22.959303	22.3	7999	64.38246	34.580193	235.58627	-66.370094	-72.658516	24.460997	66.68714880943298
3	42.835392	63.237545	231.44165	5.255083	185.72632	4.178394	194.27316	180.33165	31.656	94.1	11999	301.9746	143.24174	709.0763	-233.56915	-337.28854	497.76175	105.29609107971191
4	186.46815	56.134327	226.29712	33.799465	224.36563	1.2137945	226.62383	222.01317	87.45652	100.2	15999	545.14026	135.89232	789.209	-323.39694	-576.853	1069.5835	144.4845631122589
5	201.82043	10.564718	228.2109	183.61086	186.44374	28.067911	207.65424	103.73075	96.45238	83.1	19999	611.71875	181.15398	859.8794	-352.1089	-640.62024	892.327	182.54464149475098
6	164.75072	97.471085	499.91486	20.748253	18.593872	8.694806	28.01898	8.165472	90.61364	28.3	23999	631.54425	204.11505	988.8411	-340.15042	-658.39075	940.2068	220.80774784088135
7	5.8911853	5.0399795	30.644522	-1.9564812	11.424159	0.45224458	12.147941	10.528789	31.51181	42.9	27999	665.2178	226.73369	1028.8223	-501.98322	-693.33386	1433.9417	259.7195327281952
8	154.62636	155.3515	495.85104	7.8204427	324.11102	21.730833	366.79068	302.71008	102.871796	168.1	31999	716.8546	251.13055	1188.9191	-621.3258	-747.8756	1446.8483	298.6959674358368
9	380.07172	129.59358	623.90314	65.66335	23.951538	0.9818657	25.202496	22.361982	236.1875	21.2	35999	794.5656	278.2946	1336.7437	-471.07056	-827.2936	1577.4121	337.12883734703064
10	436.4288	237.23941	936.70355	101.04335	344.15167	253.24977	843.9416	134.66678	375.8	420.8	39999	866.7793	295.5801	1377.5422	-468.11646	-898.215	1624.1505	378.0914349555969
11	236.95332	149.37706	708.28107	59.319614	232.51045	78.01898	300.05762	128.11588	222.89473	197.1	43999	916.61426	302.3043	1388.469	-470.8047	-946.4026	1643.9736	418.2344262599945
12	133.53009	127.4795	543.1116	36.191395	220.16843	17.52041	252.25554	200.39183	127.875	118.0	47999	952.9166	294.06854	1399.7137	-551.373	-982.8872	1722.0778	458.9566879272461
13	132.2204	149.66261	799.9356	38.046253	676.08484	119.172104	827.4418	516.0452	140.72414	488.9	51999	987.7497	297.7645	1440.37	-484.94437	-1016.56537	1930.2703	502.23091173171997
14	206.54811	153.0928	537.45215	49.337193	146.99223	26.810562	187.46515	105.81357	157.4	136.2	55999	1011.70337	313.41962	1466.1781	-617.5804	-1040.2417	1962.5784	545.0192937850952
15	212.57416	117.824356	451.30862	42.362026	369.01343	87.73325	530.18384	277.74136	138.27586	162.0	59999	1017.8537	315.75854	1453.0112	-542.8725	-1044.956	1964.5385	588.0201117992401
16	507.36703	240.57709	1068.53	254.5303	280.85263	64.881195	404.56662	212.952	357.2	172.2	63999	1013.5325	318.83926	1510.0635	-717.0836	-1039.9866	1856.7678	635.5969643592834
17	406.74985	246.1901	1088.439	118.77107	322.66708	90.79888	516.55927	151.09193	322.35715	214.4	67999	1000.7481	313.35593	1504.8207	-728.477	-1024.5681	1595.86	686.7748456001282
18	364.42844	160.35558	651.5672	141.76581	982.5291	33.369396	1079.5789	954.8645	250.64285	1000.0	71999	981.34814	319.63095	1402.4489	-555.1988	-1004.32874	1570.6661	750.2803177833557
19	695.5033	219.98477	972.55646	415.57675	977.0568	0.63938856	977.7827	975.636	731.6	1000.0	75999	962.81635	312.94186	1354.6006	-635.81024	-985.07275	1482.1665	819.3092591762543
20	648.3769	368.80975	1028.4857	72.97958	915.6283	213.68433	1036.0231	473.37585	648.3333	854.4	79999	959.1341	306.03696	1351.4865	-714.5106	-981.0989	1365.1969	887.5478579998016
21	557.02057	382.25134	1034.4926	49.78491	373.02997	187.30788	898.81494	217.2705	476.55554	210.0	83999	960.03174	304.2899	1362.0656	-1412.7872	-981.31586	1394.2953	953.9855999946594
22	739.45734	314.28436	1043.7688	255.77425	1076.0006	24.080956	1112.0713	1044.9384	620.0	1000.0	87999	951.40546	296.59427	1328.1221	-781.3266	-971.4915	1239.4271	1023.3270153999329
23	715.8591	435.80344	1156.8917	37.692215	530.2275	320.2309	1198.9131	230.23624	652.8571	363.5	91999	933.31104	282.26947	1268.9358	-551.91583	-951.8754	1113.7821	1091.8249204158783
24	462.26767	238.99821	843.4679	222.3034	987.8284	11.217784	996.0968	960.4568	430.5	1000.0	95999	895.2564	265.9542	1242.8608	-558.91113	-911.6064	1024.1202	1162.687896490097
25	790.50696	235.64442	1013.1891	485.09683	983.4603	4.0357122	990.1861	979.3545	817.4	1000.0	99999	862.0173	247.3167	1194.127	-707.8432	-877.92535	906.584	1232.8411927223206
26	617.77515	419.4527	1024.231	18.204872	496.8034	474.09436	971.9913	20.703236	633.0	522.1	103999	846.1834	221.95685	1149.5914	-609.67175	-861.5729	804.57635	1302.5600848197937
27	503.18842	363.55396	971.2446	23.048758	971.09094	0.5815834	972.2469	969.97925	543.0	1000.0	107999	830.77466	206.86385	1097.7983	-672.61346	-845.64996	776.64886	1377.001190662384
28	650.96405	289.14212	986.6291	169.4391	982.50195	0.643446	983.6087	981.4082	705.0	1000.0	111999	812.71967	202.89612	1063.5333	-596.7923	-826.57495	705.4255	1453.3142881393433
29	921.4707	187.49559	1183.6251	701.2887	915.01184	268.531	1191.6273	474.53842	740.0	771.6	115999	785.1889	190.84975	1032.4119	-860.64545	-797.6029	664.31995	1524.9518854618073
30	710.40314	366.85312	1110.3239	138.14294	654.99207	400.78122	1346.2251	149.49358	633.0	421.9	119999	743.5029	174.42453	957.48285	-604.5822	-754.84973	579.2312	1596.7389874458313
31	442.79153	288.04767	963.3164	127.4564	272.5761	147.284	572.8546	101.03567	323.33334	253.9	123999	704.4621	159.24043	892.0216	-524.9949	-714.8392	516.85	1667.6769077777863
32	340.2282	302.89273	1059.8257	73.527275	534.0224	370.4453	1240.9152	46.754395	257.4375	379.4	127999	670.0405	143.59836	879.3897	-464.77927	-679.63055	474.58032	1742.3800041675568
33	524.6433	244.34505	854.1745	56.209038	313.4565	115.524574	542.5497	209.55492	314.0	219.0	131999	635.0253	134.43137	843.23083	-444.75027	-643.9812	430.5792	1810.2258687019348
34	616.1792	158.56761	931.0398	328.6833	686.64264	58.916763	810.09045	629.5579	242.35294	216.9	135999	608.7789	129.38928	798.0663	-368.1069	-617.82074	389.1801	1880.6634361743927
35	578.5567	420.06903	1314.216	7.9495707	892.0907	81.928055	989.7207	769.66547	338.83334	1000.0	139999	588.14136	130.85915	793.959	-416.5402	-596.4159	374.98514	1955.626529932022
36	220.47227	226.0925	916.43646	48.825466	230.71501	107.09028	425.49673	71.70447	219.44444	207.3	143999	559.9866	119.73571	793.8196	-360.37238	-567.69977	329.4481	2032.6453852653503
37	592.90063	302.27698	1229.6466	144.95769	413.88998	212.33	765.2787	269.1434	334.75	171.5	147999	539.9204	109.8028	767.17346	-455.6998	-547.39075	331.25	2109.7048785686493
