Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-45.839523	82.68427	9.014406	-379.3077	-85.43601	67.56433	-34.735188	-243.89664	128.7	32.2	3999	7.0092034	8.674221	62.602333	-8.707558	-9.46423	0.8177696	52.90291237831116
2	-83.63614	124.35215	10.239235	-357.0213	-367.86133	882.0583	-29.055014	-3012.2122	224.77777	120.8	7999	123.31537	75.47646	339.8475	-108.87001	-138.95189	26.157997	138.36818289756775
3	-276.85388	547.30664	-17.372276	-2083.1116	-1313.1864	1357.2368	-15.567722	-2995.563	208.11111	443.7	11999	525.98425	142.20906	856.8701	-376.65698	-556.85345	318.97705	229.7643165588379
4	-932.7961	1192.9255	-20.390026	-2647.206	-690.5505	1105.6415	-53.745407	-2906.5725	354.75	241.9	15999	741.93646	58.465626	866.8685	-416.606	-755.6548	416.2448	318.1990747451782
5	-200.23528	447.06412	-12.706758	-2607.97	-85.90721	35.57269	-34.835934	-144.41388	77.93617	34.1	19999	720.6151	60.145172	865.3483	-540.96716	-730.15625	631.70514	403.2690374851227
6	-211.63597	552.91614	-12.01187	-2605.5254	-612.10315	930.8028	-23.080378	-2443.8096	85.76744	254.8	23999	668.28436	64.77822	779.72577	-763.61896	-677.8649	552.8438	492.56859827041626
7	-651.5733	888.38684	-5.361603	-2290.1218	-245.12222	545.3957	-24.844028	-1878.8246	335.0	137.6	27999	627.94305	60.242607	731.3919	-366.21274	-637.83716	353.16638	579.7038915157318
8	-202.45055	393.42517	-7.585693	-1615.1438	-439.30795	740.4661	-23.886538	-1930.492	135.53334	236.9	31999	588.49493	53.579666	704.3581	-460.80087	-596.74615	295.279	666.7653391361237
9	-336.90225	568.08405	-21.785128	-1761.3585	-419.77173	755.32	-12.852709	-2006.4839	205.19048	225.7	35999	532.45746	49.50802	647.8733	-393.10468	-539.46765	261.2082	755.0767638683319
10	-201.20998	457.60336	-10.061797	-1771.926	-54.064075	40.703968	-9.592932	-127.76736	130.7	56.8	39999	468.7112	46.587475	575.3622	-346.78772	-474.52063	233.8901	840.6406946182251
11	-212.22556	368.87885	-21.942457	-1494.8601	-175.03288	311.50888	-18.23716	-1094.09	156.23077	127.8	43999	404.28955	41.38251	499.36334	-210.21437	-409.38586	175.28647	925.6410672664642
12	-412.73428	573.7765	-17.569937	-1625.5358	-572.73047	718.38135	4.9998436	-2228.929	330.7	445.4	47999	345.0525	36.502544	436.45508	-227.15387	-349.31738	112.23614	1015.0359382629395
13	-352.08997	373.7067	-10.097559	-1148.1552	-209.92879	358.7373	2.6028225	-1032.7856	349.45456	261.1	51999	291.11258	31.738127	387.70764	-251.26047	-294.7909	77.55125	1102.9069764614105
14	-132.78325	161.99948	-13.574622	-521.4971	-284.42883	258.25977	42.180836	-818.2248	304.06668	777.8	55999	246.15903	28.7653	347.80457	-181.7124	-249.52904	61.97667	1197.6881356239319
15	-443.15668	379.5949	-5.9895425	-1032.3328	-305.47577	526.9378	120.89454	-1379.5765	678.0	485.0	59999	210.6572	27.586624	313.83572	-177.6375	-213.8713	47.510555	1288.1548416614532
16	-66.67606	89.75599	2.7071502	-340.54123	-223.37915	303.42554	-1.4074947	-814.28925	288.7143	401.1	63999	183.2658	28.53373	288.9211	-159.2188	-186.35994	41.500423	1377.7953808307648
17	-299.76807	313.12396	7.626736	-896.331	-150.22653	311.469	-5.305112	-1061.8905	486.75	203.9	67999	162.30428	32.355347	268.64368	-178.95143	-165.31859	34.18524	1466.2152173519135
18	-120.98157	204.8148	32.84042	-611.7297	-140.2552	99.64281	8.918729	-263.99536	336.64285	650.7	71999	143.97984	37.972614	259.5019	-166.04501	-146.79147	29.87327	1561.2483360767365
19	-96.014496	98.037125	19.44772	-261.33447	-222.73804	262.42923	9.532493	-776.5533	340.45456	562.0	75999	129.30675	42.277252	234.66539	-115.9978	-131.9896	25.376661	1654.8994727134705
20	-62.714394	92.04446	30.730377	-299.4133	-88.73932	171.9681	22.279945	-554.39764	395.9	335.1	79999	117.50408	44.512894	232.34279	-93.335106	-120.16024	23.822575	1744.1496360301971
21	-172.19255	131.25278	7.197868	-356.1077	-111.875046	206.0045	132.65703	-531.2015	718.4	395.3	83999	109.25107	45.722286	214.03824	-118.699554	-111.89303	22.151524	1834.8718466758728
22	-107.611206	115.8022	1.617117	-286.29276	-107.87129	196.44649	17.304945	-682.361	428.0	492.0	87999	103.19064	46.92578	208.64775	-76.92678	-105.77323	21.689774	1926.338532447815
23	-122.32758	164.10889	35.29586	-447.84976	-141.59236	111.623276	20.57782	-284.23492	456.1111	536.4	91999	98.94964	46.81415	217.13622	-83.90114	-101.46176	21.745192	2018.7335851192474
24	-159.75716	205.54355	-9.920672	-561.4393	-249.11292	253.3539	85.09372	-707.4591	351.9	569.5	95999	96.96838	45.355995	224.144	-95.80271	-99.47922	21.164503	2109.1506276130676
25	-37.78436	128.40402	169.12024	-251.07867	-126.541306	414.89725	110.70864	-1363.8972	688.6667	415.1	99999	94.94305	43.706497	272.51935	-91.560646	-97.416824	21.128056	2199.893248319626
26	-103.63814	258.60373	342.92007	-403.6424	21.960835	220.292	551.15283	-300.9721	734.8	281.3	103999	93.8742	43.762257	339.27078	-69.75762	-96.394196	24.054543	2289.023163795471
27	-317.3484	451.07224	84.93538	-1474.2504	-222.951	543.3312	-1.320654	-1850.6455	528.3333	148.2	107999	96.44676	49.031666	437.27856	-97.95298	-99.128235	30.467403	2375.0137915611267
