Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	2.022945	5.139043	23.663044	-10.346275	154.47867	83.064384	382.59534	84.3203	21.052631	244.0	3999	9.518509	7.783014	31.510445	-7.784496	9.518993	7.7847075	31.631508	-9.23355	-0.1499845	2.7904272	16.100315	-15.009045	-11.733931	1.5701823	83.72389364242554
2	1.2199565	5.4400086	25.019384	-13.229066	163.9388	83.95598	415.02246	123.180664	19.810946	130.2	7999	36.65731	14.633548	83.28584	-21.562286	36.65668	14.63635	84.87464	-33.523438	1.6123022	3.7845845	33.13799	-14.135857	-40.761112	10.186523	194.79015731811523
3	14.073503	38.902733	325.43314	-9.892201	44.541885	10.721333	59.088802	30.255465	33.14876	160.2	11999	75.54918	22.510153	150.21368	-74.27219	75.54746	22.516829	154.79146	-58.958557	2.777504	4.7405186	45.21336	-12.754784	-81.795715	37.065536	306.635217666626
4	102.38319	110.851204	389.76016	-43.571037	148.22906	39.375984	221.73456	104.73556	142.03572	226.2	15999	90.55517	22.771143	147.45605	-50.102623	90.55271	22.785234	146.63528	-62.00487	0.6517011	4.5050354	40.925884	-14.884907	-94.95326	41.02619	420.04794430732727
5	199.36285	115.943504	426.06537	13.410106	-7.2507753	16.801514	25.623816	-23.627346	245.375	157.3	19999	90.98892	24.17826	156.19029	-44.31945	90.98968	24.173635	159.75154	-42.02065	0.35856918	4.057803	34.988464	-15.05978	-94.48662	33.725773	532.1955633163452
6	251.14345	96.53818	421.23425	14.777694	255.1359	33.986874	315.07272	212.18806	183.86363	133.8	23999	92.21089	26.035555	158.2735	-65.827644	92.20854	26.045088	155.5153	-53.762882	0.3232251	4.1124606	41.824265	-18.60283	-95.140305	34.99418	644.6871716976166
7	213.72841	86.573105	462.37292	48.985687	330.38107	58.387177	431.2742	230.5808	175.36363	221.2	27999	93.95013	26.194244	156.70938	-68.030815	93.9471	26.207914	155.81978	-65.404106	0.029653106	4.063309	37.58698	-12.460596	-96.448685	35.611015	757.1674294471741
8	246.94016	160.3229	680.23004	13.64	102.22591	113.79049	381.81992	-3.6513822	209.65	287.6	31999	94.57471	25.586731	161.26405	-56.443302	94.5739	25.597143	160.71246	-46.58532	-0.07812858	3.9427733	37.09881	-13.5568905	-96.7763	33.59737	870.0730555057526
9	213.67577	123.892204	491.9336	-25.936392	311.61304	17.689167	340.86423	280.81793	166.08696	185.8	35999	95.65247	26.244617	156.99568	-66.098366	95.65182	26.254185	155.27293	-45.355076	-0.08162591	3.8263412	41.23724	-16.544033	-97.64426	35.971275	982.1347148418427
10	271.30228	88.212616	543.27405	105.368744	284.63812	14.891845	316.38992	269.75003	186.72728	154.2	39999	95.97316	27.377918	151.52205	-59.189495	95.97317	27.384968	149.21179	-67.67142	-0.0043761455	3.6688678	38.757355	-13.758575	-97.82174	34.409397	1095.8749151229858
11	144.01562	136.75218	394.31277	-2.4704068	75.94758	6.045629	90.397865	68.73845	97.39024	101.7	43999	98.66192	28.35886	157.20451	-60.63731	98.661	28.368828	157.90778	-59.5725	-0.05629251	3.7200642	43.25789	-14.917215	-100.48323	35.853977	1209.0987753868103
12	288.36545	83.03059	429.58862	69.99345	388.7061	17.712233	422.95557	358.13535	179.63637	192.9	47999	100.48447	29.71042	155.14397	-57.362057	100.48614	29.710966	156.98904	-49.309994	0.090795256	3.7022932	56.666363	-13.393932	-102.1584	30.037294	1322.8016617298126
