Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	24.392637	15.982135	113.0	8.0	24.392637	0.08003402	0.02771181	0.14947996	-0.017276539	4000	-9.745359e-09	385.4061	-0.018633705	-186.89384	0.6922321	0.008642279	0.105	79.0	3.3893203735351562
1	30.713179	16.113066	86.0	9.0	30.713179	8.441754	0.31814963	9.056375	6.0728974	8000	-5.841255e-09	220.15797	-0.016628705	-71.33316	0.6823271	0.0064788116	0.055	79.0	6.848874807357788
2	39.58416	28.584518	152.0	9.0	39.58416	13.511642	1.6243945	14.401553	-5.933297	12000	-1.7642975e-08	407.86566	-0.01592817	-90.61322	0.66625535	0.015847009	0.1535	12.0	9.67801284790039
3	70.12281	44.744526	184.0	15.0	70.12281	19.54721	1.4984453	20.07456	-1.9535064	16000	-1.0490417e-08	700.6749	-0.013508204	-175.75836	0.6494002	0.0031714279	0.049	79.0	13.046452760696411
4	98.2	45.03121	197.0	23.0	98.2	27.182379	0.60191274	27.416563	15.5844345	20000	-3.3259393e-08	662.88367	-0.007613832	-138.9483	0.6318219	0.015511885	0.21075	10.0	16.255701541900635
5	94.95238	55.724216	208.0	19.0	94.95238	31.22806	6.5253167	33.62041	-26.08923	24000	2.1457673e-08	589.4191	-0.015275557	-110.46692	0.62437093	0.01765018	0.355	9.0	19.089154481887817
6	154.24	102.03069	481.0	25.0	154.24	37.249672	3.7325888	38.817184	4.3637223	28000	5.543232e-09	1005.73254	-0.004021379	-269.33746	0.62048274	0.015043861	0.17825	11.0	21.90420937538147
7	99.79487	53.650425	268.0	10.0	99.79487	43.829388	6.6067977	46.4827	13.351814	32000	-8.225441e-09	457.86017	-0.011691131	-60.609344	0.6125452	0.015287389	0.26025	8.0	24.642839431762695
8	220.35294	120.79684	500.0	43.0	220.35294	42.176537	10.76983	47.980053	10.123735	36000	3.170967e-08	995.38257	-0.005887495	-308.52258	0.6084556	0.0022864295	0.02275	79.0	27.985793113708496
9	246.1875	109.52181	500.0	105.0	246.1875	50.690353	10.05155	55.706833	11.104035	40000	0.0	730.7312	-0.006007513	-192.0603	0.5971148	0.002301959	0.015	79.0	31.324480772018433
10	351.45456	108.74605	500.0	223.0	351.45456	54.55688	12.787579	61.363407	6.0849633	44000	-3.840029e-08	804.8945	-0.0051641506	-268.4972	0.5800305	0.0062133996	0.018	79.0	34.777854919433594
11	327.58334	128.51683	500.0	159.0	327.58334	55.406414	18.161238	67.28864	10.806798	48000	-1.0967255e-08	659.0022	-0.004722353	-305.45297	0.5865658	0.005303444	0.03375	79.0	38.12816596031189
12	341.9091	131.18651	500.0	138.0	341.9091	68.16537	9.279236	71.826126	14.633104	52000	1.45435335e-08	538.8999	-0.0046593314	-58.124023	0.5815632	0.0047128913	0.0365	79.0	42.17768979072571
13	360.9	151.50673	500.0	107.0	360.9	72.69209	6.356074	74.81905	27.336697	56000	-9.536744e-10	582.4406	-0.006978912	-115.190704	0.5663897	0.0058382857	0.0285	79.0	45.465187311172485
14	500.0	0.0	500.0	500.0	500.0	76.0277	5.539489	77.74065	34.666065	60000	8.34465e-09	512.7456	-0.0032849854	-60.908447	0.562014	0.0031625857	0.053	79.0	48.76714825630188
15	500.0	0.0	500.0	500.0	500.0	79.48624	3.50601	80.784996	62.95495	64000	-5.9604646e-09	528.8488	-0.0011191012	-17.380402	0.57694876	0.0041954997	0.03975	79.0	52.106993675231934
16	500.0	0.0	500.0	500.0	500.0	76.21095	10.758013	82.335495	22.341387	68000	-1.6689301e-09	522.41626	-0.003600568	-66.98465	0.5685915	0.008988511	0.03275	79.0	55.43726968765259
17	378.2	134.9139	500.0	170.0	378.2	65.95952	25.252975	83.71294	2.250622	72000	5.3644182e-09	492.4025	-0.0042942767	-184.39694	0.573958	0.00831968	0.05225	79.0	58.74012017250061
18	500.0	0.0	500.0	500.0	500.0	82.96947	5.330373	85.16111	46.336487	76000	5.00679e-09	518.66327	-0.0029216672	-20.142822	0.5715808	0.0036929136	0.02325	79.0	62.08805274963379
19	500.0	0.0	500.0	500.0	500.0	84.018555	3.2070484	85.17885	68.575806	80000	1.8119811e-08	564.9295	-0.0049398364	-45.027893	0.56292623	0.004391225	0.06	79.0	65.47954511642456
20	496.875	8.267973	500.0	475.0	496.875	77.49981	7.5369387	85.05505	27.488256	84000	5.722046e-09	543.2881	-0.0016495845	-37.039948	0.56494325	0.0045596017	0.039	79.0	68.87928318977356
21	460.625	104.17646	500.0	185.0	460.625	82.03325	4.4097466	85.74617	66.013535	88000	-2.4139881e-09	591.65906	-0.002074695	-49.568665	0.5470161	0.0039377394	0.04375	79.0	72.27612042427063
22	394.0	109.54451	500.0	202.0	394.0	79.29038	7.777465	86.336815	16.41728	92000	3.5762786e-09	515.1848	-0.0027448912	-121.91696	0.55437124	0.005522494	0.04025	79.0	75.53916001319885
23	500.0	0.0	500.0	500.0	500.0	79.847855	6.4527683	86.382454	43.774483	96000	-4.7683715e-09	541.5859	-0.0024493148	-59.220825	0.5545811	0.001445774	0.025	79.0	78.81745791435242
24	500.0	0.0	500.0	500.0	500.0	83.13765	4.663201	87.282936	67.10382	100000	-3.0994416e-09	522.8385	-0.0022901986	-19.6203	0.53190285	0.0061526075	0.036	79.0	82.11711859703064
25	500.0	0.0	500.0	500.0	500.0	82.495705	4.2251263	87.58768	66.28909	104000	-4.6491624e-09	539.43665	-0.0016101205	-8.929871	0.52695507	0.0027621726	0.01475	79.0	85.5314211845398
