Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-65.21272	97.65164	12.658198	-368.9448	-73.76886	39.95166	-14.926373	-161.3156	172.35	31.4	3999	5.150831	6.786818	46.07276	-8.899694	-7.1397343	0.5576901	56.8462393283844
2	-55.386467	102.86113	8.787493	-383.26944	-392.90674	828.8126	-38.621784	-2859.037	170.92308	136.8	7999	93.25875	55.959335	270.87946	-61.95951	-105.11158	18.110605	143.36015701293945
3	-376.51108	762.7316	-21.415813	-2562.8416	-94.84865	91.95502	-21.987411	-343.85904	269.4	35.3	11999	446.12384	142.81711	791.53094	-252.41023	-474.93317	233.4691	230.35973525047302
4	-272.59128	607.76746	-26.908693	-2623.5974	-390.23346	827.84576	-41.371075	-2867.7104	103.878784	137.8	15999	672.1818	58.947678	822.63446	-332.8734	-685.73724	698.325	317.69884300231934
5	-255.4047	626.55707	-16.691092	-2649.711	-365.1032	804.457	-21.819334	-2751.6804	100.2	134.7	19999	679.972	60.071186	798.65186	-359.26648	-691.4456	648.2006	404.85313987731934
6	-317.10025	669.69293	-16.306593	-2409.9436	-45.710327	19.284698	-27.42993	-86.392075	147.59259	32.8	23999	669.8033	58.6393	777.4916	-392.31064	-681.682	449.678	491.91502618789673
7	-140.89784	315.25784	-10.5025835	-1726.9197	-285.10858	541.9123	-20.313238	-1881.9908	95.78571	144.5	27999	662.5505	59.731693	778.05597	-715.72894	-674.3955	548.4212	579.7196528911591
8	-248.10753	477.14777	-17.285982	-1755.4387	-83.41519	109.89381	-5.9179015	-400.7486	153.86363	72.7	31999	648.2829	61.33088	767.9869	-500.78824	-659.5383	481.53293	665.8951466083527
9	-168.10565	366.77225	2.7078638	-1697.8325	-231.10367	523.61646	-3.771905	-1794.3892	110.30556	139.8	35999	619.3924	58.40085	736.92035	-513.1121	-629.336	472.0273	754.054673910141
10	-257.72968	528.6431	-13.197128	-1812.9971	-627.331	826.6254	-19.917158	-1988.6217	156.0	347.0	39999	577.61865	54.274937	697.9054	-333.42996	-586.51465	377.35828	844.4304611682892
11	-414.92175	674.17053	-25.741873	-1866.1982	-462.92365	751.76404	-11.355813	-1965.7506	238.5625	240.5	43999	528.1884	51.96089	630.435	-365.26334	-536.0346	315.33365	932.6627082824707
12	-532.70624	763.6411	-12.292722	-1853.0269	-504.92084	701.2552	-35.35687	-2016.8898	303.26666	292.2	47999	476.13013	48.51526	602.41766	-317.72684	-482.82108	233.16574	1020.8826303482056
13	-636.4224	805.1163	-12.782733	-1970.5797	-446.58185	719.79114	-7.8583713	-1882.2649	367.27274	248.3	51999	422.40927	46.447865	550.6788	-374.6152	-428.18823	182.25589	1107.3455891609192
