Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	19.977457	19.837782	153.9739	4.6716113	86.90202	4.9672055	95.47016	79.01084	22.890804	47.7	3999	13.474743	11.071202	75.38339	-15.013263	-15.705748	1.9198438	28.432430267333984
2	17.850752	15.203996	113.67508	4.83408	194.50397	1.4141948	196.05408	191.45323	22.548023	98.0	7999	95.6693	51.14475	309.22076	-121.48488	-107.9063	67.49183	65.85840201377869
3	38.824593	59.019295	248.69136	6.7641635	173.2869	55.730694	211.64793	85.99857	30.098484	89.0	11999	321.78802	121.519104	759.5682	-279.30576	-352.4276	747.54486	103.8080370426178
4	178.71411	63.458942	259.94644	17.073898	226.67273	7.48987	235.10963	207.65617	93.65116	116.1	15999	526.96136	123.45025	697.6807	-336.58038	-555.17224	1169.0618	142.64695382118225
5	137.65253	76.622055	291.4479	-0.4108936	143.84714	2.7149072	150.11526	140.6721	81.65306	79.9	19999	567.5126	145.34532	1006.6205	-354.105	-592.28375	1072.4032	180.6574068069458
6	174.57155	46.130005	234.40349	39.291782	215.5228	1.5078307	218.77057	214.01208	91.0	99.6	23999	613.275	175.00601	949.5075	-352.15	-639.5135	1047.1116	219.76148080825806
7	117.50125	86.15308	383.55777	5.626528	250.65569	80.53514	393.24927	174.41537	97.04878	259.9	27999	634.35846	190.02103	955.52167	-1489.0471	-657.87286	1139.5916	259.6532757282257
8	194.57077	85.78591	322.74072	43.90991	404.01178	229.12794	1079.4257	239.23253	135.27586	243.6	31999	636.373	185.50749	935.6638	-376.78168	-657.0148	1204.2435	299.45059275627136
9	746.27344	273.8854	1030.733	380.85233	357.7393	52.759808	410.29245	214.27957	652.5	200.0	35999	647.922	185.98338	1095.2709	-357.4998	-669.76575	1070.3615	338.8805890083313
10	375.42404	399.69772	1073.6702	6.3784623	265.8729	30.774206	349.08664	233.73283	310.76923	141.3	39999	749.64246	193.21735	1141.1989	-439.4873	-776.2366	1122.7881	379.1012878417969
11	396.70905	271.9249	1087.154	17.50805	1170.7174	338.3917	1439.5146	543.68024	210.52632	779.0	43999	833.91583	198.78114	1288.0027	-435.09348	-858.0841	1206.7312	420.9811096191406
12	335.81296	80.776825	656.3825	242.17688	314.32974	35.42098	361.5512	260.24158	170.08333	129.9	47999	874.99347	216.26045	1339.1775	-662.66754	-898.46356	1402.8011	462.43211030960083
13	281.79388	57.844017	405.6581	172.23538	180.53207	29.498066	267.12457	161.27563	124.8125	92.0	51999	868.2884	245.42755	1343.8835	-670.15906	-890.40625	1370.7207	504.8347635269165
14	27.708157	74.32842	409.33334	-2.2681754	19.901184	3.9462123	23.369307	13.4449215	38.657143	52.1	55999	885.4459	283.30832	1384.3124	-767.7228	-910.7035	1542.9342	547.4745035171509
15	28.691092	40.185444	282.56717	8.213249	183.67404	121.08787	407.0076	58.324158	60.660713	277.6	59999	919.348	290.64157	1288.9845	-649.98566	-945.3188	2018.1768	592.9434778690338
16	418.03464	159.1531	608.8734	149.19229	269.0763	43.621124	369.6146	204.20357	575.625	187.6	63999	941.4722	278.72086	1315.3536	-915.72314	-966.1016	1770.3861	638.7801373004913
17	239.94087	89.84116	463.69464	97.484314	397.56357	25.08519	472.44424	385.3082	158.12	182.5	67999	945.91583	267.17273	1359.9547	-698.50916	-969.06213	1668.1787	692.0584061145782
18	243.98854	117.58221	547.7955	36.77262	194.7267	70.26055	260.65076	87.263084	132.03334	99.3	71999	919.24005	279.3643	1454.1311	-989.414	-939.60614	1538.752	753.9375419616699
19	214.26353	159.36617	519.2656	24.72488	302.8583	232.4251	650.8976	28.399712	162.125	480.0	75999	897.6676	299.21198	1521.003	-796.0974	-919.08075	1521.5089	824.557107925415
20	158.8738	112.656586	433.1611	25.41553	397.65494	170.42703	732.7035	39.585243	266.4	392.6	79999	900.7259	302.50443	1588.5592	-823.8041	-922.8608	1592.6417	895.9595911502838
21	134.82913	87.48514	413.54544	27.870182	107.32957	53.96288	182.8384	30.598759	176.78261	166.2	83999	931.7506	291.2586	1589.4907	-900.5445	-954.9371	1741.6829	966.6830563545227
22	139.47589	145.88397	526.3458	25.250744	972.7833	0.45567775	973.6022	972.00275	151.33333	1000.0	87999	946.1869	283.08743	1481.9897	-665.9305	-967.9529	1681.11	1040.5547213554382
23	473.46976	266.90802	965.3091	33.746376	421.61743	146.31781	708.663	291.9541	316.85715	189.1	91999	955.095	278.20007	1439.3285	-769.4258	-976.2149	1607.8744	1110.4435684680939
24	459.5774	184.9558	814.1616	110.71819	338.99786	107.172386	469.40573	111.484764	208.05263	192.4	95999	947.8156	281.0308	1554.5132	-914.2491	-967.2358	1622.5769	1178.4932577610016
25	231.66653	109.919525	656.54297	112.1343	238.74776	28.953697	318.80875	209.37811	139.72414	128.7	99999	938.3941	280.7102	1565.7273	-1032.6111	-957.4067	1580.2593	1248.1267266273499
26	309.63245	236.18816	912.6538	143.19601	408.5401	248.58391	882.3967	179.43848	176.65218	202.7	103999	926.9952	279.79773	1416.6831	-1088.965	-945.5695	1563.8337	1319.0589754581451
27	380.97058	253.36366	943.3375	143.99016	470.11102	219.81128	793.06836	98.18244	190.04762	240.1	107999	901.30536	274.05978	1365.8165	-1138.7614	-918.4219	1584.364	1393.0732128620148
28	511.59637	175.12523	783.1905	118.057236	446.63477	262.01102	682.62415	123.3094	238.375	162.7	111999	875.1055	271.1636	1425.9242	-813.0311	-891.9855	1508.3331	1467.9110016822815
29	389.18933	231.7684	861.4095	120.744965	995.90784	9.710849	1024.9568	991.3133	249.8125	1000.0	115999	856.842	266.97556	1459.8951	-1094.6351	-873.22925	1435.8616	1543.597538948059
30	652.13513	384.04617	1242.4116	59.19112	651.9206	151.61975	1029.3954	466.86197	423.77777	305.8	119999	846.3588	255.61766	1454.3711	-916.03033	-862.57697	1402.4078	1617.7698650360107
31	549.366	321.2813	1031.1562	61.278282	743.94086	191.20032	1021.8165	419.2981	438.0	481.5	123999	843.7328	248.19241	1400.7345	-868.5969	-860.09454	1317.0	1691.4268262386322
32	682.5243	277.17	1216.5831	322.52402	684.85895	194.49416	1015.3208	368.9635	427.22223	487.4	127999	835.85895	238.54556	1369.2744	-799.66956	-851.2275	1247.0426	1764.8743677139282
33	635.1677	247.71904	1277.4346	395.93118	448.35043	322.28854	999.56195	113.01632	355.63635	307.0	131999	815.478	221.59142	1301.0248	-688.76483	-829.7066	1151.9475	1835.6931087970734
34	418.371	294.81418	887.08	55.388943	537.8683	23.49994	565.2115	493.87808	226.94444	217.2	135999	790.9372	204.24712	1238.0082	-738.6452	-804.4016	1046.6809	1908.865181684494
