Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	20.321323	26.8406	237.48247	5.01835	42.479336	0.39640656	43.150356	41.932514	22.834286	31.0	3999	11.397796	8.9855	56.780422	-32.8512	-13.317065	1.073555	30.869946241378784
2	18.628334	15.175503	126.710625	6.0106716	39.429028	1.2246759	40.707687	36.927246	22.642046	22.4	7999	93.8494	54.740772	315.2066	-148.55151	-107.787766	60.614647	73.42453455924988
3	46.349495	61.5301	219.48224	6.0774403	135.84944	5.105372	145.19385	125.903496	34.833332	80.5	11999	446.7258	189.86465	923.45337	-425.09076	-496.49194	1185.2931	115.82688570022583
4	30.097614	52.302593	201.9112	-0.6196798	75.6454	12.725454	92.67533	46.28565	41.4433	106.6	15999	709.4446	196.48306	1045.2815	-1855.3546	-750.064	2081.8003	159.81413769721985
5	130.79318	183.43343	629.66943	11.256527	1042.8752	0.42485875	1043.4944	1042.0599	105.90909	1000.0	19999	809.24274	233.10849	1464.2128	-466.6202	-849.1844	2413.894	209.31076335906982
6	313.09375	302.56485	1035.182	37.85879	258.8357	46.472305	319.07242	165.1708	262.35294	116.5	23999	923.4603	241.85571	1522.4077	-650.22705	-962.73865	2544.9578	253.46065306663513
7	264.68433	85.011215	462.6411	30.548603	250.50034	31.881016	283.6642	206.45815	126.84375	127.2	27999	1056.4198	278.52536	1672.715	-498.39462	-1100.1365	2954.962	297.9839680194855
8	278.29904	97.08486	512.77985	36.406464	169.65416	183.82603	538.17084	20.548275	145.26923	155.8	31999	1114.1454	318.24835	1547.0377	-595.01245	-1151.703	2869.715	343.2580301761627
9	333.7169	117.85503	646.17474	71.67903	600.2713	159.28426	829.31165	275.2817	193.14285	380.4	35999	1119.677	339.19278	1620.5914	-554.0705	-1154.9235	2645.2217	389.1271893978119
10	634.5047	345.09918	1059.6876	107.83539	186.30579	111.317024	455.29758	122.69571	437.55554	124.9	39999	1126.3704	347.96555	1556.162	-625.9951	-1159.1365	2396.7725	433.98959398269653
11	331.3409	276.63693	823.0322	21.482914	254.39517	12.717626	287.2938	241.84506	263.875	140.9	43999	1112.9823	338.1755	1508.507	-664.7747	-1142.4476	2255.5266	478.7043528556824
12	232.72244	89.09124	374.8071	21.140139	441.88168	45.397728	510.62344	345.54242	119.42424	207.1	47999	1087.8096	338.79028	1592.0323	-801.1939	-1116.4192	2084.5872	523.8817236423492
13	374.08084	214.02281	1012.3069	114.99164	1060.1644	22.014515	1105.5522	1034.973	236.0	1000.0	51999	1067.9052	343.12787	1735.5674	-571.74976	-1095.4836	2199.853	575.195741891861
14	562.98224	301.02316	1056.4565	278.85562	259.76886	8.445818	276.28702	243.29852	458.125	144.8	55999	1078.1526	339.85864	1624.8192	-1155.2516	-1105.5792	2207.1597	622.0141117572784
15	371.05206	170.52382	925.6867	255.4674	303.52637	76.30612	471.2475	242.14673	219.0	167.5	59999	1072.8184	339.83203	1655.2096	-644.23804	-1097.8445	1939.8452	669.7647862434387
16	152.00453	153.61975	448.51212	13.292807	354.02472	184.01271	657.0017	83.80874	117.64286	280.1	63999	1054.3209	342.1964	1600.4706	-714.80493	-1078.5117	1993.7855	720.4422566890717
17	565.5223	226.38948	922.46747	272.9439	853.1507	353.26337	1246.1937	241.98154	558.0	605.8	67999	1046.9489	342.51627	1576.1135	-642.14386	-1069.8143	1955.823	778.0729095935822
18	1149.1941	84.29917	1210.5355	1004.5322	1069.5532	29.49993	1121.7653	1037.4146	1000.0	1000.0	71999	1027.2188	327.3619	1540.1544	-679.00885	-1048.1123	1649.05	842.5351691246033
19	873.66376	197.54689	1136.031	524.1905	700.3236	351.7659	1126.1508	262.1867	773.4	632.6	75999	1006.27545	313.0171	1409.1321	-1051.5929	-1026.4581	1380.68	909.1097424030304
20	362.18015	299.43723	1039.5701	86.30658	221.54199	52.09679	265.57132	70.33786	291.4	121.2	79999	985.97296	289.13004	1369.8252	-870.1594	-1004.4055	1384.1637	973.2878799438477
21	983.8597	457.248	1335.2479	90.59627	278.67664	227.20224	931.09644	116.04466	761.2	253.4	83999	949.88666	256.7238	1342.3223	-667.07947	-966.8301	1228.3414	1041.508324623108
22	250.24246	242.26605	1202.3617	27.232796	590.23035	354.10077	1303.6644	227.00845	180.09525	302.6	87999	923.09454	234.57288	1233.7996	-771.5272	-939.3831	1124.9692	1111.610300064087
23	645.7994	264.19202	1029.7749	229.14217	1024.2902	551.9326	2192.7144	307.57846	328.30768	540.3	91999	892.5697	223.89148	1214.4987	-950.06067	-907.8807	1071.197	1183.1382920742035
24	866.8257	486.4578	1592.6525	313.89655	461.57562	131.42226	721.6375	316.4941	565.4286	252.4	95999	860.5129	215.40373	1180.4806	-1000.00854	-874.9427	931.9345	1253.9111568927765
25	1021.9653	590.3177	1854.2037	304.45743	505.57602	226.61505	944.4381	250.70195	554.4286	266.7	99999	827.31946	204.7861	1138.9817	-1867.4314	-840.5608	878.7851	1324.462518453598
26	527.43854	317.40024	1395.8455	251.58926	921.3517	465.77313	1671.251	307.64142	302.42856	565.9	103999	789.33466	196.46533	1084.1514	-1295.2424	-801.2351	747.54834	1396.625962972641
27	648.0939	529.85754	1912.1332	225.07942	1054.6494	519.3583	1670.9176	356.32336	356.27274	623.6	107999	747.0648	184.71501	1040.1531	-1099.2046	-758.1578	649.8004	1469.4936199188232
28	698.72943	449.85617	1622.3062	46.499573	26.691996	2.0908325	30.254316	22.95568	313.91666	21.5	111999	713.16614	177.89905	975.2092	-726.31726	-723.7449	592.9404	1540.7438361644745
29	380.59015	344.2718	1342.885	24.46336	880.84265	303.6063	1033.5342	272.02597	241.88235	851.4	115999	683.4171	167.01949	930.2018	-914.5585	-693.6575	534.88074	1617.094754934311
30	790.14667	430.53427	1232.462	114.2125	995.68097	0.6329569	996.46765	994.8241	692.8333	1000.0	119999	660.6853	143.871	918.7461	-840.22565	-670.21185	518.6138	1696.5460546016693
31	504.88458	300.13977	995.0976	48.079304	357.45145	177.32324	663.3584	214.52734	353.36365	160.2	123999	637.5764	128.62773	916.18726	-882.1272	-647.23895	472.23282	1769.5295066833496
32	2023.0759	499.64194	2769.9949	1337.4294	1810.9783	274.98657	2203.3196	1270.6711	736.6	849.9	127999	650.3546	132.74115	915.3758	-736.112	-661.1522	473.63824	1846.0534999370575
33	1248.6738	376.27332	1730.0759	716.59064	891.8668	282.0505	1454.202	493.6924	722.0	487.5	131999	650.40424	133.32007	878.77075	-780.5751	-659.8464	455.3224	1920.399885892868
