Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	17.2136	10.3803425	68.71609	5.00051	42.285923	0.86876315	43.34266	41.241398	21.610811	24.5	3999	9.339115	6.6678915	37.525707	-10.870248	9.339064	6.6688995	37.22537	-10.021135	-0.45672095	1.8583443	15.388812	-11.628358	-10.467838	1.2484986	49.0037727355957
2	19.259031	19.249327	178.14859	4.821247	169.35983	2.1371765	172.21379	165.37433	22.310734	85.9	7999	41.50242	20.83422	156.34973	-178.05913	41.503727	20.850895	154.97897	-159.9655	1.72957	2.5457854	34.39322	-12.456797	-45.825	20.023369	115.60466408729553
3	52.26333	69.6611	230.89693	4.42608	64.75103	80.72169	226.8403	22.706379	36.089287	39.6	11999	113.42494	38.582268	218.82399	-117.9044	113.42589	38.62139	233.49127	-114.498436	3.1456878	2.8346362	43.121777	-11.584284	-122.39745	115.30136	180.85630249977112
4	173.95862	75.440025	238.37524	9.213363	199.9057	2.6515062	204.45897	196.69283	83.375	93.1	15999	151.85193	42.145176	216.56863	-92.97532	151.85336	42.165276	218.63605	-79.98291	2.6558063	2.9389966	39.148235	-11.073331	-159.13524	141.48933	247.68846797943115
5	234.19025	37.261086	329.89178	163.71193	270.9346	43.65303	323.16913	224.70084	107.19444	130.5	19999	166.95486	50.759403	243.05508	-261.83594	166.96422	50.751167	246.3752	-487.5116	2.7251744	3.0052366	41.387146	-12.766132	-173.49245	122.75009	314.7170407772064
6	469.42188	152.47472	875.95514	292.55722	107.555405	1.0203958	109.04959	105.3835	272.66666	65.0	23999	179.0485	56.782543	291.86633	-113.64003	179.0541	56.773502	291.15054	-114.84986	2.7839935	2.9812248	45.505955	-12.315076	-185.15471	102.02952	382.269490480423
7	319.83295	76.335594	472.41507	63.33005	327.77545	1.833621	331.7402	325.16754	157.6	148.3	27999	190.71841	59.065212	287.50653	-89.7151	190.72284	59.04773	283.66537	-98.2012	2.7178087	2.969065	42.23505	-10.381063	-196.31203	95.380905	450.10417222976685
8	304.3963	33.140545	421.68515	233.64993	321.62582	1.3491708	324.29498	319.8775	131.29033	138.7	31999	190.13434	61.952747	265.19885	-116.55746	190.13782	61.933754	266.4043	-104.79946	2.2974339	2.9512796	47.72418	-11.061879	-194.7936	87.53561	517.4623687267303
9	321.95813	62.349476	480.0178	93.896935	321.05194	3.0499332	329.34854	318.28766	149.6923	136.0	35999	181.64586	62.424927	262.68512	-98.13099	181.64471	62.426037	258.0461	-134.66737	1.9272566	2.8774002	43.696743	-12.3681	-185.38431	65.51993	584.0668416023254
10	294.56464	36.848923	360.70248	171.2474	264.90213	2.1836002	268.1942	259.19357	126.84375	111.0	39999	171.0975	63.058876	255.26541	-103.209335	171.09966	63.046898	256.60745	-141.7744	1.650978	2.7260978	44.789474	-11.316208	-174.20737	61.76118	652.7645099163055
11	300.54163	37.43598	356.99747	223.8669	329.35684	4.53576	335.40265	320.38202	127.40625	143.2	43999	161.13893	62.271805	238.95804	-108.06466	161.14197	62.262093	236.5521	-109.17973	1.3917238	2.5716598	51.31001	-11.601875	-163.80624	50.269085	722.0832695960999
12	325.80917	11.623353	343.4895	297.9782	326.17038	2.028531	330.5021	322.8507	139.21428	145.3	47999	151.18916	59.431683	231.35437	-110.34551	151.19081	59.408592	231.5254	-155.49648	0.9855867	2.4278648	36.34378	-12.470354	-153.45726	43.057503	791.3094782829285
13	340.632	78.60836	694.2046	223.64806	290.2131	125.611725	519.942	156.25739	156.3077	192.7	51999	141.69627	54.85403	215.62502	-106.2323	141.69724	54.843586	214.68459	-103.96775	0.6708413	2.3714838	36.267475	-11.617533	-143.55884	33.915127	863.2958595752716
14	340.55142	91.752174	621.2685	126.73092	462.47568	42.619583	529.5395	407.5637	153.08696	228.8	55999	134.62572	49.69399	201.55165	-119.09027	134.62769	49.6778	197.9129	-123.22646	0.52744263	2.33726	36.546818	-12.821249	-136.23865	31.916756	937.0879077911377
15	464.636	188.67517	1047.5588	300.24902	340.20032	1.4192091	343.1572	338.15683	262.88235	124.3	59999	132.07	45.52428	187.38274	-125.45279	132.07062	45.50999	186.01837	-121.46056	0.37734124	2.252748	45.11646	-11.375583	-133.52794	27.953434	1010.3154230117798
16	332.9983	49.810215	459.32367	179.94235	310.434	1.8913571	312.61584	307.8411	139.65517	130.6	63999	130.40501	43.738472	182.40651	-100.4399	130.40553	43.728924	182.65044	-100.24974	0.34678477	2.260292	40.92618	-12.972969	-131.80206	24.855808	1085.4488670825958
17	447.85132	83.18745	614.47766	294.56366	427.60333	20.156696	448.67947	389.6814	156.12	155.2	67999	130.55096	43.508816	191.03575	-92.81257	130.5508	43.506638	193.42874	-126.29483	0.3782222	2.2617085	37.980164	-11.81255	-131.83147	22.353352	1164.0793704986572
18	476.28146	98.46752	720.8722	301.7216	529.82806	36.931057	569.01434	455.0347	167.04167	165.1	71999	132.42873	43.761787	203.08453	-111.74103	132.42892	43.753056	201.90161	-100.30079	0.48634383	2.2831476	44.858105	-12.945987	-133.72534	25.293621	1251.9807357788086
19	513.80695	83.51178	687.9703	336.09763	612.6455	72.10301	728.2245	544.5068	173.13043	218.6	75999	136.09564	45.315815	218.78835	-78.9971	136.09601	45.310513	211.23897	-78.51214	0.7701375	2.4208992	47.790176	-11.19211	-137.50928	24.927145	1349.9887290000916
20	532.3117	149.62445	738.9171	39.315815	466.47943	205.1316	572.514	56.20686	179.45454	155.0	79999	143.55653	48.617844	267.31653	-105.32442	143.55785	48.613007	263.34464	-86.866585	0.9784478	2.4408305	44.08882	-14.592428	-145.09425	28.164501	1459.3136112689972
