Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	1.8201882	6.153271	38.387993	-10.772806	232.67892	139.89526	433.81934	77.58734	21.074074	251.4	3999	9.39871	7.956461	39.918938	-15.083096	9.398231	7.957159	38.97763	-12.839477	-0.023724096	2.9364889	13.307365	-14.734011	-11.691193	1.5371914	84.89842391014099
2	2.815345	6.6601686	49.969032	-9.802667	527.70496	324.16876	1040.5889	251.15883	20.115578	448.9	7999	53.40711	26.078386	124.46581	-32.044533	53.408	26.076555	124.77183	-33.172207	4.9155736	3.6691513	36.854965	-14.419551	-60.30168	17.957571	199.50868034362793
3	13.988622	50.100643	369.52127	-6.006724	160.08159	278.11746	723.40607	-12.87686	34.175438	316.0	11999	105.60699	29.464947	178.51244	-54.791286	105.60345	29.474813	179.05008	-51.08919	3.4011521	4.942361	57.494743	-14.871649	-113.3135	58.9817	314.1024749279022
4	48.504894	77.93616	242.70874	-43.817158	101.79372	96.64629	249.91357	-5.0509467	144.03572	171.1	15999	109.99193	29.23333	176.77791	-46.96313	109.9957	29.231438	175.79642	-44.68886	0.7705303	4.4131713	46.76014	-13.862401	-115.02052	53.331696	428.623970746994
5	178.09682	96.58396	417.7917	0.38158295	262.3978	19.90641	280.51984	206.71893	138.24138	135.4	19999	105.39928	30.123722	189.65933	-60.025936	105.40276	30.107643	188.01779	-48.0969	0.55034757	4.0342546	39.040234	-14.23895	-109.307	55.79432	545.4471521377563
6	214.45143	53.306805	318.35687	118.35327	268.7836	27.005926	335.46863	229.76923	166.58333	151.9	23999	106.68373	30.608706	184.04079	-55.20425	106.68505	30.595966	185.28682	-50.781036	0.727057	3.974676	39.324173	-13.656284	-110.0451	54.9351	661.8659107685089
7	242.1799	109.67395	447.37045	-13.349619	270.37112	40.18799	382.6077	241.94077	173.78261	138.8	27999	105.7924	30.099148	172.94394	-65.02176	105.79265	30.081556	170.14505	-53.990246	0.4244971	3.8825138	36.75297	-12.416456	-108.51312	49.843037	776.8251819610596
8	213.96106	89.63401	371.75845	42.621475	69.450806	109.40759	386.64926	-17.484978	167.54167	188.4	31999	102.86517	31.185226	162.01295	-56.833115	102.86475	31.174446	162.01123	-90.58416	0.3805084	3.6574209	37.34503	-15.484593	-105.22836	48.322964	892.4734890460968
9	267.95663	126.52901	534.9959	48.63431	298.56665	33.236706	363.17584	247.56711	190.33333	201.0	35999	101.15295	31.001953	155.99326	-59.553352	101.15322	30.987885	158.69301	-99.870384	0.2596232	3.613789	46.35317	-14.773012	-103.224556	45.152336	1007.6364710330963
10	251.88107	90.02555	411.7276	18.491982	36.854397	20.075396	73.6815	12.838783	188.57143	136.9	39999	99.27011	31.293299	157.3657	-70.804985	99.26782	31.284882	158.33783	-67.49584	0.27218938	3.515659	38.27042	-13.899922	-101.10676	41.634624	1122.5646061897278
11	234.70178	113.051476	479.3781	57.244022	253.1954	282.89694	838.97095	39.185722	191.95238	385.7	43999	98.29874	31.958405	154.27832	-58.9654	98.29789	31.947615	156.8983	-46.8707	0.42350993	3.4949815	44.262383	-12.876118	-100.041794	40.474796	1239.2148473262787
12	303.33508	84.55161	478.902	100.10469	453.33887	186.89268	972.3665	250.32706	213.83333	411.8	47999	98.2147	32.288624	154.64024	-129.76524	98.21454	32.285213	156.09552	-80.400116	0.40591958	3.4155076	44.054127	-16.344044	-99.821625	39.559258	1356.0388209819794
13	270.83737	104.177536	431.22778	56.386948	364.81537	30.193155	411.46555	316.36227	185.09091	198.3	51999	97.87866	32.11121	151.96971	-62.13794	97.87903	32.10969	155.15575	-42.857063	0.3314552	3.3748507	40.322376	-16.125418	-99.31594	36.56345	1470.3074748516083
14	307.4453	93.086945	510.38354	73.78001	15.437543	0.6826747	16.816236	14.354558	170.5	35.6	55999	97.25891	32.511993	153.90712	-58.636776	97.26036	32.506866	154.93987	-90.823784	0.17024419	3.3460293	44.934998	-13.833576	-98.62217	35.16547	1585.2928738594055
15	312.34143	87.149284	442.8149	22.879013	274.83264	5.545171	286.0139	267.44498	167.91667	140.7	59999	96.98413	32.941498	154.7004	-61.888206	96.98401	32.93396	154.02315	-73.66163	0.0052388487	3.26406	39.58662	-13.83457	-98.23089	33.78397	1702.143302679062
16	312.63287	69.55071	431.64468	120.12136	246.31958	7.0074606	257.29187	230.81194	170.34782	137.5	63999	96.85073	33.08357	157.51353	-67.09047	96.85097	33.07762	156.08325	-57.12119	-0.013374616	3.2914212	40.218426	-12.50674	-98.05469	30.762955	1819.5101158618927
17	345.7887	99.970695	518.9407	22.376137	428.15997	19.307344	470.38998	395.27744	186.68182	219.9	67999	97.13083	33.060165	156.54742	-95.016045	97.13153	33.047943	156.18803	-76.00343	-0.12935136	3.2729807	46.396023	-12.514579	-98.23565	29.896946	1938.5015330314636
18	285.41397	85.44288	455.93433	15.557677	335.69397	22.28228	379.72873	297.0843	145.96297	139.3	71999	97.97819	33.083492	159.49141	-90.051506	97.97792	33.076878	159.41545	-68.679634	-0.118876256	3.3143497	53.287445	-12.211233	-99.04642	29.027563	2059.710228204727
19	310.06375	49.477966	420.59384	212.75801	339.18582	58.821774	447.73785	281.13177	155.76923	153.8	75999	99.42793	33.383503	161.87695	-63.114952	99.42828	33.377937	160.79242	-60.487423	-0.19317251	3.2617295	44.65153	-13.186095	-100.44523	27.380457	2189.0110034942627
20	313.90988	77.46215	601.92584	231.75659	349.87375	10.383617	370.63464	333.12585	160.52	162.7	79999	100.99051	34.046722	163.05554	-55.794918	100.99007	34.04273	163.41927	-66.35158	-0.23661962	3.2762017	51.258537	-13.063671	-102.00673	27.045479	2323.5666098594666
21	316.13562	100.912445	586.4412	105.996315	332.64374	11.69253	360.6121	314.15503	156.52	161.2	83999	102.71809	34.893093	165.28514	-90.56824	102.71766	34.886433	165.1728	-52.40886	-0.299331	3.2039814	48.659718	-13.453271	-103.68739	26.314783	2460.5014119148254
22	279.78815	95.7549	512.54755	38.575226	273.26505	13.24126	304.64157	254.3152	137.86208	123.5	87999	104.21696	35.791702	179.77734	-81.37852	104.21651	35.78853	177.4602	-74.67347	-0.28134534	3.2033274	53.967308	-15.576282	-105.2052	26.793602	2598.2840943336487
23	308.21832	45.296192	436.85635	246.46973	546.2968	178.86943	882.8581	373.40952	153.6923	348.5	91999	105.5527	36.22133	176.2632	-73.32159	105.55232	36.212482	179.30975	-67.40924	-0.40018582	3.161882	54.581345	-13.655617	-106.47094	25.41223	2739.0932428836823
24	345.82596	98.760414	578.98175	227.50334	343.19034	56.24943	423.27646	291.61087	177.17392	142.5	95999	106.40342	36.860867	175.49985	-74.03122	106.40212	36.85495	176.74011	-80.44135	-0.43397924	3.1381502	64.12355	-12.826881	-107.29422	25.375265	2877.99493598938
25	292.95163	68.55452	442.41794	163.79085	291.7603	13.774503	321.35043	277.36578	140.85715	141.1	99999	107.45743	37.444363	178.69075	-55.6406	107.45659	37.43833	181.59018	-60.32061	-0.39407903	3.1162248	67.44509	-14.8099375	-108.327126	24.715992	3017.385057926178
26	340.27844	78.29284	571.1246	223.57892	296.67868	10.905667	310.7791	273.29	158.48	149.8	103999	107.85254	38.102505	179.78122	-60.0924	107.85229	38.097427	180.06454	-67.11966	-0.37573552	3.1323023	59.20239	-15.172359	-108.6951	24.892702	3157.181770324707
27	314.47253	66.34968	489.81995	229.08931	336.52014	60.524498	418.8596	264.75168	155.57692	133.6	107999	108.56877	38.29207	179.13478	-70.71247	108.56829	38.28696	182.07365	-64.89234	-0.47350606	3.1274223	73.89608	-14.422112	-109.39299	24.924503	3298.3490562438965
28	318.6573	99.92704	534.0352	27.774265	320.48114	4.0862365	327.16885	315.06833	141.82143	139.1	111999	109.3673	38.437695	181.1004	-73.133026	109.3671	38.437523	182.89194	-96.51103	-0.48801553	3.1105785	63.638683	-12.8054695	-110.14409	23.594402	3438.076024055481
29	341.37512	91.52145	644.57	210.5595	406.55234	57.06228	490.29626	294.27246	156.03847	142.3	115999	110.25041	38.636192	186.65298	-60.110317	110.24924	38.633423	186.73407	-66.04893	-0.5076206	3.0572646	62.30468	-15.210806	-111.00677	23.829645	3578.232665538788
30	337.84232	94.84055	603.5087	238.93274	274.59866	26.447334	327.2389	235.21103	164.70833	126.7	119999	111.30916	39.004753	186.74982	-70.764984	111.30839	39.003082	187.56694	-82.73159	-0.5411748	3.0423036	46.28953	-12.729944	-112.06715	23.728981	3719.04740357399
31	316.4139	68.140785	446.12927	181.81155	369.85422	53.373814	455.30624	310.20316	154.24	178.2	123999	111.96146	39.44462	184.83292	-70.62847	111.96119	39.439312	182.40361	-100.67698	-0.53870666	2.9959202	48.083206	-13.017237	-112.68471	23.914463	3858.747194290161
32	322.8516	104.69155	505.82477	28.391428	445.7932	22.458477	468.05115	395.5637	162.36	176.1	127999	112.56547	39.705143	187.62228	-66.31855	112.56522	39.70299	182.72237	-73.594154	-0.5885463	2.9814188	47.88385	-17.537357	-113.29128	23.11916	3999.5990612506866
33	351.56824	68.94365	473.60886	235.7609	301.8818	35.10793	380.72787	267.89725	172.08333	143.1	131999	113.02691	40.075817	185.29002	-69.20638	113.02671	40.068233	185.02394	-70.78198	-0.599416	2.976091	57.490936	-13.5711975	-113.71055	24.096727	4140.741911888123
34	314.88376	110.45849	531.0967	22.763544	368.74078	58.86908	484.29385	260.0488	161.48	200.7	135999	113.43648	40.428177	187.91705	-62.706432	113.43589	40.425594	188.84738	-73.83795	-0.6366645	2.957982	51.875362	-15.9221735	-114.09716	22.4455	4281.494812965393
35	325.82294	97.77859	527.9015	25.028683	542.534	139.89597	698.7347	170.0663	156.76	275.6	139999	113.78944	40.349197	187.1981	-99.16891	113.78898	40.34253	186.85146	-68.31797	-0.61945117	2.9459002	50.470505	-15.162386	-114.459274	23.016373	4422.093976020813
