Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	15.43982	12.444424	120.196594	3.9263768	136.81279	1.0141869	138.11632	134.37007	19.650246	70.5	3999	10.250081	8.228822	61.68965	-9.728899	10.250787	8.23439	60.713318	-9.5914955	0.3493041	2.373401	19.90118	-14.428047	-11.821695	1.3042513	54.380813121795654
2	17.991413	16.649595	185.71478	5.375991	337.55606	40.60451	402.7136	232.0932	21.206348	170.3	7999	49.67414	23.000675	151.38123	-50.675793	49.674736	22.99974	154.14249	-43.844704	2.559691	2.9536278	30.822218	-11.5990305	-54.798428	21.058956	130.06018567085266
3	49.874207	67.23888	273.65134	5.8772855	184.90878	2.2355251	188.96135	179.8406	35.801804	87.7	11999	114.72276	41.213078	274.4005	-61.690933	114.72433	41.195766	261.07346	-79.481964	3.2479835	3.1407683	48.42294	-13.051922	-123.966606	102.517525	206.6392900943756
4	209.51118	24.949453	295.49548	158.35245	235.82515	2.4630358	240.78009	232.53146	108.54054	133.5	15999	156.10954	41.13025	262.4471	-65.782074	156.11111	41.07249	256.40652	-87.977264	2.4364932	3.2104976	52.393887	-11.753011	-163.32562	156.9507	283.8107874393463
5	273.43262	51.47879	397.6573	205.38109	271.96506	2.2592058	276.02707	268.6482	132.3	124.6	19999	164.15546	46.76959	264.83478	-72.69052	164.17072	46.6848	259.2768	-72.33015	2.5151172	3.3314874	80.49558	-10.467769	-170.31554	111.45775	362.44502687454224
6	322.92752	81.47107	461.365	33.906948	280.5302	3.4412787	287.56134	276.9456	153.15384	132.9	23999	169.74718	47.51504	258.05573	-274.31058	169.75226	47.48813	260.5709	-217.20341	2.4944203	3.6045961	135.0118	-11.187282	-175.33662	104.97853	439.6010103225708
7	280.9232	78.40075	394.02432	48.57375	243.5522	4.3481927	251.74458	236.3478	145.51852	140.0	27999	172.78528	51.198227	243.3422	-104.196625	172.79231	51.167263	239.68927	-94.52636	2.1373336	3.1236396	68.88054	-10.981106	-177.45787	97.44036	516.869665145874
8	267.30698	18.293686	311.6414	218.79312	330.26083	9.784827	349.45724	322.02948	130.67741	153.8	31999	169.0951	54.781075	232.70227	-113.200714	169.1035	54.730026	227.73764	-87.288055	1.6380414	2.9773517	63.224636	-11.335863	-172.91084	76.46889	594.502587556839
9	344.76477	116.07718	792.2498	206.63216	268.7046	21.261728	306.58624	240.54071	139.2069	116.3	35999	159.6718	54.334408	279.5462	-81.57848	159.67526	54.320198	288.77673	-85.00815	1.5147043	2.9202664	52.283657	-11.028446	-162.97835	65.626625	669.5247759819031
10	184.02957	160.04016	604.06445	35.997955	76.08832	1.0966619	78.23185	74.65887	99.075	63.7	39999	155.4945	54.189087	286.9764	-166.72855	155.49709	54.193886	289.36758	-139.63144	1.7593342	2.8945856	57.799885	-12.860724	-158.6016	79.25296	745.9249119758606
11	286.95816	157.05624	777.92487	74.791115	350.21454	29.586918	407.34738	325.17526	145.77777	162.7	43999	161.35303	54.2894	275.0892	-101.73489	161.3567	54.271988	277.35013	-116.46261	2.3575046	2.804544	36.622425	-12.697935	-164.71938	82.36363	822.5904140472412
12	500.8935	88.90093	665.3789	329.60727	692.62354	9.901455	712.1819	681.8449	195.66667	262.9	47999	165.63205	57.915	261.39	-114.258125	165.63528	57.89026	261.93973	-89.7179	2.0641704	2.7617397	39.81491	-12.880657	-168.62857	73.34633	899.2714855670929
13	605.7998	72.93813	715.1756	499.1852	524.4201	4.7921605	530.8766	518.42725	228.82353	212.1	51999	165.53918	57.514755	254.84816	-87.422935	165.54506	57.484734	257.55087	-127.55067	1.841934	2.8348904	46.309376	-13.649046	-168.45497	67.844765	977.3697667121887
14	498.692	159.29485	671.3251	10.042511	704.2955	13.254158	730.2858	688.0712	179.36363	247.4	55999	167.0993	56.641975	255.8948	-93.98217	167.10414	56.62384	254.03403	-100.21301	1.7093245	2.7957065	40.269413	-12.171948	-169.77684	64.41702	1059.9404845237732
15	530.261	135.20291	722.9035	64.39391	632.9391	4.3057027	640.5499	624.39136	193.95238	220.4	59999	166.13425	55.8861	249.20766	-106.399704	166.13757	55.87523	251.38725	-92.7547	1.6101328	2.7389464	41.028454	-10.948696	-168.41086	60.463837	1143.3047626018524
16	645.74524	214.3071	1013.7709	172.0497	554.16785	37.000267	574.198	443.96152	235.52942	237.7	63999	164.3263	53.650543	259.95737	-84.08339	164.33202	53.636917	262.55377	-94.978035	1.4279375	2.7933147	61.108063	-11.219041	-166.29422	59.281475	1228.2738461494446
17	801.6845	239.08046	1279.2787	358.2844	962.4579	17.202986	980.67334	928.46265	305.92307	356.2	67999	164.09367	52.742004	260.55106	-98.095665	164.09828	52.7243	259.67184	-98.633575	1.3490245	2.7184434	56.519913	-12.095344	-165.95406	57.29405	1317.6953604221344
18	727.2956	157.55281	949.4595	403.7092	920.757	46.71712	1058.9011	893.7309	267.4	303.4	71999	164.35564	51.17582	260.86765	-84.03017	164.36139	51.151436	259.2177	-89.96595	1.2326902	2.6840067	42.870804	-11.661185	-166.08826	53.47007	1413.8733694553375
19	959.77716	191.48717	1393.1053	732.26447	1022.4943	0.6802539	1023.40894	1021.23376	394.7	1000.0	75999	165.14027	50.395874	248.43666	-109.303505	165.14555	50.37013	248.54677	-89.0023	1.1862092	2.670253	47.658054	-10.530743	-166.77316	50.85275	1526.009513616562
20	1059.6024	179.34254	1411.7375	862.24866	819.28406	9.672077	831.18524	800.51483	563.7143	318.0	79999	166.96289	50.079742	245.64441	-86.12509	166.9677	50.056988	243.1141	-74.44337	1.165357	2.676005	51.440807	-11.135625	-168.58363	51.64676	1639.030701637268
21	817.91125	101.59522	1082.7295	687.2124	766.9529	9.490517	783.2472	758.6653	297.2857	241.9	83999	169.29259	49.166008	250.24539	-89.29341	169.29543	49.15364	246.02715	-103.80871	1.0993196	2.686876	75.62876	-12.154197	-170.87752	50.763706	1753.239200592041
22	625.7959	113.78897	816.1138	365.4246	701.58734	8.896999	715.4976	682.84204	214.52632	205.8	87999	171.41322	49.25684	244.17747	-65.06889	171.4153	49.247116	243.37552	-71.76582	1.097226	2.6110759	37.206787	-11.638569	-172.8918	47.60655	1867.560426235199
23	649.36224	70.77881	752.2177	540.7488	806.17395	198.06506	1127.0873	630.5675	215.55556	282.1	91999	173.75887	50.255985	244.7845	-146.94902	173.76257	50.245045	245.24599	-125.106026	1.0975035	2.6285965	34.684177	-11.12281	-175.16306	49.033634	1983.0167210102081
24	631.7141	122.828	848.65735	323.10153	612.22876	45.94694	679.5846	545.186	203.8	183.1	95999	176.07841	51.86553	245.21303	-107.41493	176.08186	51.857002	249.73383	-118.82075	1.0573394	2.551912	34.954483	-11.189922	-177.40704	46.708897	2093.9379229545593
25	583.9532	169.15909	723.3244	70.86907	54.793694	0.796006	55.602528	53.465393	191.42857	37.6	99999	178.27167	53.019653	246.93211	-76.3716	178.27483	53.017582	248.6829	-94.12515	1.0318378	2.5150647	30.995995	-10.685482	-179.64583	45.627525	2203.3964760303497
26	657.3822	256.7711	1126.9606	87.329124	885.83514	7.8724856	902.0812	875.96606	216.16667	272.7	103999	179.78166	53.544453	244.41713	-123.37893	179.78392	53.543953	246.95264	-102.25054	0.948948	2.5077534	39.957268	-10.641095	-181.02484	48.27375	2310.66948223114
27	735.7593	154.61488	1168.2721	519.8089	745.9309	58.312614	872.3792	712.67596	232.58824	238.4	107999	181.15948	53.337814	250.53728	-90.66331	181.16154	53.33755	249.87099	-97.62287	0.88458365	2.486051	33.807007	-10.949941	-182.34845	49.63268	2420.807378053665
28	704.5947	95.30072	1080.2389	617.8555	547.3135	6.1761007	555.65485	534.87994	220.72223	165.2	111999	182.40565	53.440914	251.59938	-100.74613	182.40706	53.437946	251.57751	-79.521164	0.9069846	2.472045	48.469894	-15.055057	-183.61476	43.9953	2529.6528174877167
29	747.97327	123.83509	989.89813	567.63873	568.9657	2.6883667	572.58875	564.0486	230.72223	172.1	115999	183.887	53.920376	247.965	-103.5475	183.8893	53.91574	248.80716	-97.888504	0.90893877	2.5515606	58.93097	-14.212473	-185.05215	43.04491	2640.6251759529114
30	685.728	110.24056	966.55145	507.81604	624.5707	20.164366	670.8172	605.0096	213.36842	184.6	119999	185.0785	54.737034	261.46902	-97.89679	185.08154	54.724457	256.26562	-144.9132	0.84924096	2.5151231	54.92134	-12.56404	-186.15506	41.720375	2748.2658371925354
