Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-40.129623	82.38846	34.276237	-317.48022	-171.46019	256.79044	-40.152275	-931.21326	146.2963	62.8	3999	10.422149	11.542552	70.74073	-7.0403833	-13.728948	1.1706927	40.76658391952515
2	-100.00125	137.27077	12.7954	-412.19446	-350.66852	867.04846	-30.222254	-2949.9446	250.9375	121.1	7999	191.9439	123.958565	550.5502	-116.63447	-218.13974	75.26828	96.34263634681702
3	-136.57768	473.80777	42.725666	-2610.2227	-401.49396	878.0838	-35.96261	-3031.0435	114.06896	137.2	11999	950.54126	301.89236	1607.7709	-451.88913	-1016.40955	1427.0166	152.65722060203552
4	-669.5718	1079.3549	-16.232866	-2726.5293	-87.881195	35.355934	-35.134216	-157.81744	252.27777	32.6	15999	1553.4451	153.44029	1982.2906	-1902.506	-1593.2906	1873.1403	208.1881618499756
5	-1231.8976	1271.3167	-61.258186	-2734.5876	-361.5706	845.59314	-24.63722	-2888.797	464.77777	126.5	19999	1695.5974	126.94902	1932.7825	-1464.3942	-1720.9924	2027.8838	264.77240896224976
6	-162.18227	413.143	-21.594791	-2663.3596	-711.5648	1117.6902	-49.768307	-2956.5662	61.032787	242.3	23999	1589.832	141.83362	1896.8146	-1783.8608	-1607.4742	2994.599	323.64358401298523
7	-344.03125	753.7388	-21.01827	-2675.4631	-675.0786	1157.7416	-23.14077	-3012.6743	130.40625	224.3	27999	1415.9801	144.99095	1676.3579	-1029.5033	-1431.5812	2710.7925	380.965359210968
8	-394.26624	787.3254	-12.117226	-2624.6292	-328.03525	622.3897	-32.86964	-2187.9963	151.96297	113.1	31999	1265.2694	145.30167	1518.4812	-916.1516	-1279.6937	2048.0203	437.93150305747986
9	-510.07797	953.1932	-21.796066	-2675.1345	-502.71075	841.96234	-69.27589	-2913.401	193.33333	169.2	35999	1128.0472	136.97176	1392.1328	-1189.973	-1139.694	1483.7932	495.6984312534332
10	-643.1919	1007.1434	-26.523443	-2624.7095	-650.8348	1134.1963	-22.854858	-2956.427	246.4375	222.8	39999	979.41614	116.05296	1189.5359	-663.897	-988.55176	912.02094	553.620712518692
11	-677.0609	1013.5798	-19.604853	-2682.4036	-243.81741	391.57703	-39.211178	-1348.8947	259.4375	81.3	43999	833.1007	97.52398	1038.7596	-543.68896	-840.3735	604.39075	610.9174265861511
12	-453.02112	838.5938	-21.814278	-2627.2158	-94.02269	71.77246	-21.899052	-253.05649	175.72	32.8	47999	697.78375	79.64274	873.4065	-531.33606	-703.6073	446.37067	667.2471804618835
13	-224.37512	570.8815	-20.958399	-2651.5652	-824.0552	1149.504	-36.52076	-2873.7102	87.86842	286.8	51999	570.5431	68.176476	710.4295	-454.048	-575.2028	380.43356	727.2339153289795
