Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	5.1525517	14.631907	19.858498	-16.43626	41.2961	1.1813987	42.52785	38.42862	1000.0	1000.0	3999	2.3960464	2.685465	18.907131	-2.8745673	2.3958218	2.6857502	18.91688	-2.8501766	-3.4525313	0.08080093	38.51316857337952
2	1.9274855	10.506708	12.653833	-15.40313	28.225754	3.2217867	31.821573	22.092531	1000.0	1000.0	7999	13.708824	5.857831	39.68904	-1.1875288	13.708587	5.857935	38.787598	-1.169828	-15.651658	0.2926983	89.14368557929993
3	10.539684	11.014115	26.043564	-5.0889335	34.39761	1.0859723	36.527966	32.33217	1000.0	1000.0	11999	30.396034	7.869077	62.08557	10.607966	30.395857	7.8696804	61.977116	10.362294	-32.60865	0.4863452	140.88147926330566
4	36.503063	2.8825476	39.023827	31.956831	27.221292	1.754148	29.965443	23.620985	1000.0	1000.0	15999	44.27187	6.25273	75.16683	22.790537	44.27172	6.252671	75.24613	23.575552	-45.588875	0.38501054	193.41739010810852
5	16.499388	9.7841215	25.034693	-0.08973646	20.434574	3.6219409	27.422968	16.879494	1000.0	1000.0	19999	46.552223	7.8861556	76.64096	21.854494	46.552174	7.8862348	76.61018	21.871313	-47.14014	0.2579271	244.75000500679016
6	29.651508	1.8136157	32.05451	27.463411	36.880432	0.7245876	37.702168	35.285465	1000.0	1000.0	23999	45.3242	8.083613	76.09504	23.154123	45.324154	8.083888	76.198395	23.518816	-45.662918	0.16960078	296.37366819381714
7	34.48522	5.7222457	41.79559	27.21081	64.168045	3.5445275	67.84602	57.369396	1000.0	1000.0	27999	43.17961	7.4585304	71.54607	25.059376	43.17963	7.458748	71.69962	25.026844	-43.43296	0.122700684	348.48102736473083
8	24.357723	13.395283	39.780117	10.294155	1.2912301	0.82976705	2.780385	-0.09880654	1000.0	1000.0	31999	41.89239	6.94267	78.1909	25.169844	41.89242	6.9428573	78.6784	25.257683	-42.317657	0.13408493	400.4242558479309
9	22.941833	6.424285	28.766586	12.4659815	42.229126	2.2023787	44.521965	36.097935	1000.0	1000.0	35999	42.281666	7.457495	74.616066	24.88609	42.281635	7.4576263	74.79419	24.913378	-42.71301	0.09373707	452.8784816265106
10	21.560701	9.471633	34.30196	8.954992	21.285378	2.4425611	25.742989	18.286505	1000.0	1000.0	39999	41.00901	7.2444315	67.170204	22.731289	41.00901	7.244539	67.244156	22.767118	-41.360405	0.08268268	504.7673580646515
11	14.429439	2.8768446	18.54141	11.285974	20.92666	5.4478335	36.374706	16.7777	1000.0	1000.0	43999	39.19014	7.554135	65.86174	22.550749	39.19012	7.55413	65.77901	22.50379	-39.45388	0.07732199	557.5326392650604
12	22.163813	8.602874	36.1765	13.084688	23.8857	3.8514802	28.782812	14.7479925	1000.0	1000.0	47999	37.08317	7.7744884	64.76918	22.107073	37.083176	7.774418	64.8217	22.144653	-37.273613	0.0628233	610.5933995246887
13	13.730515	5.1210175	19.277012	7.063729	26.686728	1.8805119	30.407276	23.264442	1000.0	1000.0	51999	34.569317	7.749851	62.454983	20.077044	34.569256	7.7499075	62.812527	19.995815	-34.73556	0.059144843	664.8045969009399
14	31.948982	2.5165627	35.600964	29.2291	37.62365	1.7510141	39.756744	33.23046	1000.0	1000.0	55999	32.246567	7.6312556	59.898483	19.064634	32.246563	7.631265	59.874325	18.995275	-32.445347	0.051657517	719.2715620994568
15	38.523056	1.3863808	40.81042	37.110058	39.385117	1.5438704	41.807796	36.20887	1000.0	1000.0	59999	29.80753	7.488741	57.648888	18.715816	29.80748	7.488822	57.542652	18.717875	-29.961397	0.04567595	774.3984112739563
16	41.167084	2.0009637	43.160625	38.332733	43.073406	0.8907402	44.63498	41.76945	1000.0	1000.0	63999	27.593313	7.6479235	54.229885	17.9789	27.593277	7.648008	54.410755	17.793076	-27.723633	0.04429345	830.156131029129
17	42.634426	1.224552	43.912273	40.658123	41.601723	0.8326054	42.56866	39.45046	1000.0	1000.0	67999	25.575638	8.018156	55.85936	16.539087	25.575624	8.018189	55.579075	16.625292	-25.720716	0.042986467	887.4778416156769
18	35.036552	9.212033	41.350605	19.13826	45.318966	6.2063212	48.51595	26.787266	1000.0	1000.0	71999	23.790628	8.37465	56.92588	15.084768	23.790655	8.374674	57.103996	15.129526	-23.938763	0.04835848	946.9833993911743
19	38.42806	3.7624338	43.15108	33.33124	21.679104	26.603207	47.237736	-12.27067	1000.0	1000.0	75999	22.674234	9.158217	79.456276	13.700607	22.674198	9.158221	80.043755	13.658734	-22.838781	0.08566803	1006.9559319019318
20	40.888107	2.6559222	44.84242	37.79136	37.390343	4.634581	41.7875	24.634712	1000.0	1000.0	79999	21.759382	10.37721	96.544174	12.57294	21.759333	10.3774185	96.99269	12.4316435	-21.987852	0.09421507	1070.6364920139313
21	36.793854	4.428029	41.13509	29.404621	29.158085	11.739299	39.531605	-1.2125334	1000.0	1000.0	83999	20.740402	11.012413	101.23529	11.467961	20.740368	11.012559	100.97964	11.3629875	-20.88877	0.07068002	1136.808023929596
22	27.645523	18.901157	40.689415	-4.826593	30.235767	6.3847837	45.19432	25.664715	1000.0	1000.0	87999	20.40007	12.536217	99.79807	10.399576	20.399996	12.536246	99.93205	10.208524	-20.59706	0.06945399	1202.8287289142609
23	26.160397	8.005633	38.286774	18.84676	26.57488	1.1804129	28.544067	24.202246	1000.0	1000.0	91999	20.384668	13.163557	92.04556	9.266892	20.384678	13.163551	92.49911	9.371336	-20.591984	0.06191893	1269.650990486145
24	19.383589	4.5444193	24.620739	12.430999	19.236942	1.1859708	21.233225	17.45289	1000.0	1000.0	95999	20.66749	13.826007	85.774254	8.420463	20.66746	13.82609	86.344406	8.458241	-20.843246	0.057914376	1337.7483608722687
25	12.796122	14.308435	29.91552	-9.78793	27.198206	0.5685404	28.181936	26.238573	1000.0	1000.0	99999	20.760336	14.331324	82.81074	7.641278	20.760305	14.331389	82.61396	7.5552244	-20.9377	0.053127956	1406.6311690807343
26	24.291693	8.344224	33.089798	12.395908	16.70793	0.74084365	17.881857	15.440578	1000.0	1000.0	103999	20.475796	14.379229	76.64371	6.9497204	20.475794	14.379274	77.46218	6.896457	-20.62005	0.049693536	1477.0117342472076
27	34.611206	6.7725945	42.51792	25.584951	71.24991	3.4855754	74.621155	64.36173	1000.0	1000.0	107999	20.10082	13.986785	70.76261	6.0011406	20.100777	13.986815	71.47434	6.2108483	-20.245628	0.048915718	1548.880467414856
28	48.638496	5.475005	57.987705	44.42605	72.68774	4.051707	76.5461	62.212776	1000.0	1000.0	111999	19.72907	13.48971	66.52818	5.6262136	19.729082	13.4897785	66.552574	5.579791	-19.829464	0.04982717	1622.0417938232422
29	40.54421	5.8425264	46.470245	34.61215	36.558434	0.8902999	38.187397	35.44619	1000.0	1000.0	115999	19.209003	13.159196	68.95709	5.2033167	19.208979	13.159245	68.980606	5.2205386	-19.36393	0.045966536	1696.117927312851
30	40.61541	1.6052254	41.94403	37.902176	36.028187	0.94808745	37.570168	34.412476	1000.0	1000.0	119999	18.645704	12.81324	72.063675	4.6738105	18.64563	12.81345	71.76317	4.5964093	-18.768562	0.042853896	1771.754183769226
31	44.62848	1.8443277	47.190483	42.104614	39.815365	1.1807293	41.63442	37.86513	1000.0	1000.0	123999	17.92413	12.215205	71.80703	4.218278	17.92406	12.215359	71.9789	4.135814	-18.050573	0.040312666	1848.825258731842
32	39.600773	5.44363	47.52886	32.146763	37.878807	0.55661	38.651794	36.775543	1000.0	1000.0	127999	17.02585	11.466102	70.38556	3.8018117	17.025814	11.466107	70.48509	3.8230782	-17.120945	0.037594095	1926.692491054535
33	30.264275	9.971851	38.773186	13.399837	40.502007	0.8512297	41.34499	38.47594	1000.0	1000.0	131999	16.219532	10.992615	66.53117	3.1899035	16.219528	10.992626	66.80494	3.2642972	-16.307608	0.03609915	2005.7437558174133
34	39.61139	5.985268	48.748108	31.957779	37.298855	1.0061179	39.28098	35.82024	1000.0	1000.0	135999	15.453849	10.677831	64.84959	3.1177135	15.453861	10.677879	64.94248	3.136167	-15.533862	0.03462018	2085.872736930847
35	38.384644	6.0832367	47.00573	32.502087	38.309563	0.49867198	39.146267	37.32194	1000.0	1000.0	139999	14.485236	10.097528	57.92433	2.7550542	14.48524	10.09754	58.064335	2.7419386	-14.575526	0.032520324	2167.006927013397
36	41.009552	1.5473151	43.195744	39.160713	49.463116	1.7982434	51.682	46.733784	1000.0	1000.0	143999	13.6810665	9.633109	52.6938	2.4298549	13.681085	9.633078	53.188156	2.5225892	-13.7472105	0.029023321	2249.1691710948944
37	48.68577	2.1420598	51.02393	45.56371	46.14234	0.9986351	47.74618	44.020885	1000.0	1000.0	147999	12.874389	9.110373	49.752563	2.2169857	12.87437	9.110338	49.408417	2.2707205	-12.930587	0.026971264	2332.7634053230286
38	48.28866	4.68606	55.19664	41.982143	46.43978	0.7586768	47.646145	44.723568	1000.0	1000.0	151999	12.042175	8.643021	45.633064	2.1696098	12.0422	8.643076	45.98434	2.1453476	-12.115859	0.024207424	2416.2755274772644
39	47.480495	1.7181982	49.914696	45.36382	47.882423	0.6780944	49.434082	46.983646	1000.0	1000.0	155999	11.357898	8.354226	43.736908	1.9136748	11.357855	8.354263	43.787926	1.8184452	-11.456015	0.023962218	2501.6413016319275
40	46.697327	1.2388431	47.874683	44.618664	51.7967	1.0207922	52.937202	49.73967	1000.0	1000.0	159999	10.703471	8.089982	43.203148	1.6310878	10.703479	8.090005	43.34762	1.5572662	-10.75713	0.023678955	2587.7856583595276
