Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	2.1550474	5.5798044	25.907621	-8.254437	209.873	264.1594	962.8896	62.381668	20.6943	296.4	3999	14.152204	11.729764	48.224873	-17.795662	-17.517433	1.6784928	51.74532866477966
2	1.8330504	6.7577105	57.12554	-9.514147	130.06848	5.0458717	135.82968	121.5688	20.146465	93.1	7999	66.2419	28.396305	136.5234	-70.636406	-73.61903	20.038351	119.41543626785278
3	0.11595976	16.134872	60.95629	-100.09901	935.69495	28.131945	990.97186	908.04047	27.972477	1000.0	11999	95.2568	29.136688	158.37675	-50.738853	-101.620834	33.35229	194.4136347770691
4	84.59502	284.5854	982.54755	-68.434265	-28.77914	4.745247	-22.486134	-36.35218	196.72	77.4	15999	118.20832	32.048256	173.52821	-57.28681	-124.300186	33.475624	263.8859529495239
5	36.290623	189.98732	952.10944	-53.016212	245.87704	347.07294	945.4292	47.155926	148.48148	401.3	19999	122.67474	36.802147	193.29555	-75.95221	-128.1099	37.537735	335.0550618171692
6	140.29176	345.29016	964.4597	-30.385077	-10.205588	1.200386	-7.485376	-11.495456	221.94444	47.4	23999	132.57854	40.06378	272.9879	-92.163956	-138.22809	48.335052	403.9851999282837
7	53.86999	86.701935	328.80682	-31.615795	-26.805826	27.743303	26.07457	-64.284615	76.43137	108.0	27999	209.52788	58.366516	424.74356	-151.45656	-220.46375	129.47366	473.7344341278076
8	53.797363	114.84951	414.22656	-51.695843	173.68588	92.189186	319.13232	17.283741	124.90909	192.0	31999	255.9477	63.92684	529.60046	-185.47047	-265.94553	166.13042	544.087569475174
9	19.30295	83.85246	280.84454	-209.51524	0.5253724	84.03396	138.17603	-155.26674	96.65854	103.5	35999	301.3936	71.25675	550.1337	-244.35846	-311.99667	225.98163	614.6031544208527
10	107.3319	101.78731	280.20123	-159.2286	115.8679	67.02519	231.54941	-1.7300448	130.70967	114.0	39999	338.91272	78.760086	704.24347	-213.59659	-350.3528	330.30585	684.0927693843842
11	87.0089	85.77014	271.2726	-11.999456	107.6557	103.05482	281.23376	12.15409	73.796295	76.3	43999	391.39615	86.1148	722.6187	-246.5395	-404.69345	445.7195	754.3997049331665
12	55.25351	85.50812	289.86002	-98.87948	-17.167347	33.120277	11.121331	-114.19731	123.59375	67.4	47999	443.09216	90.428085	788.1864	-228.02509	-457.0584	546.9389	824.0658357143402
13	-1.1332768	41.8466	177.69328	-114.47108	70.1711	94.98779	262.09543	-62.43884	63.483334	190.8	51999	482.9004	99.810326	811.3141	-316.18967	-497.15958	651.6029	895.073682308197
14	106.9677	100.103	340.9975	-22.14765	93.158	123.65594	327.8266	-61.470375	113.86487	155.6	55999	510.5573	108.61424	910.362	-355.9073	-525.1702	722.8267	966.7822108268738
15	108.80814	115.19288	356.95355	-44.86124	20.620193	174.52983	404.51285	-307.00897	129.32259	195.4	59999	541.2651	117.9798	962.6701	-330.74164	-556.5311	794.7134	1038.195326089859
16	60.680305	78.360954	259.94583	-110.86818	34.90304	7.607841	48.518127	24.69874	136.44827	77.2	63999	572.53955	127.85161	1023.9734	-350.94867	-588.17487	864.1015	1109.5848453044891
17	44.686882	142.13759	349.21585	-288.93173	19.582245	28.44386	55.767937	-50.445053	150.61539	65.7	67999	599.71576	135.78049	1057.9691	-406.521	-615.178	930.2908	1182.783024072647
18	89.88009	153.10487	396.989	-117.27548	2.356572	167.95155	373.59723	-236.26817	197.15	225.5	71999	615.669	141.18271	1111.2184	-492.72922	-630.8625	965.4505	1260.5318520069122
19	37.63226	99.33866	236.96992	-145.8311	-40.362457	103.76473	146.0952	-222.97507	160.57692	186.3	75999	627.99286	148.53035	1126.1112	-438.39554	-643.2439	977.78546	1341.7661547660828
20	17.88584	101.21359	320.06732	-148.85257	-16.39766	94.22881	125.1177	-153.11952	148.25926	160.4	79999	635.6735	151.90239	1072.7173	-361.7238	-650.9036	975.03424	1423.70410323143
21	122.55012	140.3449	413.11594	-87.0634	15.541611	69.10613	147.22258	-71.97354	153.96153	189.1	83999	638.3754	151.67413	1026.2848	-509.17786	-652.796	975.97876	1507.172572851181
22	123.337006	122.377464	411.71033	-123.16247	280.7849	78.956726	409.77917	147.06999	145.40741	210.2	87999	638.8378	150.30325	1026.8115	-418.86035	-653.2654	968.06537	1590.5987393856049
23	123.85267	168.57133	712.2574	-121.80778	-43.39978	173.43582	431.8052	-240.4122	163.28	175.7	91999	637.91144	149.27429	987.0285	-497.04907	-651.69574	984.7631	1673.6607649326324
