Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	3.1190193	11.023946	21.537735	-7.3521395	31.729458	4.423294	36.705627	23.966703	1000.0	1000.0	3999	7.9997044	7.0031004	40.58928	-2.41619	-9.584736	0.078303866	35.07741737365723
2	3.842824	10.137825	19.682442	-6.1816273	29.890436	1.6364205	32.19633	27.078548	1000.0	1000.0	7999	45.34317	14.883785	101.11014	13.274842	-48.05315	0.40649107	80.24667501449585
3	9.270813	15.86228	29.154966	-11.549681	29.700695	2.3180554	35.33672	25.179852	1000.0	1000.0	11999	83.04324	12.476684	134.70038	49.547802	-84.92014	0.448514	125.6059193611145
4	18.299818	17.197716	38.430172	-6.153938	-45.187336	7.107857	-35.9171	-56.06483	1000.0	1000.0	15999	94.45334	13.114935	161.72913	63.424465	-95.32887	0.32330808	172.09320664405823
5	26.4733	21.021458	41.09013	-9.8234625	39.851562	3.300987	44.654945	32.666557	1000.0	1000.0	19999	94.29694	14.973068	171.23097	65.16346	-95.16081	0.27403855	219.25337433815002
6	9.575151	4.02966	14.305438	3.999432	3.8508384	2.4923317	8.482157	0.65669703	1000.0	1000.0	23999	88.24045	16.295029	176.83165	58.729603	-88.72895	0.21683004	266.68378138542175
7	20.435585	14.952757	36.62956	-0.5444257	20.047579	5.5440755	29.529016	12.14795	1000.0	1000.0	27999	79.62943	13.664673	158.02492	54.842327	-80.139984	0.14117655	313.37975549697876
8	28.411114	8.529809	37.707718	15.006202	39.017128	1.3261919	41.700935	36.822197	1000.0	1000.0	31999	78.38902	9.859039	136.43994	55.42406	-79.140015	0.12670438	362.0768048763275
9	25.375431	7.038784	37.296917	19.757193	61.980934	2.7987819	66.56946	56.70306	1000.0	1000.0	35999	76.97355	11.4579735	142.90613	51.18517	-77.49754	0.13738061	409.75401544570923
10	26.463924	8.056659	38.17059	16.765165	22.547285	0.7951447	23.869583	20.807978	1000.0	1000.0	39999	74.40695	13.821807	138.81921	48.347507	-74.8533	0.14475453	458.20242166519165
11	29.513233	16.377691	44.446655	2.3443367	37.188034	9.401604	45.496674	21.883993	1000.0	1000.0	43999	69.90217	12.383894	119.63615	44.995907	-70.258705	0.106260315	506.56058716773987
12	15.123959	19.575586	43.964203	-5.8945	31.880573	4.483513	37.665203	23.467518	1000.0	1000.0	47999	63.48042	10.993532	101.199486	42.331783	-63.766617	0.07703877	555.7757012844086
13	17.93112	19.150333	39.30149	-13.009197	39.188896	11.066759	56.804108	26.716892	1000.0	1000.0	51999	56.74645	10.3339615	90.60206	37.336452	-56.978523	0.06642876	605.2196917533875
14	35.911377	9.638896	45.85177	23.83413	18.26342	10.431932	33.96787	6.329251	1000.0	1000.0	55999	51.252296	10.73315	113.68784	32.306953	-51.526627	0.08976855	655.2283022403717
15	19.677856	9.66976	35.25332	11.425003	34.437214	1.7476661	37.440777	31.817812	1000.0	1000.0	59999	47.08766	11.824218	111.95942	27.039965	-47.32835	0.06933464	706.4786117076874
16	22.021742	16.366608	38.2243	-3.3371966	13.060465	1.9893768	17.145954	10.118674	1000.0	1000.0	63999	43.144585	11.572462	95.492325	22.952007	-43.340527	0.054513343	759.1661863327026
17	7.831917	8.585432	17.920544	-5.7605534	10.371702	2.3533092	14.220622	6.358762	1000.0	1000.0	67999	40.489357	12.56984	95.63114	19.715813	-40.713955	0.05606715	815.3220517635345
18	20.276432	15.143162	40.801697	2.2627811	40.995293	1.7640889	45.19724	39.531837	1000.0	1000.0	71999	37.946697	12.501286	96.60855	17.406713	-38.150204	0.054986633	873.6417343616486
19	22.542156	8.080554	34.910965	14.305471	32.39302	2.0213401	35.487526	28.74439	1000.0	1000.0	75999	35.305157	11.54929	92.5581	15.109196	-35.53813	0.050484527	933.4145030975342
20	31.645489	7.6717014	41.09055	23.741016	42.06916	1.2959449	44.65446	40.445435	1000.0	1000.0	79999	33.40735	11.642162	83.67598	13.71766	-33.618454	0.046100203	994.5539608001709
21	46.06608	2.7559865	48.52232	41.41819	41.93113	0.91158813	43.24127	40.487316	1000.0	1000.0	83999	30.778402	11.792697	74.22814	12.532298	-30.967657	0.04205596	1056.5428485870361
22	39.908424	1.4429277	42.332787	38.632904	37.822323	1.2294234	40.608616	36.397293	1000.0	1000.0	87999	28.285496	12.080459	69.114456	11.74288	-28.441608	0.04164981	1120.3999860286713
23	44.944267	3.981782	50.745564	39.894985	45.259743	1.5092901	47.16169	42.08184	1000.0	1000.0	91999	25.45722	11.433777	72.021416	10.968471	-25.58546	0.03995276	1184.8346199989319
24	43.985424	5.3214808	50.663303	38.70312	34.630165	0.48833483	35.270977	33.948288	1000.0	1000.0	95999	23.157583	10.931498	71.560524	10.031197	-23.28878	0.038350858	1250.4124612808228
25	40.994316	1.2837424	42.333115	38.90073	41.15927	7.548417	52.08631	30.60094	1000.0	1000.0	99999	21.15338	10.605901	70.27153	8.922193	-21.282778	0.034290936	1316.2689497470856
26	39.35054	1.1992983	40.764526	37.520336	43.407555	1.7155619	45.957966	40.196644	1000.0	1000.0	103999	19.557547	10.518307	58.45175	7.893251	-19.678474	0.030223724	1383.9000403881073
27	43.98906	1.4148898	46.419285	42.89931	44.335884	0.93008506	45.669994	43.067665	1000.0	1000.0	107999	18.121002	10.41979	54.04027	7.0644917	-18.237501	0.027779372	1451.969581604004
