Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-260.38715	80.17866	-164.20529	-360.7935	-634.5144	5.175329	-624.4884	-643.6853	1000.0	1000.0	3999	4.1609626	4.578265	24.531027	-11.070555	-5.3319497	0.51947683	37.6105694770813
2	-223.42986	104.50942	-98.49165	-332.53046	-680.0182	46.752792	-570.87164	-743.1116	1000.0	1000.0	7999	29.490866	19.050098	87.10693	-7.6958156	-32.62537	1.8527895	87.24934363365173
3	-407.14954	121.04561	-275.24234	-567.5662	-619.7494	17.748291	-585.6212	-650.70435	1000.0	1000.0	11999	95.38938	31.444994	161.04413	19.690237	-99.58379	5.9551425	138.1269190311432
4	-248.45963	109.26928	-84.03012	-361.49307	-402.79926	299.12036	137.74	-701.47784	1000.0	1000.0	15999	129.4898	31.602673	207.21864	48.882496	-132.37387	9.80283	188.9042694568634
5	-455.10852	34.63098	-417.31827	-508.30783	-646.0807	108.83805	-467.0996	-864.5297	1000.0	1000.0	19999	160.8836	44.589916	283.35355	62.752632	-164.52032	10.007672	239.6946132183075
6	-596.1188	250.02841	-292.73044	-988.44714	-1957.4109	29.360624	-1905.3271	-2023.452	1000.0	1000.0	23999	163.0047	62.266327	302.3573	63.608562	-165.119	9.058271	289.9450533390045
7	-210.18759	244.50575	88.5434	-585.4281	-249.31384	268.5719	143.69783	-557.15094	1000.0	1000.0	27999	160.99236	63.418728	296.368	59.64527	-162.46552	7.310667	340.8201982975006
8	-155.00998	473.2211	485.84387	-749.801	-373.695	144.26915	-147.17268	-566.3566	1000.0	1000.0	31999	155.62471	60.77245	254.55	53.157475	-157.03777	6.077129	392.33875346183777
9	473.11328	531.0581	1168.4535	-130.11783	316.3745	713.6363	1583.5752	-452.2971	1000.0	1000.0	35999	148.58041	57.62852	231.86674	47.60978	-149.65926	4.6940365	443.6890757083893
10	115.73895	130.69301	265.83527	-93.12586	604.4479	692.1821	1763.1385	-374.43198	1000.0	1000.0	39999	140.38016	53.226227	215.86888	41.242508	-141.50352	4.6790705	494.99525141716003
