Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	2.0428867	6.929513	25.672907	-12.171579	24.9625	0.004928478	0.16818184	0.52532285	-0.49565667	4000	-4.887581e-09	24.47584	-0.02373972	-5.135269	0.91894394	0.017086267	0.29725	4.0	5.412737131118774
1	4.9268594	8.004996	27.66532	-8.271149	29.345589	0.23784256	2.0354009	6.1741905	-6.0558734	8000	1.1265278e-08	27.41365	-0.025140937	-5.173588	0.9184245	0.01959721	0.276	5.0	10.625084400177002
2	14.294133	14.008072	65.19385	-9.075267	36.99074	2.5876703	2.563623	9.459364	-6.572968	12000	2.5510788e-08	99.270256	-0.01967326	-34.810394	0.9175201	0.015103972	0.3	6.0	15.938249349594116
3	23.815725	19.39589	95.17889	-0.6793693	46.418606	7.5838156	4.882382	16.65717	-14.231266	16000	-1.0967255e-08	153.45023	-0.016507402	-42.262543	0.9162611	0.016282775	0.18175	5.0	21.16605854034424
4	44.254696	35.775234	161.15367	4.254457	65.416664	12.408234	7.414967	23.89732	-21.852707	20000	-3.528595e-08	447.2585	-0.012455458	-133.88922	0.9151406	0.01700202	0.2185	5.0	26.87995934486389
5	59.9953	49.526695	251.67972	4.6624274	74.62264	22.63448	11.124888	33.244396	-27.584974	24000	-2.3841857e-09	627.538	-0.011664533	-122.63779	0.9142578	0.017101264	0.2535	7.0	32.41268754005432
6	127.12148	86.84088	299.43057	7.4153576	114.02857	31.121305	13.865132	43.180218	-33.95381	28000	-2.169609e-08	1769.8562	-0.010445244	-639.86475	0.91287607	0.016436981	0.21925	9.0	37.95770287513733
7	110.11302	74.84747	299.6634	18.323814	114.911766	42.024063	22.74368	56.695824	-53.94027	32000	2.5629998e-08	1070.312	-0.03893524	-172.5719	0.91111696	0.01221347	0.17225	79.0	45.02435660362244
8	171.97435	95.53104	331.55417	9.46213	148.03703	46.10998	21.093298	60.602047	-35.54946	36000	-4.0650367e-08	1535.3008	-0.045483854	-474.32666	0.9057074	0.009966998	0.214	79.0	51.64512920379639
9	190.22546	104.43074	364.6059	13.735386	147.59259	61.69259	17.625973	68.44889	-50.42376	40000	-1.3232231e-08	1453.1135	-0.047320303	-293.3059	0.9008783	0.013986234	0.22975	79.0	58.01830267906189
