Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-43.09352	81.58488	11.92358	-319.77316	-69.7755	73.9732	-1.6155325	-225.19542	138.23077	350.7	3999	5.9049973	4.6411476	33.367783	-5.800365	5.9048276	4.6404643	31.135431	-7.847521	-3.8570163	2.0528834	12.237049	-14.098593	-7.2266054	1.0986812	101.1588454246521
2	-68.97603	117.100365	11.97051	-341.40894	-169.05435	184.09842	-26.553722	-467.94168	218.8	352.5	7999	23.846512	8.782805	69.33443	-13.669937	23.845333	8.780419	69.682434	-9.280764	-1.380978	2.9668038	19.996702	-14.960499	-25.731728	4.0999603	248.87386989593506
3	-62.665028	92.81087	19.44893	-414.11313	26.588497	67.229706	144.63074	-89.16562	130.91667	525.0	11999	46.275585	9.782491	97.80685	-21.960127	46.27572	9.773418	94.50793	-24.053825	-0.6085674	3.4221385	31.858936	-14.876492	-48.17262	10.408867	400.03166818618774
4	-173.92932	189.37737	29.814407	-583.65265	261.0657	137.80247	397.00684	68.320694	486.3	681.2	15999	50.35287	8.631259	86.38033	-30.770485	50.35241	8.628298	88.485725	-24.879234	-2.291537	2.5809243	27.884392	-15.396942	-51.37251	8.777958	553.6888663768768
5	-41.407337	71.64388	13.503835	-197.47937	316.90326	203.3617	537.7051	4.9257917	289.83334	690.2	19999	46.808037	8.938772	84.906525	-36.513107	46.807854	8.935084	86.87041	-26.454998	-2.708247	2.3682187	22.855019	-15.199329	-47.646782	7.9408197	707.166583776474
6	-44.59336	97.56742	59.05287	-211.1314	426.27228	127.53488	597.69946	217.44598	369.2	957.2	23999	43.407986	8.579897	83.37325	-20.446945	43.407295	8.578745	83.1533	-34.20187	-2.9719696	2.2830474	23.22926	-15.487173	-44.152992	6.7771964	863.1309733390808
7	-31.038042	75.94091	44.906292	-161.37366	524.4868	146.16408	774.29956	244.9838	404.58334	966.5	27999	40.562798	8.1213875	80.13244	-28.986908	40.562347	8.117443	80.29898	-34.27796	-3.1552343	2.1947095	22.04587	-15.039068	-41.246	6.225557	1019.14772772789
8	8.196188	44.778343	75.80842	-90.32023	330.21426	175.69154	555.1718	36.104107	374.2	680.3	31999	38.684574	7.4610124	74.39062	-26.596561	38.68454	7.4529147	76.00727	-22.656538	-3.2691653	2.1160147	21.026264	-16.31242	-39.332127	6.440755	1168.4638667106628
9	34.091137	74.67864	128.8668	-81.18237	491.52945	220.27817	816.12317	134.92717	640.5	828.3	35999	37.72703	6.787644	74.43153	-21.590574	37.726818	6.7799616	72.17024	-24.327309	-3.3312416	2.0992768	21.772484	-16.28135	-38.367382	5.5689645	1317.7681939601898
10	40.69756	33.035362	82.25536	-26.288164	514.2351	311.717	811.1969	29.676298	562.1429	694.9	39999	37.63322	6.407573	71.76253	-25.75118	37.632755	6.3975215	72.715126	-27.729876	-3.3681016	2.0781803	24.446232	-14.60049	-38.27632	5.3500648	1466.8948905467987
11	59.86053	49.558044	154.55063	-18.47571	516.3805	373.66293	962.46875	16.638865	335.15384	591.1	43999	38.366436	6.073017	75.91451	-37.49033	38.366035	6.062657	71.3206	-21.26378	-3.4060998	2.0518682	23.965446	-15.914423	-39.032288	4.969041	1613.7868101596832
12	25.006102	28.701008	83.5388	-2.4035978	735.67303	75.63741	860.8123	625.9549	631.6667	1000.0	47999	39.533257	5.670144	70.102715	-31.60265	39.532906	5.6605935	70.06352	-21.422009	-3.4404461	2.002819	20.214077	-16.091934	-40.19259	4.9754314	1764.2004594802856
13	112.935074	65.9557	211.96446	21.400148	618.7646	277.97885	968.5036	213.06161	494.0	723.2	51999	41.03098	5.56062	70.80989	-20.174356	41.0306	5.5529838	70.46097	-20.44338	-3.4433515	1.9845695	23.61205	-13.928699	-41.688217	4.8528466	1911.7778341770172
14	70.178635	56.333458	162.98972	8.398052	610.00146	344.36603	968.6176	29.71134	414.3	735.7	55999	42.50885	5.5210524	70.58508	-17.74802	42.50852	5.51043	69.900116	-33.65043	-3.4513159	1.9623532	24.413671	-14.294874	-43.162014	4.91289	2059.467350244522
15	107.55838	64.51857	190.40366	-8.796816	599.0882	378.33118	1017.5827	27.238485	512.375	656.8	59999	44.13032	5.6407447	70.50286	-32.793907	44.130116	5.6346974	68.4993	-30.188313	-3.4893396	1.938803	25.397131	-15.536555	-44.780514	4.723367	2206.532962322235
16	75.340515	60.548065	193.38892	4.2898145	526.515	320.36478	938.2627	31.37911	339.41666	603.0	63999	45.693756	6.1316442	75.95131	-28.914219	45.69399	6.126681	70.58407	-26.822222	-3.4542334	1.9451011	26.711937	-13.218338	-46.325108	5.0466566	2350.752907514572
17	88.56149	70.737404	182.835	7.312562	658.6708	377.62225	967.3695	65.37474	380.81818	725.5	67999	47.24548	6.6113834	74.78292	-56.90797	47.24559	6.6082435	71.75476	-23.66241	-3.4649074	1.9315568	26.275345	-14.356547	-47.877766	4.9375296	2496.673926591873
18	98.619835	74.925674	246.80049	4.395505	764.7047	334.06802	1058.0497	13.92224	506.5	755.4	71999	48.612896	7.136349	71.928444	-30.455242	48.612984	7.1319404	74.53329	-28.82916	-3.4660459	1.9506737	23.51222	-14.3122225	-49.240284	5.01441	2650.962853908539
19	114.209984	70.83628	249.63368	11.132936	417.84555	321.43018	977.26215	23.632145	353.9	418.1	75999	49.877026	7.538791	73.40415	-23.083107	49.877014	7.537481	73.292145	-25.48115	-3.4609509	1.9562697	28.18343	-14.759596	-50.492924	5.2267523	2805.495479822159
20	224.2664	164.02042	510.27463	16.609867	668.75885	431.4957	1136.3252	111.57736	807.6	650.9	79999	51.178413	7.94943	73.504974	-29.22968	51.17837	7.9471827	74.49187	-43.19132	-3.4740174	1.9130327	27.415798	-14.842472	-51.792664	5.075553	2963.7026278972626
